規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,533308,497381,455272,42109,35927,131033,126494,118133,8361,4539
100～499人,437900,404850,370198,34652,33050,119127,115775,109864,5911,3352
100人以上,484140,449696,411430,38266,34444,123355,119581,112800,6781,3774
30～99人,407818,359597,332274,27323,48221,104280,102718,99190,3528,1562
５～29人,357867,343049,325096,17953,14818,90610,90227,87593,2634,383
30人以上,460394,421663,386802,34861,38731,114489,111743,106474,5269,2746
５人以上,434107,401507,370981,30526,32600,103525,101864,97805,4059,1661
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年３月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
