規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,505514,490933,449882,41051,14581,124254,123474,115988,7486,780
100～499人,409151,402473,369967,32506,6678,113617,112342,106630,5712,1275
100人以上,455969,445451,408793,36658,10518,117338,116236,109904,6332,1102
30～99人,360084,355093,328786,26307,4991,103933,103647,100402,3245,286
５～29人,347349,343205,326244,16961,4144,90464,90006,87427,2579,458
30人以上,426115,417318,383883,33435,8797,111131,110407,105504,4903,724
５人以上,406003,398394,369166,29228,7609,101591,100990,97159,3831,601
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
