規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,545136,490774,448334,42440,54362,137301,135972,127984,7988,1329
100～499人,419759,402822,369341,33481,16937,121706,120494,113679,6815,1212
100人以上,480376,445345,407533,37812,35031,127391,126137,118895,7242,1254
30～99人,363658,353543,327535,26008,10115,103391,102981,99300,3681,410
５～29人,353170,340315,323489,16826,12855,92149,91708,89116,2592,441
30人以上,443754,416541,382432,34109,27213,116423,115555,109940,5615,868
５人以上,420682,397126,367419,29707,23556,105347,104674,100438,4236,673
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
