規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5569214,85725,80156,5574010,1611011,83623,61112,1634295
５人以上,"鉱業,採石業,砂利採取業",1801,15,9,1807,41,0,0,41
５人以上,建設業,338242,4774,5941,336756,8684,50,196,8857
５人以上,製造業,664685,6539,8472,662786,47569,1085,1493,47127
５人以上,電気・ガス・熱供給・水道業,21386,217,131,21472,1497,0,67,1430
５人以上,情報通信業,729879,5874,8663,726356,22611,1108,460,23993
５人以上,"運輸業,郵便業",379067,5403,4783,379789,70248,2964,1224,71886
５人以上,"卸売業,小売業",1028498,10539,12712,1026330,405524,14316,12910,406925
５人以上,"金融業,保険業",353571,6441,6370,353643,35477,967,440,36003
５人以上,"不動産業,物品賃貸業",157642,1501,1949,157193,38943,1124,1064,39004
５人以上,"学術研究,専門・技術サービス業",328442,9476,4614,333305,11903,711,731,11882
５人以上,"宿泊業,飲食サービス業",193796,5172,7101,191870,412432,23065,18917,416577
５人以上,"生活関連サービス業,娯楽業",152358,4458,3523,153295,64292,3319,3375,64234
５人以上,"教育,学習支援業",278667,6064,1830,282902,116372,13067,6255,123183
５人以上,"医療,福祉",370710,5942,4763,372150,180572,8593,6404,182500
５人以上,複合サービス事業,15070,79,97,15058,5542,52,82,5506
５人以上,サービス業（他に分類されないもの）,555400,13231,9198,559298,189304,13202,7494,195147
30人以上,調査産業計,4148408,63934,55832,4156569,873070,47265,28860,891416
30人以上,"鉱業,採石業,砂利採取業",1801,15,9,1807,41,0,0,41
30人以上,建設業,214311,2886,4348,212850,3770,50,36,3783
30人以上,製造業,526097,5182,7871,523389,28846,701,909,28657
30人以上,電気・ガス・熱供給・水道業,18786,146,113,18819,1181,0,44,1137
30人以上,情報通信業,629816,5035,7205,627646,14203,458,460,14201
30人以上,"運輸業,郵便業",313880,3856,3893,313945,56047,2186,857,57274
30人以上,"卸売業,小売業",667787,6644,7004,667433,201707,5539,4173,203067
30人以上,"金融業,保険業",295448,4822,5209,295061,30357,688,440,30605
30人以上,"不動産業,物品賃貸業",101349,1139,1189,101299,27635,977,772,27840
30人以上,"学術研究,専門・技術サービス業",235090,7833,3371,239552,4124,145,78,4191
30人以上,"宿泊業,飲食サービス業",111606,2288,1969,111928,122384,5491,4182,123690
30人以上,"生活関連サービス業,娯楽業",80448,1067,1208,80308,35027,1745,1831,34940
30人以上,"教育,学習支援業",231111,5435,1041,235506,78965,11318,4016,86266
30人以上,"医療,福祉",284311,4327,2970,285819,97025,5236,3879,98231
30人以上,複合サービス事業,5164,28,11,5129,1988,52,52,2040
30人以上,サービス業（他に分類されないもの）,431403,13231,8421,436078,169770,12679,7131,175453
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
