規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5495370,54448,53760,5496803,1688236,65854,51491,1701854
５人以上,"鉱業,採石業,砂利採取業",1783,47,19,1811,42,0,0,42
５人以上,建設業,325907,1973,3559,324322,12508,382,0,12889
５人以上,製造業,648981,4315,5061,648916,48265,886,1135,47335
５人以上,電気・ガス・熱供給・水道業,21235,223,122,21336,1150,0,13,1137
５人以上,情報通信業,711686,3988,5113,710561,30018,1587,1051,30554
５人以上,"運輸業,郵便業",377003,2699,3085,376618,69796,2140,1718,70217
５人以上,"卸売業,小売業",993305,10140,10941,992546,427302,16053,8959,434354
５人以上,"金融業,保険業",348646,3510,4226,347928,35804,439,517,35728
５人以上,"不動産業,物品賃貸業",160941,1654,1490,161049,33462,866,995,33389
５人以上,"学術研究,専門・技術サービス業",336985,7305,4031,340260,15663,463,600,15525
５人以上,"宿泊業,飲食サービス業",191871,3136,2366,192641,430273,21401,15880,435794
５人以上,"生活関連サービス業,娯楽業",142094,1780,2605,141261,76433,2075,3513,75003
５人以上,"教育,学習支援業",285028,1981,835,286173,126982,8475,6157,129301
５人以上,"医療,福祉",373599,2741,3703,372798,179853,4994,3779,180907
５人以上,複合サービス事業,14945,32,9,14971,5248,193,0,5438
５人以上,サービス業（他に分類されないもの）,561361,8924,6595,563612,195437,5900,7174,194241
30人以上,調査産業計,4126514,37062,37883,4125602,890506,32049,25857,896789
30人以上,"鉱業,採石業,砂利採取業",1783,47,19,1811,42,0,0,42
30人以上,建設業,205418,1451,2592,204277,4391,382,0,4773
30人以上,製造業,509805,3139,3730,509233,29251,694,577,29349
30人以上,電気・ガス・熱供給・水道業,18237,92,122,18207,1150,0,13,1137
30人以上,情報通信業,610679,3283,4386,609576,21138,1170,919,21389
30人以上,"運輸業,郵便業",309572,2029,3085,308516,55810,2042,1258,56594
30人以上,"卸売業,小売業",660727,4062,4906,659870,197529,6123,2808,200857
30人以上,"金融業,保険業",291399,2922,2823,291496,30480,439,458,30463
30人以上,"不動産業,物品賃貸業",103500,819,987,103277,24476,646,571,24606
30人以上,"学術研究,専門・技術サービス業",244967,5919,3588,247299,5157,213,223,5146
30人以上,"宿泊業,飲食サービス業",117939,2149,1428,118660,125271,4294,4738,124827
30人以上,"生活関連サービス業,娯楽業",76345,535,1450,75422,41687,659,1757,40597
30人以上,"教育,学習支援業",236210,1547,597,237160,89199,7276,5361,91114
30人以上,"医療,福祉",286107,1715,2144,285650,94295,2754,1406,95671
30人以上,複合サービス事業,5021,31,9,5046,1980,40,0,2017
30人以上,サービス業（他に分類されないもの）,448805,7322,6017,450102,168650,5317,5768,168207
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１１月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
