規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.4,19.9,18.7,159.5,165.3,148.4,144.8,148.8,137.3,14.7,16.5,11.1
100～499人,19.2,19.7,18.4,155.3,165.3,138.2,141.3,148.3,129.3,14,17,8.9
100人以上,19.3,19.8,18.5,157.2,165.4,142.8,142.9,148.6,132.9,14.3,16.8,9.9
30～99人,19.3,19.9,18.3,154.4,168.8,132.6,141.5,151.9,125.8,12.9,16.9,6.8
５～29人,18.4,19.5,17,140.2,157.7,119.7,131.8,146.3,114.7,8.4,11.4,5
30人以上,19.3,19.8,18.4,156.3,166.5,139,142.5,149.7,130.3,13.8,16.8,8.7
５人以上,19,19.7,17.9,151.5,164,132.3,139.3,148.7,124.9,12.2,15.3,7.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年７月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
