規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,477497,558132,326807,462039,542727,311250,423156,38883,15458,15405,15557
100～499人,378409,444377,262319,359667,420896,251916,328607,31060,18742,23481,10403
100人以上,424539,497941,291721,407326,478263,278968,372624,34702,17213,19678,12753
30～99人,314254,374148,227328,296733,353046,215004,275134,21599,17521,21102,12324
５～29人,264044,332180,182374,256538,321998,178075,244000,12538,7506,10182,4299
30人以上,387079,458196,267838,369761,438061,255244,339510,30251,17318,20135,12594
５人以上,349822,423628,238278,335475,406223,228553,310587,24888,14347,17405,9725
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年４月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
