規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,499250,589916,326961,450855,527321,305549,412291,38564,48395,62595,21412
100～499人,368679,432158,257068,354437,415235,247541,325526,28911,14242,16923,9527
100人以上,429573,506810,288793,399403,468275,273871,365990,33413,30170,38535,14922
30～99人,302154,358991,218832,294332,349118,214018,273600,20732,7822,9873,4814
５～29人,263677,331445,182442,255078,319215,178196,243132,11946,8599,12230,4246
30人以上,386396,459423,262925,363799,430076,251740,334683,29116,22597,29347,11185
５人以上,349559,424712,235220,331164,400008,226424,307202,23962,18395,24704,8796
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
