規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7154673,4311682,2842991,125638,61536,64102,124508,61759,62749,7155803,4311459,2844344,23.4,13,39
５人以上,"鉱業,採石業,砂利採取業",1831,1468,363,28,27,1,29,28,1,1830,1467,363,2.5,2.3,3.3
５人以上,建設業,341076,292781,48295,3272,2393,879,4842,3912,930,339506,291262,48244,3.7,2.8,9.3
５人以上,製造業,700055,521031,179024,4220,3178,1042,6645,4380,2265,697630,519829,177801,7,2.8,19.3
５人以上,電気・ガス・熱供給・水道業,22770,19728,3042,72,68,4,165,157,8,22677,19639,3038,5.1,4.3,10.3
５人以上,情報通信業,741863,563877,177986,7077,4216,2861,6612,4386,2226,742328,563707,178621,3.2,2,7.1
５人以上,"運輸業,郵便業",448655,367999,80656,5871,4107,1764,7759,6417,1342,446767,365689,81078,16,12.3,32.4
５人以上,"卸売業,小売業",1428683,780822,647861,20511,12094,8417,24973,11026,13947,1424221,781890,642331,30.3,15.9,48
５人以上,"金融業,保険業",386129,204328,181801,3744,1137,2607,4518,1731,2787,385355,203734,181621,9.1,0.8,18.5
５人以上,"不動産業,物品賃貸業",194862,129815,65047,1765,1253,512,2592,1465,1127,194035,129603,64432,18,13.9,26.4
５人以上,"学術研究,専門・技術サービス業",348040,244882,103158,8577,5843,2734,5071,3623,1448,351546,247102,104444,4.5,1.6,11.3
５人以上,"宿泊業,飲食サービス業",605673,273045,332628,26233,11426,14807,21934,9162,12772,609972,275309,334663,69.4,57.4,79.3
５人以上,"生活関連サービス業,娯楽業",218123,103461,114662,4105,1001,3104,4971,1564,3407,217257,102898,114359,32.7,26.1,38.6
５人以上,"教育,学習支援業",394340,213327,181013,18121,7036,11085,10855,5523,5332,401606,214840,186766,30.2,23.4,38
５人以上,"医療,福祉",553313,158227,395086,8880,2233,6647,11220,3407,7813,550973,157053,393920,32.5,24.7,35.7
５人以上,複合サービス事業,20143,9882,10261,192,30,162,105,30,75,20230,9882,10348,26.1,11.1,40.4
５人以上,サービス業（他に分類されないもの）,749117,427009,322108,12970,5494,7476,12217,4948,7269,749870,427555,322315,26.1,14,42.3
30人以上,調査産業計,4994544,3134513,1860031,74645,38944,35701,74674,39185,35489,4994515,3134272,1860243,17.6,9.2,31.8
30人以上,"鉱業,採石業,砂利採取業",1831,1468,363,28,27,1,29,28,1,1830,1467,363,2.5,2.3,3.3
30人以上,建設業,212552,183712,28840,1194,1065,129,2758,2619,139,210988,182158,28830,2,1.1,7.5
30人以上,製造業,542026,412704,129322,3105,2368,737,5293,3705,1588,539838,411367,128471,5.2,2.2,14.7
30人以上,電気・ガス・熱供給・水道業,19510,17122,2388,72,68,4,165,157,8,19417,17033,2384,6,5,13.2
30人以上,情報通信業,630523,486760,143763,6514,3913,2601,5198,3249,1949,631839,487424,144415,2.6,1.5,6.4
30人以上,"運輸業,郵便業",367712,302648,65064,5085,3924,1161,7355,6013,1342,365442,300559,64883,15.3,12.5,28.1
30人以上,"卸売業,小売業",864512,490886,373626,7386,4176,3210,11632,5362,6270,860266,489700,370566,23.8,10.6,41.2
30人以上,"金融業,保険業",322785,173196,149589,2852,1038,1814,3233,1330,1903,322404,172904,149500,9.4,0.7,19.3
30人以上,"不動産業,物品賃貸業",128312,84439,43873,1243,731,512,1362,755,607,128193,84415,43778,20.8,15.5,31
30人以上,"学術研究,専門・技術サービス業",247077,184240,62837,6398,4582,1816,3917,2826,1091,249558,185996,63562,2.3,1.1,5.8
30人以上,"宿泊業,飲食サービス業",233710,99474,134236,7462,3939,3523,6964,2430,4534,234208,100983,133225,52.2,36.8,63.9
30人以上,"生活関連サービス業,娯楽業",117760,60248,57512,818,347,471,1278,452,826,117300,60143,57157,30.5,19,42.7
30人以上,"教育,学習支援業",308516,177715,130801,16407,6466,9941,8122,3823,4299,316801,180358,136443,26.3,21.1,33.1
30人以上,"医療,福祉",381978,121367,260611,4148,1327,2821,6946,2071,4875,379180,120623,258557,24.9,22.6,26
30人以上,複合サービス事業,7104,4612,2492,32,30,2,39,30,9,7097,4612,2485,28.2,14.5,53.6
30人以上,サービス業（他に分類されないもの）,608636,333922,274714,11901,4943,6958,10383,4335,6048,610154,334530,275624,27.8,14.6,43.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年９月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
