規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.7,19.1,18,152.6,158.6,141.1,138.5,142.7,130.4,14.1,15.9,10.7
100～499人,18.6,19,17.9,150.2,159.4,134.4,136.9,143.2,126,13.3,16.2,8.4
100人以上,18.7,19,17.9,151.3,159,137.4,137.6,142.9,128,13.7,16.1,9.4
30～99人,18.5,19.2,17.4,147.7,162.3,125.6,135.2,145.9,119,12.5,16.4,6.6
５～29人,17.7,18.8,16.5,134.6,150.7,115.4,126.8,140.2,110.8,7.8,10.5,4.6
30人以上,18.6,19.1,17.7,150.1,160.1,133.1,136.8,143.9,124.7,13.3,16.2,8.4
５人以上,18.3,19,17.3,145.4,157.5,127,133.8,142.9,119.9,11.6,14.6,7.1
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年８月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
