規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7183606,4302627,2880979,120302,63696,56606,105251,54750,50501,7198657,4311573,2887084,23.6,13.1,39.4
５人以上,"鉱業,採石業,砂利採取業",1825,1431,394,47,39,8,19,17,2,1853,1453,400,2.3,2.2,2.5
５人以上,建設業,338415,290434,47981,2355,2119,236,3559,3447,112,337211,289106,48105,3.8,2.8,10.2
５人以上,製造業,697246,520641,176605,5201,3908,1293,6196,4535,1661,696251,520014,176237,6.8,2.7,18.9
５人以上,電気・ガス・熱供給・水道業,22385,19487,2898,223,215,8,135,123,12,22473,19579,2894,5.1,4.3,10.4
５人以上,情報通信業,741704,557421,184283,5575,2940,2635,6164,3838,2326,741115,556523,184592,4.1,2.2,9.9
５人以上,"運輸業,郵便業",446799,365559,81240,4839,3874,965,4803,3155,1648,446835,366278,80557,15.7,11.9,32.9
５人以上,"卸売業,小売業",1420607,776826,643781,26193,12144,14049,19900,9386,10514,1426900,779584,647316,30.4,15.7,48.2
５人以上,"金融業,保険業",384450,202623,181827,3949,2418,1531,4743,2308,2435,383656,202733,180923,9.3,0.9,18.8
５人以上,"不動産業,物品賃貸業",194403,130691,63712,2520,1263,1257,2485,1197,1288,194438,130757,63681,17.2,13.4,24.9
５人以上,"学術研究,専門・技術サービス業",352648,246890,105758,7768,4949,2819,4631,2870,1761,355785,248969,106816,4.4,1.4,11.3
５人以上,"宿泊業,飲食サービス業",622144,280479,341665,24537,13628,10909,18246,8338,9908,628435,285769,342666,69.3,57.3,79.4
５人以上,"生活関連サービス業,娯楽業",218527,102335,116192,3855,1687,2168,6118,3022,3096,216264,101000,115264,34.7,27.9,40.6
５人以上,"教育,学習支援業",412010,220279,191731,10456,6188,4268,6992,4685,2307,415474,221782,193692,31.1,24.6,38.6
５人以上,"医療,福祉",553452,155455,397997,7735,1652,6083,7482,1761,5721,553705,155346,398359,32.7,25,35.7
５人以上,複合サービス事業,20193,9831,10362,225,116,109,9,9,0,20409,9938,10471,26.6,11.9,40.7
５人以上,サービス業（他に分類されないもの）,756798,422245,334553,14824,6556,8268,13769,6059,7710,757853,422742,335111,25.6,12.8,41.9
30人以上,調査産業計,5017020,3130507,1886513,69111,37760,31351,63740,34444,29296,5022391,3133823,1888568,17.9,9.3,32
30人以上,"鉱業,採石業,砂利採取業",1825,1431,394,47,39,8,19,17,2,1853,1453,400,2.3,2.2,2.5
30人以上,建設業,209809,181812,27997,1833,1597,236,2592,2480,112,209050,180929,28121,2.3,1.5,7.5
30人以上,製造業,539056,410008,129048,3833,2684,1149,4307,3222,1085,538582,409470,129112,5.4,2.4,15.2
30人以上,電気・ガス・熱供給・水道業,19387,17012,2375,92,84,8,135,123,12,19344,16973,2371,5.9,4.9,12.7
30人以上,情報通信業,631817,482535,149282,4453,2577,1876,5305,3234,2071,630965,481878,149087,3.4,1.7,8.9
30人以上,"運輸業,郵便業",365382,299766,65616,4071,3204,867,4343,2943,1400,365110,300027,65083,15.5,12.6,29.1
30人以上,"卸売業,小売業",858256,490475,367781,10185,4721,5464,7714,3518,4196,860727,491678,369049,23.3,10.3,40.7
30人以上,"金融業,保険業",321879,171905,149974,3361,2037,1324,3281,1718,1563,321959,172224,149735,9.5,0.8,19.4
30人以上,"不動産業,物品賃貸業",127976,84400,43576,1465,761,704,1558,805,753,127883,84356,43527,19.2,14.6,28.1
30人以上,"学術研究,専門・技術サービス業",250124,185932,64192,6132,4235,1897,3811,2523,1288,252445,187644,64801,2,0.8,5.7
30人以上,"宿泊業,飲食サービス業",243210,105326,137884,6443,3235,3208,6166,2834,3332,243487,105727,137760,51.3,36.1,62.9
30人以上,"生活関連サービス業,娯楽業",118032,59705,58327,1194,608,586,3207,1285,1922,116019,59028,56991,35,23.1,47.4
30人以上,"教育,学習支援業",325409,186987,138422,8823,5813,3010,5958,4138,1820,328274,188662,139612,27.8,23.6,33.4
30人以上,"医療,福祉",380402,118153,262249,4469,949,3520,3550,757,2793,381321,118345,262976,25.1,22.6,26.2
30人以上,複合サービス事業,7001,4561,2440,71,56,15,9,9,0,7063,4608,2455,28.6,15.1,53.8
30人以上,サービス業（他に分類されないもの）,617455,330499,286956,12639,5160,7479,11785,4838,6947,618309,330821,287488,27.2,13.2,43.3
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
