規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5458745,65534,87264,5437507,1666654,65039,73209,1657992
５人以上,"鉱業,採石業,砂利採取業",1798,22,36,1780,15,0,0,19
５人以上,建設業,331651,1927,3785,329494,8766,100,0,9165
５人以上,製造業,649840,6393,6033,650107,49981,1722,1168,50628
５人以上,電気・ガス・熱供給・水道業,30746,124,98,30772,3303,0,8,3295
５人以上,情報通信業,723768,4791,6116,722307,23620,1002,2185,22573
５人以上,"運輸業,郵便業",369346,5195,6237,368302,74218,1119,2628,72711
５人以上,"卸売業,小売業",1009178,9035,14856,1004352,423262,11949,12848,421368
５人以上,"金融業,保険業",345467,5097,5678,344887,36817,674,737,36753
５人以上,"不動産業,物品賃貸業",159941,1674,2657,158958,36944,650,1419,36175
５人以上,"学術研究,専門・技術サービス業",319115,5729,4807,320035,12480,311,658,12135
５人以上,"宿泊業,飲食サービス業",183277,4842,4594,183574,420428,24574,17690,427263
５人以上,"生活関連サービス業,娯楽業",146846,3140,5909,144009,67448,4200,3891,67825
５人以上,"教育,学習支援業",268528,1786,5306,265005,126602,4531,14467,116669
５人以上,"医療,福祉",363286,4456,11032,356838,181857,4924,7424,179229
５人以上,複合サービス事業,15324,59,216,15163,5776,217,287,5710
５人以上,サービス業（他に分類されないもの）,540634,11264,9904,541924,195137,9066,7799,196474
30人以上,調査産業計,4059203,47796,63513,4043316,904297,30574,41129,893912
30人以上,"鉱業,採石業,砂利採取業",1798,22,36,1780,15,0,0,19
30人以上,建設業,207053,1057,2320,205791,3398,0,0,3397
30人以上,製造業,513760,5436,5023,514138,28814,492,286,29055
30人以上,電気・ガス・熱供給・水道業,28137,83,98,28122,2987,0,8,2979
30人以上,情報通信業,622507,3778,4905,621380,15392,1002,2000,14394
30人以上,"運輸業,郵便業",306466,3620,5272,304812,59629,1119,2272,58478
30人以上,"卸売業,小売業",654861,5833,7336,653346,212109,3657,4534,211244
30人以上,"金融業,保険業",288558,4376,4807,288128,31292,631,694,31228
30人以上,"不動産業,物品賃貸業",103186,1182,2131,102237,25638,650,1419,24869
30人以上,"学術研究,専門・技術サービス業",226529,4405,3663,227269,4467,162,306,4325
30人以上,"宿泊業,飲食サービス業",103804,1271,1862,103262,124025,7039,4165,126850
30人以上,"生活関連サービス業,娯楽業",75749,1888,3308,74261,38561,1964,2727,37866
30人以上,"教育,学習支援業",222800,1411,4650,219558,86652,1954,11051,77558
30人以上,"医療,福祉",278775,3232,8822,273163,95625,3040,3952,94735
30人以上,複合サービス事業,5115,59,134,5037,2014,52,156,1913
30人以上,サービス業（他に分類されないもの）,420105,10143,9146,421032,173679,8812,7559,175002
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年３月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
