規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1247869,1513076,761508,449795,530673,301473,411616,38179,798074,982403,460035
100～499人,813272,989893,513414,348886,413198,239701,319262,29624,464386,576695,273713
100人以上,1014982,1236354,625531,395721,468538,267617,362126,33595,619261,767816,357914
30～99人,620289,747351,435610,297977,355459,214429,275888,22089,322312,391892,221181
５～29人,424147,548086,278954,247991,311808,173230,235733,12258,176156,236278,105724
30人以上,880743,1078009,555840,362477,431922,248100,332796,29681,518266,646087,307740
５人以上,742491,933052,459997,327812,399065,222184,303406,24406,414679,533987,237813
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
