規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7180225,4338233,2841992,169348,82563,86785,141268,77056,64212,7208305,4343740,2864565,22.7,12.3,38.4
５人以上,"鉱業,採石業,砂利採取業",1842,1460,382,15,13,2,9,7,2,1848,1466,382,2.2,2.1,2.6
５人以上,建設業,346926,293724,53202,4824,4250,574,6137,5812,325,345613,292162,53451,2.6,1.2,9.8
５人以上,製造業,712254,532354,179900,7624,4757,2867,9965,7414,2551,709913,529697,180216,6.6,2.6,18.4
５人以上,電気・ガス・熱供給・水道業,22883,19906,2977,217,201,16,198,198,0,22902,19909,2993,6.2,4.8,16
５人以上,情報通信業,752490,575127,177363,6982,4416,2566,9123,5788,3335,750349,573755,176594,3.2,1.8,7.8
５人以上,"運輸業,郵便業",449315,368909,80406,8367,5861,2506,6007,4256,1751,451675,370514,81161,15.9,12.3,32.2
５人以上,"卸売業,小売業",1434022,789728,644294,24855,9297,15558,25622,12377,13245,1433255,786648,646607,28.4,13.6,46.4
５人以上,"金融業,保険業",389048,205791,183257,7408,3513,3895,6810,3287,3523,389646,206017,183629,9.2,0.8,18.7
５人以上,"不動産業,物品賃貸業",196585,127746,68839,2625,1678,947,3013,1609,1404,196197,127815,68382,19.9,14.1,30.7
５人以上,"学術研究,専門・技術サービス業",340345,244212,96133,10187,8208,1979,5345,3597,1748,345187,248823,96364,3.4,1.5,8.5
５人以上,"宿泊業,飲食サービス業",606228,277760,328468,28237,13379,14858,26018,13709,12309,608447,277430,331017,68.5,54.9,79.8
５人以上,"生活関連サービス業,娯楽業",216650,103304,113346,7777,3423,4354,6898,3792,3106,217529,102935,114594,29.5,20.7,37.4
５人以上,"教育,学習支援業",395039,211942,183097,19131,11166,7965,8085,4599,3486,406085,218509,187576,30.3,25.5,35.9
５人以上,"医療,福祉",551282,153773,397509,14535,3997,10538,11167,2993,8174,554650,154777,399873,32.9,25.4,35.8
５人以上,複合サービス事業,20612,10250,10362,131,54,77,179,3,176,20564,10301,10263,26.8,14.5,39.1
５人以上,サービス業（他に分類されないもの）,744704,422247,322457,26433,8350,18083,16692,7615,9077,754445,422982,331463,25.9,13.6,41.5
30人以上,調査産業計,5021478,3158444,1863034,111199,57291,53908,84692,46934,37758,5047985,3168801,1879184,17.7,9.2,31.9
30人以上,"鉱業,採石業,砂利採取業",1842,1460,382,15,13,2,9,7,2,1848,1466,382,2.2,2.1,2.6
30人以上,建設業,218081,189521,28560,2936,2646,290,4384,4059,325,216633,188108,28525,1.7,0.9,7.3
30人以上,製造業,554943,423744,131199,5883,4122,1761,8780,6890,1890,552046,420976,131070,5.2,2.2,15
30人以上,電気・ガス・熱供給・水道業,19967,17582,2385,146,130,16,157,157,0,19956,17555,2401,5.7,4.7,13.1
30人以上,情報通信業,644019,496556,147463,5493,3290,2203,7665,4762,2903,641847,495084,146763,2.2,1,6.1
30人以上,"運輸業,郵便業",369927,305722,64205,6042,4009,2033,4750,3109,1641,371219,306622,64597,15.4,12.6,29
30人以上,"卸売業,小売業",869494,498274,371220,12183,6067,6116,11177,5663,5514,870500,498678,371822,23.3,10.2,40.9
30人以上,"金融業,保険業",325805,172882,152923,5510,2598,2912,5649,2779,2870,325666,172701,152965,9.4,0.7,19.2
30人以上,"不動産業,物品賃貸業",128984,85243,43741,2116,1240,876,1961,1123,838,129139,85360,43779,21.6,16.6,31.2
30人以上,"学術研究,専門・技術サービス業",239214,180386,58828,7978,6952,1026,3449,2655,794,243743,184683,59060,1.7,0.8,4.6
30人以上,"宿泊業,飲食サービス業",233990,99837,134153,7779,3763,4016,6151,2384,3767,235618,101216,134402,52.5,37.1,64.1
30人以上,"生活関連サービス業,娯楽業",115475,58801,56674,2812,1071,1741,3039,1423,1616,115248,58449,56799,30.3,18.2,42.7
30人以上,"教育,学習支援業",310076,178274,131802,16753,10363,6390,5057,3100,1957,321772,185537,136235,26.8,22.7,32.4
30人以上,"医療,福祉",381336,119366,261970,9563,2623,6940,6849,1905,4944,384050,120084,263966,25.6,22.7,26.9
30人以上,複合サービス事業,7152,4549,2603,80,54,26,63,3,60,7169,4600,2569,28.5,14.8,52.8
30人以上,サービス業（他に分類されないもの）,601173,326247,274926,25910,8350,17560,15552,6915,8637,611531,327682,283849,28.7,15.4,44
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
