規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.5,19.1,17.6,147.3,158.6,130.1,135.2,143.6,122.3,12.1,15,7.8
５人以上,"鉱業,採石業,砂利採取業",19.6,19.8,18.8,159.2,162.6,146.5,141.2,142.7,135.4,18,19.9,11.1
５人以上,建設業,20.1,20.3,18.9,170.2,173,154.9,153.1,154.5,145.3,17.1,18.5,9.6
５人以上,製造業,18.6,18.8,18.1,154.6,158,144.6,141.9,144.3,134.8,12.7,13.7,9.8
５人以上,電気・ガス・熱供給・水道業,19.1,19.1,18.6,163.6,165.3,152.3,144.6,145.4,139.2,19,19.9,13.1
５人以上,情報通信業,19.3,19.5,18.5,164.9,168.4,153.4,144.9,147.3,137.2,20,21.1,16.2
５人以上,"運輸業,郵便業",19.3,19.5,18.3,165.4,171.9,135.7,148.4,153.4,125.7,17,18.5,10
５人以上,"卸売業,小売業",18.6,19.2,17.8,142.8,155,127.9,134.6,144.5,122.4,8.2,10.5,5.5
５人以上,"金融業,保険業",19.8,20.3,19.2,162.2,171.3,152,144.6,151.3,137.1,17.6,20,14.9
５人以上,"不動産業,物品賃貸業",19.4,19.7,18.8,148.8,155.5,136.2,139.2,145,128.4,9.6,10.5,7.8
５人以上,"学術研究,専門・技術サービス業",19.8,20.1,18.8,169.8,175.5,155.4,146.6,149.7,138.8,23.2,25.8,16.6
５人以上,"宿泊業,飲食サービス業",16.3,17.5,15.3,115.9,137.8,97.5,109,127.2,93.7,6.9,10.6,3.8
５人以上,"生活関連サービス業,娯楽業",19.3,19.9,18.8,152.1,159.3,145.6,144.9,150.8,139.6,7.2,8.5,6
５人以上,"教育,学習支援業",16.6,16.7,16.4,117.4,118.9,115.6,113.6,115.3,111.6,3.8,3.6,4
５人以上,"医療,福祉",16.9,17.1,16.9,127.3,134.5,124.6,121.4,126.8,119.3,5.9,7.7,5.3
５人以上,複合サービス事業,18.7,19.3,18.2,142.3,151.5,133.1,134.1,141.5,126.7,8.2,10,6.4
５人以上,サービス業（他に分類されないもの）,18.4,19,17.6,145.6,158.5,129,132.4,141.9,120.2,13.2,16.6,8.8
30人以上,調査産業計,18.8,19.2,18.1,152,161.2,136.3,138.1,144.7,126.9,13.9,16.5,9.4
30人以上,"鉱業,採石業,砂利採取業",19.6,19.8,18.8,159.2,162.6,146.5,141.2,142.7,135.4,18,19.9,11.1
30人以上,建設業,20.1,20.3,18.8,175.1,177,162,153.9,154.8,147.8,21.2,22.2,14.2
30人以上,製造業,18.6,18.7,18.2,156.4,159.1,147.9,142.6,144.5,136.4,13.8,14.6,11.5
30人以上,電気・ガス・熱供給・水道業,19,19.1,18.6,163.6,165,153.6,144.1,144.7,139.8,19.5,20.3,13.8
30人以上,情報通信業,19.3,19.6,18.5,167.2,170.8,155.2,145.7,148.1,137.5,21.5,22.7,17.7
30人以上,"運輸業,郵便業",19.2,19.4,18.2,166,172.1,137.3,148.4,153.1,126.4,17.6,19,10.9
30人以上,"卸売業,小売業",19.2,19.6,18.6,147.5,157.5,134,138.9,147,128,8.6,10.5,6
30人以上,"金融業,保険業",19.8,20.3,19.2,162.3,171.1,152.2,143.8,150.3,136.3,18.5,20.8,15.9
30人以上,"不動産業,物品賃貸業",19.3,19.6,18.7,148.8,154.9,136.9,136.8,142.1,126.3,12,12.8,10.6
30人以上,"学術研究,専門・技術サービス業",20.4,20.6,19.6,176.9,181,164.2,150.2,152.4,143.6,26.7,28.6,20.6
30人以上,"宿泊業,飲食サービス業",17.9,18.8,17.3,131,151.3,115.7,121.9,137.9,109.9,9.1,13.4,5.8
30人以上,"生活関連サービス業,娯楽業",18.5,19.2,17.9,144.7,153.9,135.1,135.3,143.4,126.9,9.4,10.5,8.2
30人以上,"教育,学習支援業",17,17.1,16.8,120.6,121.8,119,117,118.4,115,3.6,3.4,4
30人以上,"医療,福祉",17.4,17.1,17.5,134.8,136.3,134.1,128.2,128.6,128,6.6,7.7,6.1
30人以上,複合サービス事業,19.4,19.7,18.8,143.9,155.5,123.5,131.9,141.6,114.8,12,13.9,8.7
30人以上,サービス業（他に分類されないもの）,18.1,18.7,17.5,142.7,156.4,126.6,128.9,138.7,117.5,13.8,17.7,9.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
