規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.9,19.2,18.3,153.9,159.7,143,139,143.2,131.1,14.9,16.5,11.9
100～499人,18.8,19.2,18.2,152.9,161.7,137.3,138.6,144.7,127.8,14.3,17,9.5
100人以上,18.9,19.2,18.2,153.4,160.8,139.9,138.8,144,129.3,14.6,16.8,10.6
30～99人,18.7,19.3,17.8,149.2,162.2,129.9,136.7,146.2,122.7,12.5,16,7.2
５～29人,17.8,18.8,16.6,136.4,151.6,118.2,128.4,140.8,113.5,8,10.8,4.7
30人以上,18.8,19.2,18.1,152,161.2,136.3,138.1,144.7,126.9,13.9,16.5,9.4
５人以上,18.5,19.1,17.6,147.3,158.6,130.1,135.2,143.6,122.3,12.1,15,7.8
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年５月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
