規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1154452,490613,448253,42360,663839,146629,132205,125144,7061,14424
100～499人,834017,403799,369733,34066,430218,126165,119082,112493,6589,7083
100人以上,988241,445582,407524,38058,542659,133840,124004,117238,6766,9836
30～99人,644143,352734,325881,26853,291409,113078,105618,102082,3536,7460
５～29人,483034,344651,327041,17610,138383,95982,92619,89869,2750,3363
30人以上,879895,416347,381817,34530,463548,124581,115804,110479,5325,8777
５人以上,778742,398073,367856,30217,380669,111639,105312,101152,4160,6327
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年６月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
