規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7198657,4302278,2896379,98078,47414,50664,105688,58884,46804,7191047,4290808,2900239,24,13.2,39.9
５人以上,"鉱業,採石業,砂利採取業",1853,1443,410,19,15,4,15,11,4,1857,1447,410,2.3,2.3,2.4
５人以上,建設業,337211,289073,48138,2753,2324,429,2730,2111,619,337234,289286,47948,3.8,2.7,10.1
５人以上,製造業,696251,519936,176315,3869,2911,958,4844,3245,1599,695276,519602,175674,6.9,2.7,19.3
５人以上,電気・ガス・熱供給・水道業,22473,19579,2894,138,122,16,150,130,20,22461,19571,2890,5.1,4.3,10.4
５人以上,情報通信業,741115,559532,181583,4950,3070,1880,6757,4128,2629,739308,558474,180834,3.8,2.1,9
５人以上,"運輸業,郵便業",446835,364637,82198,3613,3026,587,5286,3917,1369,445162,363746,81416,15.7,11.9,33
５人以上,"卸売業,小売業",1426900,783728,643172,18441,6245,12196,18552,10062,8490,1426789,779911,646878,31.5,16.1,50.1
５人以上,"金融業,保険業",383656,198580,185076,2679,1359,1320,3441,1659,1782,382894,198280,184614,9.7,0.9,19.1
５人以上,"不動産業,物品賃貸業",194438,129118,65320,2681,1512,1169,3219,2459,760,193900,128171,65729,16.8,11.8,26.7
５人以上,"学術研究,専門・技術サービス業",355785,249357,106428,6988,5088,1900,5397,3621,1776,357376,250824,106552,4.3,1.5,10.9
５人以上,"宿泊業,飲食サービス業",628435,282997,345438,22219,8099,14120,23721,14067,9654,626933,277029,349904,70.5,58.1,80.4
５人以上,"生活関連サービス業,娯楽業",216264,101745,114519,4915,2545,2370,4439,1578,2861,216740,102712,114028,33.5,27.2,39.3
５人以上,"教育,学習支援業",415474,221771,193703,7651,4863,2788,9474,5520,3954,413651,221114,192537,31.2,24.9,38.4
５人以上,"医療,福祉",553705,155178,398527,5820,1905,3915,6219,1901,4318,553306,155182,398124,33.2,25.8,36.1
５人以上,複合サービス事業,20409,9939,10470,209,3,206,259,7,252,20359,9935,10424,26.8,11.9,41.1
５人以上,サービス業（他に分類されないもの）,757853,415665,342188,11133,4327,6806,11185,4468,6717,757801,415524,342277,26,14.1,40.4
30人以上,調査産業計,5022391,3125963,1896428,54285,29030,25255,66408,38436,27972,5010268,3116557,1893711,18,9.4,32.2
30人以上,"鉱業,採石業,砂利採取業",1853,1443,410,19,15,4,15,11,4,1857,1447,410,2.3,2.3,2.4
30人以上,建設業,209050,180974,28076,1075,646,429,2060,1441,619,208065,180179,27886,2.3,1.5,7.5
30人以上,製造業,538582,410015,128567,2857,2106,751,2613,1802,811,538826,410319,128507,5.3,2.2,15.2
30人以上,電気・ガス・熱供給・水道業,19344,16973,2371,138,122,16,150,130,20,19332,16965,2367,5.9,5,12.7
30人以上,情報通信業,630965,483390,147575,3500,2242,1258,4651,2507,2144,629814,483125,146689,3,1.6,7.7
30人以上,"運輸業,郵便業",365110,299129,65981,3357,2770,587,4515,3584,931,363952,298315,65637,14.8,11.9,27.5
30人以上,"卸売業,小売業",860727,492841,367886,7483,2759,4724,8329,5302,3027,859881,490298,369583,25.1,11.1,43.6
30人以上,"金融業,保険業",321959,168434,153525,2138,1113,1025,2868,1413,1455,321229,168134,153095,9.9,0.9,19.8
30人以上,"不動産業,物品賃貸業",127883,83054,44829,1461,718,743,1164,703,461,128180,83069,45111,18.7,12.1,30.8
30人以上,"学術研究,専門・技術サービス業",252445,187574,64871,5472,4343,1129,3620,2902,718,254297,189015,65282,2.2,0.9,5.9
30人以上,"宿泊業,飲食サービス業",243487,107398,136089,6033,2512,3521,12579,7128,5451,236941,102782,134159,52.5,37.5,64
30人以上,"生活関連サービス業,娯楽業",116019,59745,56274,1614,753,861,1640,720,920,115993,59778,56215,30.4,19.3,42.1
30人以上,"教育,学習支援業",328274,188047,140227,6286,4354,1932,8088,5520,2568,326472,186881,139591,27.6,23.4,33.3
30人以上,"医療,福祉",381321,118715,262606,3086,1069,2017,3770,1370,2400,380637,118414,262223,25.4,23.1,26.5
30人以上,複合サービス事業,7063,4609,2454,4,3,1,50,7,43,7017,4605,2412,28.2,15.1,53.1
30人以上,サービス業（他に分類されないもの）,618309,323622,294687,9762,3505,6257,10296,3896,6400,617775,323231,294544,27.6,14.9,41.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
