事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
30人以上,TL 調査産業計,平成18,2006,年平均,3609721,63395,58047,3615122,697734,25879,25823,697737
30人以上,TL 調査産業計,平成19,2007,年平均,3725379,65884,60645,3730695,634195,24989,24256,634852
30人以上,TL 調査産業計,平成20,2008,年平均,3822336,66085,57397,3831575,617659,25026,23200,618933
30人以上,TL 調査産業計,平成21,2009,年平均,3988851,67629,65175,3991303,755379,28643,29999,754025
30人以上,TL 調査産業計,平成22,2010,年平均,3962755,63265,64253,3961691,744268,24808,25958,743195
30人以上,TL 調査産業計,平成23,2011,年平均,3928539,59178,61119,3926584,767173,25792,25548,767431
30人以上,TL 調査産業計,平成24,2012,年平均,4135805,61252,64554,4132520,880523,31085,29837,881753
30人以上,TL 調査産業計,平成25,2013,年平均,4113454,62412,62041,4113814,891483,32959,31640,892815
30人以上,TL 調査産業計,平成25,2013,1月,4096330,41534,48077,4089768,898124,24956,26954,896145
30人以上,TL 調査産業計,平成25,2013,2月,4087282,35377,39356,4083301,894428,22755,32839,884346
30人以上,TL 調査産業計,平成25,2013,3月,4059203,47796,63513,4043316,904297,30574,41129,893912
30人以上,TL 調査産業計,平成25,2013,4月,4046636,246692,159694,4134274,880776,56476,58940,877672
30人以上,TL 調査産業計,平成25,2013,5月,4148408,63934,55832,4156569,873070,47265,28860,891416
30人以上,TL 調査産業計,平成25,2013,6月,4147950,44535,53624,4138948,904183,33173,24518,912751
30人以上,TL 調査産業計,平成25,2013,7月,4157363,57149,74606,4140219,894337,29955,28678,895301
30人以上,TL 調査産業計,平成25,2013,8月,4150268,37911,59575,4128775,885253,20849,36069,869862
30人以上,TL 調査産業計,平成25,2013,9月,4123082,39714,47913,4114078,871462,34931,26761,880437
30人以上,TL 調査産業計,平成25,2013,10月,4100565,68506,64889,4103990,896814,36981,22188,911799
30人以上,TL 調査産業計,平成25,2013,11月,4126514,37062,37883,4125602,890506,32049,25857,896789
30人以上,TL 調査産業計,平成25,2013,12月,4117844,28739,39525,4106918,904547,25546,26883,903350
30人以上,C 鉱業，採石業，砂利採取業,平成18,2006,年平均,2160,40,38,2163,1,0,0,1
30人以上,C 鉱業，採石業，砂利採取業,平成19,2007,年平均,2097,30,36,2091,40,1,1,40
30人以上,C 鉱業，採石業，砂利採取業,平成20,2008,年平均,2064,32,24,2071,37,0,0,38
30人以上,C 鉱業，採石業，砂利採取業,平成21,2009,年平均,2017,37,33,2022,11,0,1,11
30人以上,C 鉱業，採石業，砂利採取業,平成22,2010,年平均,2094,42,33,2101,5,1,1,6
30人以上,C 鉱業，採石業，砂利採取業,平成23,2011,年平均,2209,37,29,2216,9,0,0,9
30人以上,C 鉱業，採石業，砂利採取業,平成24,2012,年平均,1815,36,33,1819,19,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,年平均,1690,27,24,1693,37,0,0,37
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,1月,1801,40,32,1809,16,0,0,16
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,2月,1806,11,23,1794,19,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,3月,1798,22,36,1780,15,0,0,19
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,4月,1750,76,33,1793,49,3,3,49
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,5月,1801,15,9,1807,41,0,0,41
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,6月,1803,17,28,1792,45,0,0,45
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,7月,1795,17,20,1792,42,0,0,42
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,8月,1789,15,19,1785,45,1,0,46
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,9月,1785,28,29,1784,46,0,0,46
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,10月,558,15,20,553,41,0,0,41
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,11月,1783,47,19,1811,42,0,0,42
30人以上,C 鉱業，採石業，砂利採取業,平成25,2013,12月,1810,19,15,1814,43,0,0,43
30人以上,D 建設業,平成18,2006,年平均,205521,2800,2737,205585,1084,107,79,1111
30人以上,D 建設業,平成19,2007,年平均,203530,2817,2759,203581,5681,223,265,5647
30人以上,D 建設業,平成20,2008,年平均,207942,2902,2477,208354,5753,235,196,5807
30人以上,D 建設業,平成21,2009,年平均,190976,2365,2101,191241,5304,135,113,5326
30人以上,D 建設業,平成22,2010,年平均,194300,2327,2497,194129,3390,54,104,3341
30人以上,D 建設業,平成23,2011,年平均,190879,2033,2270,190641,3160,58,37,3182
30人以上,D 建設業,平成24,2012,年平均,206826,2647,2621,206883,3297,105,56,3316
30人以上,D 建設業,平成25,2013,年平均,208487,2299,2566,208220,3762,131,25,3868
30人以上,D 建設業,平成25,2013,1月,206485,1822,1081,207225,3518,49,36,3532
30人以上,D 建設業,平成25,2013,2月,207254,878,1395,206737,3503,247,36,3714
30人以上,D 建設業,平成25,2013,3月,207053,1057,2320,205791,3398,0,0,3397
30人以上,D 建設業,平成25,2013,4月,205790,12272,3751,214312,3398,470,98,3769
30人以上,D 建設業,平成25,2013,5月,214311,2886,4348,212850,3770,50,36,3783
30人以上,D 建設業,平成25,2013,6月,213884,1050,2791,212144,2749,36,25,2759
30人以上,D 建設業,平成25,2013,7月,211084,1981,2307,210758,3819,6,0,3825
30人以上,D 建設業,平成25,2013,8月,210764,597,2635,208727,3819,7,0,3825
30人以上,D 建設業,平成25,2013,9月,208588,944,2758,206774,3964,250,0,4214
30人以上,D 建設業,平成25,2013,10月,206924,1571,2768,205728,4064,72,54,4081
30人以上,D 建設業,平成25,2013,11月,205418,1451,2592,204277,4391,382,0,4773
30人以上,D 建設業,平成25,2013,12月,204294,1075,2050,203320,4756,0,10,4745
30人以上,E 製造業,平成18,2006,年平均,480203,6394,6347,480254,43819,1292,1423,43685
30人以上,E 製造業,平成19,2007,年平均,481158,5902,5555,481519,31804,1111,1082,31818
30人以上,E 製造業,平成20,2008,年平均,488011,5765,5457,488333,31494,808,1013,31275
