規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,488189,575869,324617,455782,537284,303736,417458,38324,32407,38585,20881
100～499人,381323,450929,258564,353544,416644,242259,323993,29551,27779,34285,16305
100人以上,431080,509723,288724,401146,473414,270330,367510,33636,29934,36309,18394
30～99人,332242,404756,226566,295638,354723,209533,274240,21398,36604,50033,17033
５～29人,263438,331104,182692,253720,319120,175678,241180,12540,9718,11984,7014
30人以上,397570,476052,265743,365375,435341,247852,335888,29487,32195,40711,17891
５人以上,356822,436235,236864,331455,403415,222755,307116,24339,25367,32820,14109
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年３月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
