規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,19,19.7,17.9,152,164.5,133.1,139.2,148.7,124.9,12.8,15.8,8.2
５人以上,"鉱業,採石業,砂利採取業",20.2,20.3,19.7,159.7,160.4,156.6,149.7,150.9,143.8,10,9.5,12.8
５人以上,建設業,21.1,21.3,19.7,179.1,182.1,162.4,159.6,161.3,150.2,19.5,20.8,12.2
５人以上,製造業,19.8,20.1,19,164.7,169,152,150.7,154,141.1,14,15,10.9
５人以上,電気・ガス・熱供給・水道業,16,16.1,15.4,138.7,140.2,129.2,121.4,122.3,115.7,17.3,17.9,13.5
５人以上,情報通信業,19.8,20,18.8,171,174.8,158.8,150.4,153.1,141.5,20.6,21.7,17.3
５人以上,"運輸業,郵便業",19.8,20,18.6,171.1,178.5,138.3,151.4,156.9,126.9,19.7,21.6,11.4
５人以上,"卸売業,小売業",19.3,20,18.4,147.9,161.3,131.4,139.4,150.3,125.9,8.5,11,5.5
５人以上,"金融業,保険業",19.7,20.3,19.1,161.6,170.3,151.6,143.4,150,135.8,18.2,20.3,15.8
５人以上,"不動産業,物品賃貸業",19.8,20.3,19,153.3,161,138.8,142.8,149.5,130.2,10.5,11.5,8.6
５人以上,"学術研究,専門・技術サービス業",20.7,21,19.8,177.7,182.9,164.8,155.3,158.4,147.7,22.4,24.5,17.1
５人以上,"宿泊業,飲食サービス業",16,17.4,14.9,114.3,138.3,94.5,107.4,128.2,90.2,6.9,10.1,4.3
５人以上,"生活関連サービス業,娯楽業",19.3,19.9,18.8,151.7,158.4,145.9,143.8,149.1,139.2,7.9,9.3,6.7
５人以上,"教育,学習支援業",16.9,17.2,16.6,122.3,123.7,120.7,118.2,119.8,116.3,4.1,3.9,4.4
５人以上,"医療,福祉",17.7,17.8,17.6,131.9,139.1,129.2,126,131.3,124,5.9,7.8,5.2
５人以上,複合サービス事業,18.6,19.4,17.9,143.4,154.6,132.4,134.4,143.5,125.4,9,11.1,7
５人以上,サービス業（他に分類されないもの）,19,19.7,18,150,163.9,132.1,136.1,146.4,122.8,13.9,17.5,9.3
30人以上,調査産業計,19.3,19.8,18.4,156.6,166.6,139.6,141.9,149.1,129.7,14.7,17.5,9.9
30人以上,"鉱業,採石業,砂利採取業",20.2,20.3,19.7,159.7,160.4,156.6,149.7,150.9,143.8,10,9.5,12.8
30人以上,建設業,21.1,21.2,19.9,183.8,185.4,173.1,159.9,160.7,154.6,23.9,24.7,18.5
30人以上,製造業,19.5,19.7,18.8,164.1,167.5,153.1,149.2,151.8,140.8,14.9,15.7,12.3
30人以上,電気・ガス・熱供給・水道業,15.4,15.6,14.7,134.4,135.9,124.3,117,118,110.2,17.4,17.9,14.1
30人以上,情報通信業,19.7,20,18.7,172.2,176.2,159,150.4,153.3,140.7,21.8,22.9,18.3
30人以上,"運輸業,郵便業",19.6,19.8,18.6,171.7,178.2,141.9,151.4,156.2,129.4,20.3,22,12.5
30人以上,"卸売業,小売業",19.7,20.2,19,151.9,163.4,136.7,142.8,152,130.6,9.1,11.4,6.1
30人以上,"金融業,保険業",19.6,20.1,19,160.8,169.3,151.1,141.7,148.1,134.4,19.1,21.2,16.7
30人以上,"不動産業,物品賃貸業",19.6,19.9,19.1,153,158.8,141.2,139.6,144.6,129.4,13.4,14.2,11.8
30人以上,"学術研究,専門・技術サービス業",21,21.2,20.2,183.4,187.3,171.7,157.8,159.9,151.4,25.6,27.4,20.3
30人以上,"宿泊業,飲食サービス業",17.7,18.7,16.9,131.4,152.1,115.9,120.9,137.5,108.6,10.5,14.6,7.3
30人以上,"生活関連サービス業,娯楽業",18.6,19.4,17.9,144.9,153.8,136.1,135.5,143.1,127.9,9.4,10.7,8.2
30人以上,"教育,学習支援業",17.3,17.6,17,126.7,127,126.1,122.6,123.2,121.7,4.1,3.8,4.4
30人以上,"医療,福祉",18,17.8,18.1,138.9,141.6,137.7,132.2,133.1,131.8,6.7,8.5,5.9
30人以上,複合サービス事業,19.9,20.6,18.7,151.5,166.5,125.7,136.9,149.3,115.7,14.6,17.2,10
30人以上,サービス業（他に分類されないもの）,18.8,19.4,18,147.7,162.8,129.9,133.1,143.9,120.4,14.6,18.9,9.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年４月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
