規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.9,19.5,17.8,149.6,161.8,131.2,137.7,146.9,123.8,11.9,14.9,7.4
５人以上,"鉱業,採石業,砂利採取業",19.5,19.6,19,154.6,156.5,146.6,139.5,140.3,135.9,15.1,16.2,10.7
５人以上,建設業,20.9,21.1,19.8,179.6,182.4,164.7,160.2,161.6,152.6,19.4,20.8,12.1
５人以上,製造業,19.7,19.8,19.2,162.7,165.9,152.9,149.7,151.8,143.4,13,14.1,9.5
５人以上,電気・ガス・熱供給・水道業,19.2,19.3,18.5,163.1,164.8,150.8,145,145.9,138.5,18.1,18.9,12.3
５人以上,情報通信業,19.4,19.7,18.5,166.1,169.7,154.3,147.3,150,138.6,18.8,19.7,15.7
５人以上,"運輸業,郵便業",19.8,20,18.8,168.3,175.2,137.8,150.8,155.9,128.2,17.5,19.3,9.6
５人以上,"卸売業,小売業",19.2,20,18.3,146.8,160.7,129.9,138.9,150.4,124.9,7.9,10.3,5
５人以上,"金融業,保険業",19.1,19.6,18.5,157,166.3,146.6,140,146.6,132.6,17,19.7,14
５人以上,"不動産業,物品賃貸業",19.8,20.1,19.1,151.9,158.9,138.8,142.5,148.4,131.6,9.4,10.5,7.2
５人以上,"学術研究,専門・技術サービス業",20.3,20.6,19.5,172.6,177.7,160.1,151.1,153.7,144.9,21.5,24,15.2
５人以上,"宿泊業,飲食サービス業",16.1,17.3,15.1,114,136.1,95.2,107.4,126.2,91.5,6.6,9.9,3.7
５人以上,"生活関連サービス業,娯楽業",19.3,20,18.6,151.6,159,144.9,143.1,150.2,136.7,8.5,8.8,8.2
５人以上,"教育,学習支援業",16.5,16.5,16.5,115.5,115.7,115.2,112.2,112.6,111.7,3.3,3.1,3.5
５人以上,"医療,福祉",17.4,17.4,17.4,130,136.9,127.4,124.2,129,122.4,5.8,7.9,5
５人以上,複合サービス事業,17.9,18.4,17.4,135.7,143.4,127.9,127.6,133.7,121.4,8.1,9.7,6.5
５人以上,サービス業（他に分類されないもの）,18.8,19.6,17.7,148.5,163.2,128.9,135.3,146.1,121,13.2,17.1,7.9
30人以上,調査産業計,18.9,19.4,18.1,152.5,162.4,135.8,139,146.1,127.2,13.5,16.3,8.6
30人以上,"鉱業,採石業,砂利採取業",19.5,19.6,19,154.6,156.5,146.6,139.5,140.3,135.9,15.1,16.2,10.7
30人以上,建設業,20.4,20.6,19.6,181.1,182.9,170.6,157.4,158,153.8,23.7,24.9,16.8
30人以上,製造業,19.4,19.5,18.9,161.7,164.6,152.3,147.6,149.5,141.3,14.1,15.1,11
30人以上,電気・ガス・熱供給・水道業,19,19,18.4,161.7,163.1,151.2,143.2,143.9,137.9,18.5,19.2,13.3
30人以上,情報通信業,19.3,19.6,18.3,166.9,170.7,154.1,146.9,149.7,137.5,20,21,16.6
30人以上,"運輸業,郵便業",19.6,19.8,18.7,168.7,174.9,140.3,150.7,155.3,129.9,18,19.6,10.4
30人以上,"卸売業,小売業",19.6,20,19,149.4,160.7,134.7,141.2,150.3,129.4,8.2,10.4,5.3
30人以上,"金融業,保険業",19,19.6,18.4,156.3,165.7,145.9,138.6,145.3,131.1,17.7,20.4,14.8
30人以上,"不動産業,物品賃貸業",19.4,19.7,18.8,149.3,155.5,137.4,138,142.9,128.6,11.3,12.6,8.8
30人以上,"学術研究,専門・技術サービス業",20.1,20.4,19.4,173.1,177.2,161,149.5,151.6,143.3,23.6,25.6,17.7
30人以上,"宿泊業,飲食サービス業",17.6,18.4,17.1,128.5,147.5,114,119.6,134.4,108.3,8.9,13.1,5.7
30人以上,"生活関連サービス業,娯楽業",18.6,19.3,17.8,143.6,153.1,133.6,134.1,142.7,125,9.5,10.4,8.6
30人以上,"教育,学習支援業",16.5,16.5,16.4,115.8,115.9,115.6,112.7,113,112.3,3.1,2.9,3.3
30人以上,"医療,福祉",17.6,17.3,17.7,136,138.4,134.8,129.5,130.1,129.2,6.5,8.3,5.6
30人以上,複合サービス事業,18.1,18.6,17.1,131.7,142.8,111.4,120.8,129.9,104.2,10.9,12.9,7.2
30人以上,サービス業（他に分類されないもの）,18.4,19.1,17.5,144.9,160.5,126,131.4,142.4,117.9,13.5,18.1,8.1
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
