規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7212453,4344463,2867990,136350,73731,62619,120842,67642,53200,7227961,4350552,2877409,23.1,12.7,38.9
５人以上,"鉱業,採石業,砂利採取業",1848,1495,353,17,17,0,28,28,0,1837,1484,353,2.4,2.3,3.1
５人以上,建設業,345613,290023,55590,2232,1941,291,4072,3266,806,343773,288698,55075,2.4,1.3,8.6
５人以上,製造業,709914,529472,180442,5718,3855,1863,9874,7605,2269,705758,525722,180036,6.9,2.7,19.1
５人以上,電気・ガス・熱供給・水道業,22902,19930,2972,110,110,0,278,274,4,22734,19766,2968,6.2,4.8,15.6
５人以上,情報通信業,750349,573158,177191,6524,5099,1425,6063,4010,2053,750810,574247,176563,3.8,2.2,8.7
５人以上,"運輸業,郵便業",451675,368079,83596,6159,4815,1344,6891,5265,1626,450943,367629,83314,16.8,12.8,34.2
５人以上,"卸売業,小売業",1433255,786356,646899,23365,12195,11170,22583,11259,11324,1434037,787292,646745,29.4,14.6,47.5
５人以上,"金融業,保険業",389646,205663,183983,3705,1710,1995,3578,1947,1631,389773,205426,184347,9.2,0.8,18.7
５人以上,"不動産業,物品賃貸業",196197,127821,68376,1854,910,944,2738,1435,1303,195313,127296,68017,19.2,13.2,30.4
５人以上,"学術研究,専門・技術サービス業",345187,246428,98759,9354,6831,2523,7977,5862,2115,346564,247397,99167,3.5,1.4,8.7
５人以上,"宿泊業,飲食サービス業",612594,281022,331572,29403,14289,15114,20000,9882,10118,621997,285429,336568,68.9,56,79.9
５人以上,"生活関連サービス業,娯楽業",217529,102907,114622,5986,2221,3765,4322,2090,2232,219193,103038,116155,30.5,21.5,38.4
５人以上,"教育,学習支援業",406085,216095,189990,14931,9055,5876,7586,4849,2737,413430,220301,193129,31.6,26.8,37
５人以上,"医療,福祉",554650,155689,398961,9800,2535,7265,8908,2138,6770,555542,156086,399456,32.8,25.3,35.7
５人以上,複合サービス事業,20564,10301,10263,140,62,78,241,67,174,20463,10296,10167,26.3,14.7,38.2
５人以上,サービス業（他に分類されないもの）,754445,430024,324421,17052,8086,8966,15703,7665,8038,755794,430445,325349,25,12.9,41.1
30人以上,調査産業計,5052133,3166213,1885920,77708,43644,34064,78142,47455,30687,5051699,3162402,1889297,18.1,9.5,32.5
30人以上,"鉱業,採石業,砂利採取業",1848,1495,353,17,17,0,28,28,0,1837,1484,353,2.4,2.3,3.1
30人以上,建設業,216633,185117,31516,1086,953,133,2816,2597,219,214903,183473,31430,1.3,0.7,4.7
30人以上,製造業,552047,420682,131365,3948,2945,1003,7377,5831,1546,548618,417796,130822,5.5,2.2,15.8
30人以上,電気・ガス・熱供給・水道業,19956,17555,2401,68,68,0,278,274,4,19746,17349,2397,5.8,4.7,13.1
30人以上,情報通信業,641847,495278,146569,4266,3094,1172,5790,3737,2053,640323,494635,145688,2.8,1.5,7.2
30人以上,"運輸業,郵便業",371219,304639,66580,4038,3092,946,5886,4557,1329,369371,303174,66197,16.2,12.9,31.1
30人以上,"卸売業,小売業",870500,492778,377722,8659,4763,3896,10011,5125,4886,869148,492416,376732,24.4,10.7,42.3
30人以上,"金融業,保険業",325666,172708,152958,2667,1274,1393,3074,1743,1331,325259,172239,153020,9.4,0.8,19.1
30人以上,"不動産業,物品賃貸業",129139,84732,44407,1403,710,693,1919,943,976,128623,84499,44124,20.8,15.5,30.9
30人以上,"学術研究,専門・技術サービス業",243743,182863,60880,8267,6178,2089,6377,5028,1349,245633,184013,61620,2,0.8,5.4
30人以上,"宿泊業,飲食サービス業",239765,103929,135836,5811,2550,3261,7566,3821,3745,238010,102658,135352,52.8,38.1,64
30人以上,"生活関連サービス業,娯楽業",115248,59600,55648,3825,1247,2578,1279,674,605,117794,60173,57621,32.2,19.1,46
30人以上,"教育,学習支援業",321772,183360,138412,11967,7598,4369,6243,4296,1947,327496,186662,140834,28.3,24.1,33.8
30人以上,"医療,福祉",384050,121140,262910,5921,1927,3994,5276,1575,3701,384695,121492,263203,25.4,22.6,26.7
30人以上,複合サービス事業,7169,4600,2569,64,62,2,80,27,53,7153,4635,2518,28.3,15,52.9
30人以上,サービス業（他に分類されないもの）,611531,335737,275794,15701,7166,8535,14142,7199,6943,613090,335704,277386,27.8,14.5,43.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年６月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
