規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.3,19,17.3,145.4,157.5,127,133.8,142.9,119.9,11.6,14.6,7.1
５人以上,"鉱業,採石業,砂利採取業",19.2,19.2,19.2,155.3,157.1,147.9,140.5,140.9,138.6,14.8,16.2,9.3
５人以上,建設業,20.4,20.6,19.1,172.5,174.9,157,154.5,155.8,146.2,18,19.1,10.8
５人以上,製造業,19,19.2,18.6,158.2,161.7,147.9,145.4,147.8,138.2,12.8,13.9,9.7
５人以上,電気・ガス・熱供給・水道業,19.3,19.4,18.7,162.3,164.5,147.6,146,147.1,138.6,16.3,17.4,9
５人以上,情報通信業,19.4,19.7,18.6,165.1,168.6,154.2,146.6,149.2,138.5,18.5,19.4,15.7
５人以上,"運輸業,郵便業",19.9,20.1,18.7,172.8,180.2,138.5,152.9,158.1,128.8,19.9,22.1,9.7
５人以上,"卸売業,小売業",18.5,19.1,17.8,140.8,152.8,126.1,133.4,143.4,121.1,7.4,9.4,5
５人以上,"金融業,保険業",19.4,19.9,18.9,159,168.1,149,142.7,148.7,136,16.3,19.4,13
５人以上,"不動産業,物品賃貸業",19.2,19.3,19,148.9,153.7,139.2,138.5,141.6,132.1,10.4,12.1,7.1
５人以上,"学術研究,専門・技術サービス業",19.8,20.1,19,166.6,172.6,152.7,147.1,150.3,139.6,19.5,22.3,13.1
５人以上,"宿泊業,飲食サービス業",15.8,17,14.9,112.2,133.3,94.7,105.3,122.7,90.9,6.9,10.6,3.8
５人以上,"生活関連サービス業,娯楽業",19.1,19.7,18.6,145.6,151.8,140,138.7,144.7,133.3,6.9,7.1,6.7
５人以上,"教育,学習支援業",13,13.6,12.3,90.1,95.2,83.8,87.4,92.6,81.1,2.7,2.6,2.7
５人以上,"医療,福祉",17.1,17.4,17,128.4,135.5,125.5,122.6,127.9,120.5,5.8,7.6,5
５人以上,複合サービス事業,18,18.3,17.8,140.3,146.9,133.9,132.6,138.9,126.6,7.7,8,7.3
５人以上,サービス業（他に分類されないもの）,18.6,19.2,17.7,145.5,159.8,126.4,132.8,143,119.3,12.7,16.8,7.1
30人以上,調査産業計,18.6,19.1,17.7,150.1,160.1,133.1,136.8,143.9,124.7,13.3,16.2,8.4
30人以上,"鉱業,採石業,砂利採取業",19.2,19.2,19.2,155.3,157.1,147.9,140.5,140.9,138.6,14.8,16.2,9.3
30人以上,建設業,20.2,20.5,18.7,175,177.4,158.9,153.3,154.4,145.6,21.7,23,13.3
30人以上,製造業,19,19.2,18.6,160,162.8,150.8,146,147.9,139.8,14,14.9,11
30人以上,電気・ガス・熱供給・水道業,19.3,19.3,19,163.1,164.4,152.9,145.8,146.3,141.8,17.3,18.1,11.1
30人以上,情報通信業,19.4,19.7,18.5,166.7,170,155.3,146.7,149.1,138.5,20,20.9,16.8
30人以上,"運輸業,郵便業",19.8,20,18.9,172.9,179.5,142.3,152.6,157.2,131.3,20.3,22.3,11
30人以上,"卸売業,小売業",19.1,19.5,18.7,146.3,156.2,132.6,138.1,146.2,126.9,8.2,10,5.7
30人以上,"金融業,保険業",19.4,19.9,18.8,159.3,168.2,148.8,141.9,147.9,134.8,17.4,20.3,14
30人以上,"不動産業,物品賃貸業",19.2,19.4,18.9,146.6,152,136.2,136.7,140.9,128.6,9.9,11.1,7.6
30人以上,"学術研究,専門・技術サービス業",20,20.2,19.5,172.4,176.3,160.9,149.7,151.4,144.8,22.7,24.9,16.1
30人以上,"宿泊業,飲食サービス業",17.7,18.8,16.8,130.6,152.4,114.2,121.4,138.9,108.2,9.2,13.5,6
30人以上,"生活関連サービス業,娯楽業",18.6,19.4,17.7,142.1,153.2,130.4,134.9,145,124.2,7.2,8.2,6.2
30人以上,"教育,学習支援業",12.6,13.2,11.8,88.6,92.8,82.7,86.1,90.4,80,2.5,2.4,2.7
30人以上,"医療,福祉",17.5,17.4,17.6,135.8,137.1,135.2,129.5,129.4,129.5,6.3,7.7,5.7
30人以上,複合サービス事業,17.8,17.6,18,129.7,136.8,116.3,122.1,127.7,111.6,7.6,9.1,4.7
30人以上,サービス業（他に分類されないもの）,18.4,19,17.6,144,158.7,126,130.7,140.8,118.4,13.3,17.9,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年８月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
