規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,18.7,19.1,18,152.4,158.8,140.7,138.1,142.5,130.1,14.3,16.3,10.6
100～499人,18.9,19.3,18.1,152.2,161.5,135.8,138.6,145.2,127,13.6,16.3,8.8
100人以上,18.8,19.2,18.1,152.3,160.2,138,138.4,143.9,128.4,13.9,16.3,9.6
30～99人,19.2,19.9,18.2,153,167,132.1,140.4,150.6,125.1,12.6,16.4,7
５～29人,18.7,19.9,17.2,143.1,160.2,122.3,134.7,149.1,117.3,8.4,11.1,5
30人以上,18.9,19.4,18.1,152.5,162.4,135.8,139,146.1,127.2,13.5,16.3,8.6
５人以上,18.9,19.5,17.8,149.6,161.8,131.2,137.7,146.9,123.8,11.9,14.9,7.4
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年６月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
