規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,520639,496036,456482,39554,24603,135115,131641,124274,7367,3474
100～499人,442886,401867,370828,31039,41019,118619,117150,110793,6357,1469
100人以上,480220,447083,411955,35128,33137,124706,122497,115767,6730,2209
30～99人,369915,356238,332069,24169,13677,106426,105444,102129,3315,982
５～29人,345372,340287,323491,16796,5085,91320,91023,88249,2774,297
30人以上,445338,418355,386693,31662,26983,116482,114825,109632,5193,1657
５人以上,420396,398876,370923,27953,21520,104538,103527,99482,4045,1011
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年９月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
