規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,492493,478850,440895,37955,13643,122781,121922,114503,7419,859
100～499人,425692,405108,373515,31593,20584,118768,117175,110571,6604,1593
100人以上,458202,440996,406307,34689,17206,120166,118829,111941,6888,1337
30～99人,361886,351367,324617,26750,10519,101454,100774,97280,3494,680
５～29人,359879,340963,324249,16714,18916,87800,87028,84247,2781,772
30人以上,428197,413074,380858,32216,15123,111599,110563,105229,5334,1036
５人以上,410797,394708,366440,28268,16089,100612,99698,95543,4155,914
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
