規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7207881,4352282,2855599,101095,53094,48001,150210,80815,69395,7158766,4324561,2834205,23.2,12.9,39
５人以上,"鉱業,採石業,砂利採取業",1834,1472,362,16,14,2,19,18,1,1831,1468,363,2.5,2.3,3.3
５人以上,建設業,343225,295567,47658,2069,1441,628,4218,3487,731,341076,293521,47555,3.7,2.6,10.2
５人以上,製造業,703308,526393,176915,4663,3298,1365,7917,5420,2497,700054,524271,175783,6.6,2.6,18.7
５人以上,電気・ガス・熱供給・水道業,22803,19757,3046,142,138,4,175,167,8,22770,19728,3042,5.1,4.3,10.3
５人以上,情報通信業,745406,565878,179528,6733,4477,2256,10276,7123,3153,741863,563232,178631,2.7,1.7,6.1
５人以上,"運輸業,郵便業",450506,370836,79670,3874,2496,1378,5725,4167,1558,448655,369165,79490,16.3,12.2,35.3
５人以上,"卸売業,小売業",1431459,788467,642992,20904,10251,10653,23680,11853,11827,1428683,786865,641818,30.3,15.6,48.4
５人以上,"金融業,保険業",386631,204228,182403,3975,2230,1745,4477,2279,2198,386129,204179,181950,9.1,0.8,18.3
５人以上,"不動産業,物品賃貸業",195493,131563,63930,2625,1434,1191,3256,2286,970,194862,130711,64151,17.9,13.2,27.6
５人以上,"学術研究,専門・技術サービス業",346720,243673,103047,7861,5375,2486,6541,4781,1760,348040,244267,103773,4.3,1.5,11.1
５人以上,"宿泊業,飲食サービス業",618524,281069,337455,18278,9294,8984,27035,13977,13058,609767,276386,333381,69.2,57.4,79
５人以上,"生活関連サービス業,娯楽業",218929,102674,116255,4710,1922,2788,5516,1594,3922,218123,103002,115121,34.9,27.4,41.6
５人以上,"教育,学習支援業",414639,225533,189106,3893,2112,1781,24192,12889,11303,394340,214756,179584,28.7,23.5,34.9
５人以上,"医療,福祉",554157,156094,398063,9616,2942,6674,10460,2860,7600,553313,156176,397137,32.4,24.1,35.7
５人以上,複合サービス事業,20236,9829,10407,157,130,27,250,77,173,20143,9882,10261,26.2,11.3,40.5
５人以上,サービス業（他に分類されないもの）,754011,429249,324762,11579,5540,6039,16473,7837,8636,749117,426952,322165,26.2,14,42.3
30人以上,調査産業計,5035521,3172521,1863000,58760,33041,25719,95644,55165,40479,4998637,3150397,1848240,17.4,9,31.7
30人以上,"鉱業,採石業,砂利採取業",1834,1472,362,16,14,2,19,18,1,1831,1468,363,2.5,2.3,3.3
30人以上,建設業,214583,186142,28441,604,570,34,2635,2340,295,212552,184372,28180,1.8,0.9,7.5
30人以上,製造業,546153,416778,129375,2785,2115,670,6913,4887,2026,542025,414006,128019,5.1,2.1,14.9
30人以上,電気・ガス・熱供給・水道業,19543,17151,2392,142,138,4,175,167,8,19510,17122,2388,6,5,13.1
30人以上,情報通信業,634681,488701,145980,5511,3576,1935,9669,6790,2879,630523,485487,145036,1.9,0.9,5.3
30人以上,"運輸業,郵便業",369604,305379,64225,3361,1983,1378,5253,3998,1255,367712,303364,64348,15.7,12.2,32.1
30人以上,"卸売業,小売業",866619,500623,365996,9380,5489,3891,11487,6371,5116,864512,499741,364771,23.3,10.2,41.4
30人以上,"金融業,保険業",322795,173400,149395,3208,1830,1378,3218,1944,1274,322785,173286,149499,9.3,0.7,19.2
30人以上,"不動産業,物品賃貸業",128926,84813,44113,1419,843,576,2033,1349,684,128312,84307,44005,21.4,16,31.7
30人以上,"学術研究,専門・技術サービス業",245159,183722,61437,6745,4751,1994,4827,3918,909,247077,184555,62522,2.3,1.1,5.8
30人以上,"宿泊業,飲食サービス業",238056,102520,135536,5814,2827,2987,6066,2559,3507,237804,102788,135016,52.6,38.4,63.4
30人以上,"生活関連サービス業,娯楽業",118161,60765,57396,1190,433,757,1591,586,1005,117760,60612,57148,33.5,20,47.8
30人以上,"教育,学習支援業",327495,190560,136935,3258,1911,1347,22237,12790,9447,308516,179681,128835,24.2,20.7,29
30人以上,"医療,福祉",383243,121370,261873,5048,2041,3007,6313,1877,4436,381978,121534,260444,23.8,20.8,25.2
30人以上,複合サービス事業,7129,4636,2493,31,4,27,56,28,28,7104,4612,2492,28.5,15,53.4
30人以上,サービス業（他に分類されないもの）,611540,334489,277051,10248,4516,5732,13152,5543,7609,608636,333462,275174,28,14.8,44
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年８月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
