規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,463990,546641,309105,450912,530249,302237,413516,37396,13078,16392,6868
100～499人,356916,421540,243177,351193,415798,237487,323423,27770,5723,5742,5690
100人以上,406822,480543,273242,397671,469778,267015,365415,32256,9151,10765,6227
30～99人,297440,356136,211831,293600,351111,209718,272933,20667,3840,5025,2113
５～29人,256803,321405,179148,253958,317844,177164,242066,11892,2845,3561,1984
30人以上,369802,440708,250572,362448,431781,245864,334114,28334,7354,8927,4708
５人以上,335554,407946,225844,329567,400492,222079,306216,23351,5987,7454,3765
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
