規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.4,162.9,147.8,15.1,14.1,85,81.7,3.3
５人以上,"鉱業,採石業,砂利採取業",18.1,150.2,131.6,18.6,16.3,113.6,108.9,4.7
５人以上,建設業,21,178.2,158.4,19.8,15.1,127.2,126,1.2
５人以上,製造業,19.2,162.3,148.2,14.1,17.4,124.4,116.4,8
５人以上,電気・ガス・熱供給・水道業,17.8,151.9,134.2,17.7,16.4,123.7,123.2,0.5
５人以上,情報通信業,18.9,161.6,142.8,18.8,11.6,82.1,77.7,4.4
５人以上,"運輸業,郵便業",19.5,177.6,152.4,25.2,17.4,114.6,99.5,15.1
５人以上,"卸売業,小売業",20.2,165.7,154.7,11,15.5,93.9,91.6,2.3
５人以上,"金融業,保険業",18.8,156.5,139.2,17.3,15.9,104,99.6,4.4
５人以上,"不動産業,物品賃貸業",19.2,158.6,146.5,12.1,16,89.7,85.9,3.8
５人以上,"学術研究,専門・技術サービス業",19.3,164,144,20,13.3,89.7,86.5,3.2
５人以上,"宿泊業,飲食サービス業",21,185.7,168,17.7,13.7,81.5,78.5,3
５人以上,"生活関連サービス業,娯楽業",19.9,165.2,155.3,9.9,14.9,92.8,89.8,3
５人以上,"教育,学習支援業",17.7,131.2,127.2,4,7.9,39.3,38.7,0.6
５人以上,"医療,福祉",18.9,151.1,143.7,7.4,11.7,68.9,66.7,2.2
５人以上,複合サービス事業,19.1,161.1,145.5,15.6,16.9,104.5,100.2,4.3
５人以上,サービス業（他に分類されないもの）,19.3,161.7,145.2,16.5,15,87,83.5,3.5
30人以上,調査産業計,19.1,160.6,144.4,16.2,14.5,88,84,4
30人以上,"鉱業,採石業,砂利採取業",18.1,150.2,131.6,18.6,16.3,113.6,108.9,4.7
30人以上,建設業,20.7,177.9,154.5,23.4,13.4,129,126.4,2.6
30人以上,製造業,18.8,159.9,145.2,14.7,17.5,130,117.9,12.1
30人以上,電気・ガス・熱供給・水道業,17.8,153.4,133.9,19.5,16.4,123.7,123.2,0.5
30人以上,情報通信業,18.8,162.1,141.7,20.4,11.7,82.1,76.8,5.3
30人以上,"運輸業,郵便業",19.4,175.8,150.9,24.9,17.4,118.5,100.3,18.2
30人以上,"卸売業,小売業",19.8,162,150.6,11.4,17,100.7,98.2,2.5
30人以上,"金融業,保険業",18.7,156,137.7,18.3,15.9,103.8,99.2,4.6
30人以上,"不動産業,物品賃貸業",19,158,144.5,13.5,17.2,90.4,87.2,3.2
30人以上,"学術研究,専門・技術サービス業",19.1,164.7,141.9,22.8,14,98.2,95.1,3.1
30人以上,"宿泊業,飲食サービス業",20.2,179.2,160.2,19,15.1,86.5,83.7,2.8
30人以上,"生活関連サービス業,娯楽業",18.8,155.4,145.2,10.2,14.5,96.7,93.3,3.4
30人以上,"教育,学習支援業",17.4,128.7,124.9,3.8,7.2,36.9,36.2,0.7
30人以上,"医療,福祉",18.6,149.8,142,7.8,11.2,70.7,68.6,2.1
30人以上,複合サービス事業,19.2,164.6,142.6,22,18.4,88.3,84.3,4
30人以上,サービス業（他に分類されないもの）,19,159.7,142.6,17.1,15,87.3,83.6,3.7
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１２月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
