事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成18,2006,年平均,318621,390200,218327,273498,333397,189570,262175,11323,45123,56803,28757
５～29人,平成19,2007,年平均,311198,390251,205738,264419,329283,177887,253796,10623,46779,60968,27851
５～29人,平成20,2008,年平均,300370,379948,202860,259287,326393,177059,248181,11106,41083,53555,25801
５～29人,平成21,2009,年平均,291834,370510,195722,255708,322866,173667,244765,10943,36126,47644,22055
５～29人,平成22,2010,年平均,296105,369455,200921,258004,320203,177290,247129,10875,38101,49252,23631
５～29人,平成23,2011,年平均,284580,353787,196257,251685,312094,174591,241016,10669,32895,41693,21666
５～29人,平成24,2012,年平均,285274,360210,195443,253359,318590,175162,241882,11477,31915,41620,20281
５～29人,平成25,2013,年平均,287111,362936,196798,251923,315958,175653,239766,12157,35188,46978,21145
５～29人,平成25,2013,1月,263336,331834,181549,250858,315629,173521,239088,11770,12478,16205,8028
５～29人,平成25,2013,2月,256803,321405,179148,253958,317844,177164,242066,11892,2845,3561,1984
５～29人,平成25,2013,3月,263438,331104,182692,253720,319120,175678,241180,12540,9718,11984,7014
５～29人,平成25,2013,4月,264044,332180,182374,256538,321998,178075,244000,12538,7506,10182,4299
５～29人,平成25,2013,5月,263677,331445,182442,255078,319215,178196,243132,11946,8599,12230,4246
５～29人,平成25,2013,6月,348985,442532,236625,257364,322369,179286,244900,12464,91621,120163,57339
５～29人,平成25,2013,7月,334127,427423,223218,251671,315205,176142,239219,12452,82456,112218,47076
５～29人,平成25,2013,8月,261549,328344,182083,248533,310481,174833,236771,11762,13016,17863,7250
５～29人,平成25,2013,9月,252313,315449,176746,248982,311004,174747,237322,11660,3331,4445,1999
５～29人,平成25,2013,10月,253268,319042,175676,249143,313405,173335,237106,12037,4125,5637,2341
５～29人,平成25,2013,11月,258340,325930,178647,249291,313371,173737,236726,12565,9049,12559,4910
５～29人,平成25,2013,12月,424147,548086,278954,247991,311808,173230,235733,12258,176156,236278,105724
30～99人,平成18,2006,年平均,407296,494973,273071,325373,394378,219734,303436,21937,81923,100595,53337
30～99人,平成19,2007,年平均,425608,509899,279802,336918,399631,228439,316945,19973,88690,110268,51363
30～99人,平成20,2008,年平均,445663,526904,293033,350434,411503,235702,331064,19370,95229,115401,57331
30～99人,平成21,2009,年平均,384180,468406,260375,315226,382656,216110,297801,17425,68954,85750,44265
