規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,511673,497767,456450,41317,13906,138709,136846,128986,7860,1863
100～499人,419250,403191,371571,31620,16059,118684,117459,111208,6251,1225
100人以上,463760,448738,412448,36290,15022,126022,124563,117722,6841,1459
30～99人,380933,357113,330955,26158,23820,106308,102431,99218,3213,3877
５～29人,347586,341178,323562,17616,6408,90704,90513,88090,2423,191
30人以上,437760,419976,386866,33110,17784,116985,114417,109239,5178,2568
５人以上,415192,400255,371023,29232,14937,104693,103237,99348,3889,1456
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年１０月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
