規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,510363,492140,450570,41570,18223,128616,127476,120125,7351,1140
100～499人,412328,399796,367951,31845,12532,119268,118438,112701,5737,830
100人以上,459688,444407,407864,36543,15281,122590,121650,115340,6310,940
30～99人,369498,358154,332540,25614,11344,105980,105506,101720,3786,474
５～29人,360052,339633,322495,17138,20419,92738,92408,89860,2548,330
30人以上,431198,417161,384070,33091,14037,115162,114430,109248,5182,732
５人以上,413526,397904,368776,29128,15622,104480,103940,100013,3927,540
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年８月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
