規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7085683,4266848,2818835,405789,230518,175271,320779,184674,136105,7170693,4312692,2858001,22.7,12.1,38.5
５人以上,"鉱業,採石業,砂利採取業",1799,1503,296,79,61,18,36,29,7,1842,1535,307,2.7,2.3,4.2
５人以上,建設業,338659,287211,51448,17218,14594,2624,8951,7996,955,346926,293809,53117,2.5,1.2,10
５人以上,製造業,690919,515397,175522,33473,25826,7647,21670,16795,4875,702722,524428,178294,7,2.8,19.6
５人以上,電気・ガス・熱供給・水道業,34067,29625,4442,1027,858,169,12211,10578,1633,22883,19905,2978,6.5,5.1,16.1
５人以上,情報通信業,744880,566928,177952,28523,19135,9388,20913,13309,7604,752490,572754,179736,2.9,1.6,7.1
５人以上,"運輸業,郵便業",441013,358982,82031,24401,19819,4582,16099,12189,3910,449315,366612,82703,15.9,11.9,33.7
５人以上,"卸売業,小売業",1425720,784278,641442,56794,30617,26177,48492,26300,22192,1434022,788595,645427,28.7,14.2,46.5
５人以上,"金融業,保険業",381640,203458,178182,26660,15330,11330,19252,12075,7177,389048,206713,182335,9.1,0.7,18.5
５人以上,"不動産業,物品賃貸業",195133,127242,67891,8650,5640,3010,7198,4494,2704,196585,128388,68197,18.8,13.1,29.5
５人以上,"学術研究,専門・技術サービス業",332170,238097,94073,19995,13977,6018,11820,8480,3340,340345,243594,96751,3.3,1.4,8
５人以上,"宿泊業,飲食サービス業",610837,277770,333067,36411,17780,18631,41020,19756,21264,606228,275794,330434,68.8,54.9,80.5
５人以上,"生活関連サービス業,娯楽業",211834,101157,110677,13479,4209,9270,8663,4072,4591,216650,101294,115356,31.7,22.7,39.6
５人以上,"教育,学習支援業",381674,202124,179550,57714,29229,28485,44349,22698,21651,395039,208655,186384,29.6,23.9,36
５人以上,"医療,福祉",536067,146794,389273,38570,10595,27975,23355,6871,16484,551282,150518,400764,31.8,23.6,34.9
５人以上,複合サービス事業,20873,10440,10433,2137,1160,977,2398,1350,1048,20612,10250,10362,26.9,14.4,39.2
５人以上,サービス業（他に分類されないもの）,738398,415842,322556,40658,21688,18970,34352,17682,16670,744704,419848,324856,25.8,13.6,41.5
30人以上,調査産業計,4927412,3090124,1837288,303168,177724,125444,218634,131964,86670,5011946,3135884,1876062,17.5,8.8,32
30人以上,"鉱業,採石業,砂利採取業",1799,1503,296,79,61,18,36,29,7,1842,1535,307,2.7,2.3,4.2
30人以上,建設業,209188,182347,26841,12742,10660,2082,3849,3487,362,218081,189520,28561,1.7,0.9,7.2
30人以上,製造業,533377,408169,125208,30073,23237,6836,18039,14740,3299,545411,416666,128745,5.4,2.2,15.6
30人以上,電気・ガス・熱供給・水道業,31101,27222,3879,870,760,110,12004,10400,1604,19967,17582,2385,5.9,4.9,13.2
30人以上,情報通信業,635774,487890,147884,25865,18075,7790,17620,10695,6925,644019,495270,148749,2.2,1,6.1
30人以上,"運輸業,郵便業",363290,298382,64908,19833,15871,3962,13196,10323,2873,369927,303930,65997,15.3,12.1,30
30人以上,"卸売業,小売業",864590,492216,372374,31067,17826,13241,26163,14954,11209,869494,495088,374406,23.7,10.2,41.5
30人以上,"金融業,保険業",319356,170516,148840,22357,12533,9824,15908,10106,5802,325805,172943,152862,9.3,0.7,19
30人以上,"不動産業,物品賃貸業",127106,84996,42110,6125,3993,2132,4247,3169,1078,128984,85820,43164,20,15.3,29.3
30人以上,"学術研究,専門・技術サービス業",231594,174003,57591,17315,12857,4458,9695,7476,2219,239214,179384,59830,1.7,0.8,4.5
30人以上,"宿泊業,飲食サービス業",230112,98081,132031,15472,6592,8880,11594,4990,6604,233990,99683,134307,52.2,36.2,64
30人以上,"生活関連サービス業,娯楽業",112127,56414,55713,6259,2100,4159,2911,1173,1738,115475,57341,58134,33.2,20.5,45.7
30人以上,"教育,学習支援業",297116,168944,128172,50163,25902,24261,37203,19859,17344,310076,174987,135089,25.7,20.4,32.4
30人以上,"医療,福祉",367898,111803,256095,29861,9068,20793,16423,4959,11464,381336,115912,265424,24.2,20.3,25.9
30人以上,複合サービス事業,6950,4347,2603,1305,993,312,1103,791,312,7152,4549,2603,27.8,13.3,53.1
30人以上,サービス業（他に分類されないもの）,596034,323291,272743,33782,17196,16586,28643,14813,13830,601173,325674,275499,28.7,15.3,44.5
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２５年４月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
