地域階層,地域コード,性別コード,年齢区分階層,地域,性別,年齢３区分,平成元年(万人),平成2年(万人),平成3年(万人),平成4年(万人),平成5年(万人),平成6年(万人),平成7年(万人),平成8年(万人),平成9年(万人),平成10年(万人),平成11年(万人),平成12年(万人),平成13年(万人),平成14年(万人),平成15年(万人),平成16年(万人),平成17年(万人),平成18年(万人),平成19年(万人),平成20年(万人),平成21年(万人),平成22年(万人),平成23年(万人),平成24年(万人),平成25年(万人),平成26年(万人),平成27年(万人),平成28年(万人),平成29年(万人),平成30年(万人),令和元年(万人),令和2年(万人),令和3年(万人),令和4年(万人),令和5年(万人)
0,13000,0,0,東京都,男女計,総数,1171.1,1169.6,1169.5,1168.5,1164.6,1161,1159.4,1160.5,1164.1,1169.1,1174.5,1181.3,1189.5,1198.7,1206.4,1214.7,1223.4,1232.8,1242.3,1251.1,1259,1264.5,1268.7,1273.5,1280.3,1287.4,1295.6,1304.1,1311.3,1318.4,1325.6,1331.7,1329.9,1328,1327.8
0,13000,0,1,東京都,男女計,0～14歳,180.2,173.3,167.5,162.3,157.3,153.2,150.1,147.6,145.9,144.6,143.5,142.9,142.9,143.3,143.6,144.4,145.2,146,147.1,148.1,149,150,150.5,150.9,151.6,152.5,153.5,154.4,155,155.5,155.6,155.7,154.2,152,149.5
0,13000,0,1,東京都,男女計,15～64歳,870.6,871.2,871.6,870.5,866.1,860.8,856.5,853.5,851.7,850.7,850.5,850.1,850.6,851.8,852.7,854.3,855.3,855.7,856.2,855.9,855.8,856.2,855.9,852,848.4,845.5,845.7,848.2,851.1,855.2,860.4,864.6,863.9,864.7,867
0,13000,0,1,東京都,男女計,65歳以上,120.3,125.2,130.4,135.8,141.3,147,152.9,159.4,166.5,173.8,180.5,188.2,195.9,203.7,210,216,223,231.1,239,247.1,254.2,258.3,262.3,270.6,280.2,289.4,296.4,301.5,305.2,307.7,309.6,311.4,311.8,311.3,311.4
0,13000,0,2,東京都,男女計,65～74歳,72.8,75.6,78.9,82.4,86.3,90.1,93.8,97.6,102.1,106.6,110.4,114.5,118.2,121.9,124,125.8,128.4,132,135,137.9,140.2,138.9,137.6,141,146.7,152.2,154.6,154.2,152.6,150,147.6,147.3,146.2,140.9,135.3
0,13000,0,2,東京都,男女計,75歳以上,47.5,49.6,51.5,53.4,55,56.8,59.1,61.7,64.4,67.2,70.1,73.8,77.7,81.8,86,90.3,94.5,99.1,104,109.1,114,119.4,124.7,129.6,133.6,137.2,141.8,147.3,152.6,157.7,162,164.2,165.6,170.4,176.1
0,13000,1,0,東京都,男,総数,589.3,588,587.4,586.2,583.6,581.1,579.7,579.7,581.1,583.2,585.6,588.9,592.7,597.1,600.5,604.2,608.2,612.6,617.2,621.4,625.1,627.2,628.6,630.6,633.5,636.5,640.1,643.8,646.6,649.4,652.3,654.9,653.4,652,651.6
0,13000,1,1,東京都,男,0～14歳,92.3,88.7,85.7,83.1,80.5,78.4,76.8,75.6,74.7,74,73.5,73.2,73.2,73.4,73.6,74,74.4,74.8,75.3,75.9,76.4,76.9,77.2,77.4,77.7,78.1,78.6,79.1,79.4,79.6,79.7,79.7,78.9,77.8,76.5
0,13000,1,1,東京都,男,15～64歳,448.1,448.4,448.5,447.6,445.2,442.3,439.9,438.2,437.3,436.8,436.8,436.8,437.2,437.9,438.4,439,439.6,440,440.4,440.4,440.4,440.2,439.6,437.4,435.3,433.5,433.2,434,434.8,436.2,438.2,439.9,439.1,439.1,439.9
0,13000,1,1,東京都,男,65歳以上,48.9,50.9,53.2,55.5,57.9,60.4,63,65.9,69.1,72.4,75.4,78.9,82.3,85.8,88.5,91.2,94.2,97.9,101.5,105.1,108.4,110.1,111.9,115.8,120.5,124.9,128.3,130.7,132.4,133.6,134.4,135.3,135.4,135.1,135.2
0,13000,1,2,東京都,男,65～74歳,30.6,31.9,33.6,35.3,37.3,39.4,41.4,43.5,46,48.4,50.4,52.4,54.3,56,57.1,57.9,59.3,61,62.5,64,65.2,64.6,64.2,66.1,69.1,72.1,73.6,73.6,73.2,72.2,71.3,71.3,70.9,68.4,65.9
0,13000,1,2,東京都,男,75歳以上,18.4,19.1,19.6,20.2,20.6,21,21.6,22.4,23.1,23.9,25,26.4,28.1,29.8,31.5,33.2,35,36.8,39,41.1,43.2,45.5,47.7,49.7,51.3,52.8,54.7,57.1,59.3,61.4,63.2,64,64.6,66.7,69.3
0,13000,2,0,東京都,女,総数,581.8,581.6,582.1,582.3,581,579.9,579.7,580.8,583,585.8,588.9,592.5,596.7,601.6,605.9,610.5,615.3,620.1,625.1,629.7,633.9,637.4,640,642.9,646.8,650.9,655.6,660.3,664.7,669,673.2,676.8,676.5,675.9,676.3
0,13000,2,1,東京都,女,0～14歳,88,84.6,81.7,79.2,76.8,74.8,73.3,72.1,71.2,70.5,70,69.8,69.7,69.9,70,70.4,70.8,71.2,71.7,72.2,72.6,73.1,73.3,73.5,73.9,74.4,74.8,75.3,75.6,75.9,75.9,76,75.2,74.2,73
