"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","全体",,"658","121","303","182","33","19"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性（計）","248","49","108","73","12","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 18～29歳","23","4","10","4","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 30～39歳","35","7","15","12","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 40～49歳","41","10","15","14","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 50～59歳","49","7","19","20","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 60～69歳","39","11","18","8","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 70歳以上","60","9","31","15","1","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","男性 無回答","1","1","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性（計）","400","69","191","107","21","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 18～29歳","28","6","10","9","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 30～39歳","65","14","29","17","4","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 40～49歳","95","22","44","23","5","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 50～59歳","82","8","42","31","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 60～69歳","55","12","25","13","4","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 70歳以上","75","7","41","14","5","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","性・年代別","無回答","10","3","4","2","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","自営業主・家族従業","92","20","38","29","3","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","会社員・団体職員・公務員","280","56","125","76","17","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","アルバイト・パートタイマー","58","9","32","16","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","家事専業","94","16","45","26","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","学生","20","3","8","8","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","無職","83","9","41","22","5","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","その他","26","8","11","5","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","職業別","無回答","5","0","3","0","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","芝地区","107","19","45","33","7","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","麻布地区","140","27","69","32","7","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","赤坂地区","88","15","42","27","2","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","高輪地区","155","34","70","41","5","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","芝浦港南地区","164","25","76","48","12","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","居住地区別","無回答","4","1","1","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","持家（一戸建）","95","18","51","18","4","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","持家（マンション）","302","50","136","96","14","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","借家（一戸建）","7","1","2","2","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","民間の賃貸マンション・アパート","171","38","67","51","11","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","都営住宅・区営住宅・区立住宅","28","5","15","5","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","3","11","3","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","社宅・公務員宿舎","20","1","14","5","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","寮・寄宿舎・住み込み・間借り","6","2","4","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","その他","5","0","2","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","住居形態別","無回答","6","3","1","0","0","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","ずっと住み続けていたい","366","81","179","78","14","14"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","当分は住んでいたい","224","32","95","83","13","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","4","17","15","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","1","0","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","近いうちに区外に転居する予定である","9","3","3","2","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","わからない","14","1","8","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(10)緑を身近に感じることができる","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-10","Ver202003",,,,,,,,,,
