"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","訪問による相談・傾聴・助言","114","32.2","39.7"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","介護知識・技術の講習","65","18.4","22.6"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","24時間利用可能な介護サービス","129","36.4","44.9"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","緊急時にサービスが利用できる体制","175","49.4","61.0"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","休息や休養がとれるようなサービスの充実","81","22.9","28.2"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","介護者サロン・介護者カフェ・認知症カフェ","25","7.1","8.7"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","介護を踏まえた勤務体制づくり","39","11.0","13.6"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","介護に係る経済的な負担の軽減","100","28.2","34.8"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","介護者のための生活支援等のサービスの充実","74","20.9","25.8"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","ボランティアなど地域資源の充実","14","4.0","4.9"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","医療や介護サービス、制度についての情報提供","93","26.3","32.4"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","専門職や行政、職場、地域社会の介護者への理解","52","14.7","18.1"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","その他","10","2.8","3.5"
"202003","主な介護者について","Q47. 日頃、感じている家族等介護者の介護力についてお聞きします。 家族等の介護者に対して、どのような支援が必要又は有効だと思いますか。（あてはまるものすべてに○）","無回答","67","18.9",

"港区保健福祉基礎調査（高齢者）・単純集計表・主な介護者についてQ47","Ver202003",,,,,
