都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名所_カナ,名称_通称,POIコード,所在地,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,学校区,学童保育クラブ区域,調整区域,受入上限数,延長保育,休館日,保育開始時刻_学校開業日,保育終了時刻_学校開業日,保育開始時刻_延長保育,保育終了時刻_延長保育,保育開始時刻_土曜日,保育終了時刻_土曜日,保育開始時刻_土曜日_前延長保育,保育終了時刻_前延長保育,保育開始時刻_延長保育,保育終了時刻_延長保育,保育開始時刻_学校休業日,保育終了時刻_学校休業日,保育開始時刻_前延長保育,保育終了時刻_前延長保育,保育開始時刻_延長保育,保育終了時刻_延長保育,併設施設,説明,URL,備考,設置運営形態,設置者,運営事業者
131105,1,東京都,目黒区,駒場小学校内学童保育クラブ,コマバショウガッコウナイガクドウホイククラブ,,1404a,駒場３－１１－１３,,35.659448053,139.681547078,03-3467-2801,,1021001008236,株式会社マミー・インターナショナル,駒場小学校,駒場１丁目・駒場２丁目・駒場３丁目・駒場４丁目・大橋２丁目（１７番～２１番）,大橋２丁目（１番、２番、５～１０番）,30,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,駒場小学校,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/komabasyou/index.html,タイムシェアでの保育運営,公設民営,目黒区,株式会社マミー・インターナショナル
131105,2,東京都,目黒区,愛隣会学童保育クラブ,アイリンカイガクドウホイククラブ,,1404a,大橋２－１９－１,,35.655602078,139.682445467,03-3465-9336,,9013205000185,社会福祉法人愛隣会,駒場小学校,駒場１丁目・駒場２丁目・駒場３丁目・駒場４丁目・大橋２丁目（１７～２１番）,大橋２丁目（１番、２番、５～１０番）,70,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/airin/index.html,,民設民営,社会福祉法人愛隣会,社会福祉法人愛隣会
131105,3,東京都,目黒区,東山児童館学童保育クラブ,ヒガシヤマジドウカンガクドウホイククラブ,,1404a,東山３－２４－２,,35.648047603,139.685590925,03-3791-4614,,1000020131105,目黒区,東山小学校,大橋２丁目（２４番）・東山２丁目（１番、６～７番、１４～１５番）・東山３丁目,,70,,日曜日、祝日、休日、年末年始,下校時,18:15,-,-,8:30,18:00,-,-,-,-,8:15,18:15,-,-,-,-,東山児童館,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/higashiyama/index.html,,公設公営,目黒区,目黒区
131105,4,東京都,目黒区,東山児童館第二学童保育クラブ,ヒガシヤマジドウカンダイニガクドウホイククラブ,,1404a,東山３－２４－２,,35.648047603,139.685590925,03-5721-3370,,1000020131105,目黒区,東山小学校,東山１丁目（１～２番、１０～１５番、２２～２５番、３０～３５番）・東山２丁目（２～５番、８～１３番、１６番～１８番、２０～２１番）,,70,,日曜日、祝日、休日、年末年始,下校時,18:15,-,-,8:30,18:00,-,-,-,-,8:15,18:15,-,-,-,-,東山児童館,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/higashiyama_2/index.html,,公設公営,目黒区,目黒区
131105,5,東京都,目黒区,東山児童館第三学童保育クラブ,ヒガシヤマジドウカンダイサンガクドウホイククラブ,,1404a,東山３－２４－２,,35.648047603,139.685590925,03-3711-8621,,1000020131105,目黒区,東山小学校,東山２丁目（２２～２６番）・上目黒５丁目（１～４番、１３～１７番、２０～２５番、３１～３３番）,,60,,日曜日、祝日、休日、年末年始,下校時,18:15,-,-,8:30,18:00,-,-,-,-,8:15,18:15,-,-,-,-,東山児童館,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/higashiyama_3/index.html,,公設公営,目黒区,目黒区
131105,6,東京都,目黒区,菅刈小学校内学童保育クラブ,スゲカリショウガッコウナイガクドウホイククラブ,,1404a,青葉台３－３－２６,,35.651305875,139.692242364,03-3461-6151,,1021001008236,株式会社マミー・インターナショナル,菅刈小学校,青葉台１丁目（１～２１番、２４～２９番）・青葉台２丁目・青葉台３丁目・青葉台４丁目・大橋１丁目・大橋２丁目（１～１６番、２２～２３番）・上目黒１丁目（１番、６～１５番）,大橋２丁目２４番,30,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,菅刈小学校,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/sugekarishou/index.html,タイムシェアでの保育運営,公設民営,目黒区,株式会社マミー・インターナショナル
131105,7,東京都,目黒区,菅刈学童保育クラブ,スゲカリガクドウホイククラブ,,1404a,青葉台２－１０－１８,,35.649786031,139.695875683,03-3461-7275,,1000020131105,目黒区,菅刈小学校,青葉台１丁目（１～２１番、２４～２９番）・青葉台２丁目・青葉台３丁目・青葉台４丁目・大橋１丁目・大橋２丁目（１～１６番、２２～２３番）・上目黒１丁目（１番、６～１５番）,大橋２丁目２４番,62,,日曜日、祝日、休日、年末年始,下校時,18:15,-,-,8:30,18:00,-,-,-,-,8:15,18:15,-,-,-,-,菅刈住区センター,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/suge/index.html,,公設公営,目黒区,目黒区
131105,8,東京都,目黒区,烏森住区センター児童館学童保育クラブ,カスモリジュウクセンタージドウカンガクドウホイククラブ,,1404a,上目黒３－３７－２４,,35.643969669,139.692022294,03-3719-3942,,9030005003482,社会福祉法人桑の実会,烏森小学校,青葉台１丁目（２２～２３番、３０番）・東山１丁目（３番～９番、１６～２１番、２６～２９番）上目黒１丁目（１６～２２番）・上目黒２丁目（４６～４９番）・上目黒３丁目（１～３番、６～４４番）,,60,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,烏森小学校,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/karasumori/index.html,,公設民営,目黒区,社会福祉法人桑の実会
131105,9,東京都,目黒区,烏森住区センター児童館第二学童保育クラブ,カスモリジュウクセンタージドウカンダイニガクドウホイククラブ,,1404a,上目黒５－１８－９,,35.642676303,139.688615003,03-3760-2781,,9030005003482,社会福祉法人桑の実会,烏森小学校,上目黒５丁目（５～１２番、１８～１９番、２６～３０番）,,30,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/karasumori2/index.html,,公設民営,目黒区,社会福祉法人桑の実会
131105,10,東京都,目黒区,中目黒小学校学童保育クラブ,ナカメグロショウガッコウガクドウホイククラブ,,1404a,中目黒３-１３－３２,,35.639828158,139.698486639,03-3760-1225,,4011001059005,株式会社東急キッズベースキャンプ,中目黒小学校,上目黒１丁目（２～５番、２３～２６番）上目黒２丁目（１～４５番）上目黒３丁目（４～５番）・中目黒１丁目・中目黒２丁目・中目黒３丁目・中目黒４丁目（１～６番、１１～１６番）・中目黒５丁目（１～７番、２２～２３番）,,30,有,日曜日、祝日、休日、年末年始,下校時,18:15,18:15,19:00,8:30,18:00,8:00,8:30,18:00,19:00,8:15,18:15,8:00,8:15,18:15,19:00,中目黒小学校,,https://www.city.meguro.tokyo.jp/shisetsu/shisetsu/jidokan_club/gakudo/nakamegurosyou/index.html,タイムシェアでの保育運営,公設民営,目黒区,株式会社東急キッズベースキャンプ
