"年月日","0歳男[人]","0歳女[人]","1歳男[人]","1歳女[人]","2歳男[人]","2歳女[人]","3歳男[人]","3歳女[人]","4歳男[人]","4歳女[人]","5歳男[人]","5歳女[人]","6歳男[人]","6歳女[人]","7歳男[人]","7歳女[人]","8歳男[人]","8歳女[人]","9歳男[人]","9歳女[人]","10歳男[人]","10歳女[人]","11歳男[人]","11歳女[人]","12歳男[人]","12歳女[人]","13歳男[人]","13歳女[人]","14歳男[人]","14歳女[人]","15歳男[人]","15歳女[人]","16歳男[人]","16歳女[人]","17歳男[人]","17歳女[人]","18歳男[人]","18歳女[人]","19歳男[人]","19歳女[人]","20歳男[人]","20歳女[人]","21歳男[人]","21歳女[人]","22歳男[人]","22歳女[人]","23歳男[人]","23歳女[人]","24歳男[人]","24歳女[人]","25歳男[人]","25歳女[人]","26歳男[人]","26歳女[人]","27歳男[人]","27歳女[人]","28歳男[人]","28歳女[人]","29歳男[人]","29歳女[人]","30歳男[人]","30歳女[人]","31歳男[人]","31歳女[人]","32歳男[人]","32歳女[人]","33歳男[人]","33歳女[人]","34歳男[人]","34歳女[人]","35歳男[人]","35歳女[人]","36歳男[人]","36歳女[人]","37歳男[人]","37歳女[人]","38歳男[人]","38歳女[人]","39歳男[人]","39歳女[人]","40歳男[人]","40歳女[人]","41歳男[人]","41歳女[人]","42歳男[人]","42歳女[人]","43歳男[人]","43歳女[人]","44歳男[人]","44歳女[人]","45歳男[人]","45歳女[人]","46歳男[人]","46歳女[人]","47歳男[人]","47歳女[人]","48歳男[人]","48歳女[人]","49歳男[人]","49歳女[人]","50歳男[人]","50歳女[人]","51歳男[人]","51歳女[人]","52歳男[人]","52歳女[人]","53歳男[人]","53歳女[人]","54歳男[人]","54歳女[人]","55歳男[人]","55歳女[人]","56歳男[人]","56歳女[人]","57歳男[人]","57歳女[人]","58歳男[人]","58歳女[人]","59歳男[人]","59歳女[人]","60歳男[人]","60歳女[人]","61歳男[人]","61歳女[人]","62歳男[人]","62歳女[人]","63歳男[人]","63歳女[人]","64歳男[人]","64歳女[人]","65歳男[人]","65歳女[人]","66歳男[人]","66歳女[人]","67歳男[人]","67歳女[人]","68歳男[人]","68歳女[人]","69歳男[人]","69歳女[人]","70歳男[人]","70歳女[人]","71歳男[人]","71歳女[人]","72歳男[人]","72歳女[人]","73歳男[人]","73歳女[人]","74歳男[人]","74歳女[人]","75歳男[人]","75歳女[人]","76歳男[人]","76歳女[人]","77歳男[人]","77歳女[人]","78歳男[人]","78歳女[人]","79歳男[人]","79歳女[人]","80歳男[人]","80歳女[人]","81歳男[人]","81歳女[人]","82歳男[人]","82歳女[人]","83歳男[人]","83歳女[人]","84歳男[人]","84歳女[人]","85歳男[人]","85歳女[人]","86歳男[人]","86歳女[人]","87歳男[人]","87歳女[人]","88歳男[人]","88歳女[人]","89歳男[人]","89歳女[人]","90歳男[人]","90歳女[人]","91歳男[人]","91歳女[人]","92歳男[人]","92歳女[人]","93歳男[人]","93歳女[人]","94歳男[人]","94歳女[人]","95～99歳男[人]","95～99歳女[人]","100歳以上男[人]","100歳以上女[人]"
200701,897,833,751,726,749,694,704,670,705,613,646,646,669,601,665,583,621,607,562,588,583,557,561,515,602,605,550,526,504,491,522,515,502,515,502,507,519,588,685,685,739,734,796,869,926,972,1008,1125,1210,1334,1249,1440,1420,1596,1523,1658,1668,1855,1680,1775,1738,1954,1806,2022,1949,2153,1929,2284,1898,2247,1891,2278,1836,2089,1884,1985,1897,2017,1887,1992,1392,1560,1842,1857,1652,1659,1488,1515,1347,1489,1304,1363,1259,1313,1189,1279,1163,1222,1056,1049,1052,1081,981,1079,1025,1079,975,1001,1038,1132,1095,1218,1236,1329,1348,1558,1472,1520,1532,1605,1055,1149,878,953,959,1123,1047,1204,968,1173,973,1135,873,1116,718,951,758,890,803,999,772,1020,774,1052,647,937,738,924,639,949,563,870,598,845,451,778,435,766,410,691,405,671,342,703,324,606,241,571,239,585,184,443,181,411,152,360,123,303,97,277,85,226,81,215,52,169,48,140,36,121,80,267,7,50
200702,926,875,778,741,763,707,718,700,724,613,660,664,665,609,700,587,627,614,571,579,568,577,575,515,586,606,573,535,508,489,533,527,494,519,510,514,520,581,678,680,732,734,807,867,913,952,1005,1134,1204,1330,1261,1440,1426,1589,1557,1729,1675,1861,1749,1844,1759,2014,1848,2046,2009,2199,2002,2368,1932,2270,1919,2297,1868,2141,1919,2014,1935,2076,1906,1982,1493,1671,1836,1830,1690,1690,1536,1539,1350,1477,1347,1426,1275,1315,1178,1274,1171,1230,1069,1093,1094,1052,971,1094,1054,1105,988,994,999,1116,1106,1205,1218,1354,1356,1506,1434,1521,1551,1605,1137,1216,854,955,934,1105,1061,1207,949,1122,982,1189,900,1101,727,966,735,889,804,992,789,1030,765,1080,669,912,723,936,644,955,574,867,583,851,478,790,429,786,407,690,409,658,347,714,326,588,249,583,234,595,190,453,178,410,157,372,126,297,100,273,76,229,85,207,61,181,46,140,36,116,82,280,7,51
200703,936,869,790,776,769,699,732,720,719,600,660,672,657,616,720,582,627,619,568,598,568,570,569,521,597,604,568,543,515,489,528,518,505,537,510,503,501,564,678,676,756,729,788,876,903,939,1022,1146,1205,1322,1256,1457,1444,1573,1538,1717,1670,1862,1766,1865,1772,1983,1839,2099,2024,2190,2024,2387,1907,2291,1952,2280,1876,2182,1920,1996,1967,2120,1896,1965,1541,1731,1813,1816,1720,1705,1542,1536,1365,1497,1359,1433,1295,1309,1184,1306,1190,1229,1072,1102,1093,1071,992,1100,1043,1092,966,997,996,1090,1108,1221,1211,1328,1316,1469,1446,1518,1569,1638,1178,1265,853,936,932,1083,1075,1235,935,1118,973,1165,922,1128,730,986,737,887,797,969,780,1019,761,1081,689,937,701,922,673,965,574,874,577,857,491,791,419,783,417,696,408,661,340,711,341,591,254,581,222,589,207,456,176,425,159,370,120,292,107,280,80,238,78,204,64,175,45,144,35,126,84,278,6,51
200704,952,856,801,779,780,710,723,709,718,612,665,649,656,641,727,597,635,609,563,607,584,576,560,539,609,585,572,549,510,499,522,516,501,540,524,506,541,582,708,684,758,723,788,879,961,1049,1064,1191,1229,1316,1298,1459,1434,1619,1548,1724,1659,1847,1798,1907,1775,1981,1841,2080,2029,2242,2054,2355,1949,2325,1947,2283,1880,2207,1926,2010,2008,2110,1859,1982,1613,1793,1778,1826,1725,1726,1587,1572,1393,1486,1354,1436,1305,1316,1204,1328,1201,1222,1066,1109,1086,1080,1032,1088,1044,1094,957,1008,1012,1090,1108,1203,1195,1315,1304,1436,1426,1521,1547,1638,1256,1359,828,922,938,1043,1075,1236,949,1126,962,1158,913,1125,760,1005,732,861,793,980,769,1019,769,1062,684,961,723,910,655,955,586,889,571,860,509,794,427,796,410,695,400,657,363,714,319,592,272,580,232,583,205,471,173,437,158,362,129,290,106,298,83,220,77,207,64,190,44,138,37,135,86,279,6,50
200705,959,869,828,808,778,706,740,728,740,621,668,652,669,663,727,595,644,621,567,604,586,586,572,535,593,590,589,563,511,487,507,538,514,533,527,508,600,652,735,698,763,738,793,888,934,1047,1081,1193,1228,1365,1308,1472,1423,1626,1542,1771,1675,1828,1834,1981,1778,1982,1838,2124,2070,2283,2080,2358,2040,2375,1979,2316,1907,2260,1937,2059,2051,2078,1879,2043,1677,1851,1789,1790,1720,1745,1628,1592,1417,1521,1356,1469,1336,1330,1211,1329,1228,1232,1095,1132,1087,1075,1042,1116,1047,1103,958,1001,1014,1081,1099,1190,1189,1315,1291,1423,1460,1515,1552,1661,1289,1424,812,901,925,1019,1082,1248,943,1131,980,1170,915,1135,770,999,733,884,810,971,758,1012,763,1053,700,992,711,907,661,952,591,889,565,861,515,801,440,781,404,700,403,667,358,709,317,601,279,584,228,579,208,476,169,431,166,361,128,290,99,303,88,227,81,199,62,186,45,144,35,133,84,276,8,54
200706,980,882,860,814,757,723,760,706,733,652,694,651,659,664,738,586,632,624,568,613,595,596,575,515,609,579,574,584,521,488,505,530,517,541,516,518,615,652,700,688,771,745,798,885,933,1057,1090,1212,1243,1340,1319,1493,1420,1641,1551,1794,1690,1837,1830,2014,1825,2006,1868,2141,2062,2292,2065,2341,2066,2413,1993,2330,1932,2306,1962,2120,2079,2090,1915,2017,1746,1939,1755,1762,1742,1800,1658,1583,1456,1527,1350,1487,1301,1342,1257,1339,1228,1233,1134,1151,1093,1084,1030,1114,1055,1096,963,1015,1016,1070,1088,1192,1203,1317,1296,1408,1448,1535,1516,1635,1355,1488,817,891,918,1007,1091,1253,934,1130,976,1179,936,1136,775,1024,718,874,816,957,760,1014,762,1049,705,1003,703,898,676,957,587,898,571,855,514,806,433,773,414,706,394,660,368,726,315,612,285,565,222,578,220,492,168,417,162,359,134,307,91,293,93,228,76,200,60,180,47,140,37,135,83,278,8,57
200707,981,895,863,819,765,741,772,702,719,664,706,657,667,647,725,592,628,632,575,607,590,596,573,518,617,571,571,587,516,503,520,521,504,544,515,515,623,645,679,687,771,735,802,871,918,1063,1093,1186,1211,1343,1330,1477,1413,1644,1551,1773,1670,1838,1851,2017,1796,2016,1905,2171,2035,2250,2077,2337,2060,2421,2004,2336,1939,2358,1975,2125,2090,2108,1923,2011,1788,1981,1714,1711,1784,1837,1657,1577,1458,1524,1358,1503,1297,1339,1253,1365,1250,1241,1131,1152,1088,1078,1034,1117,1046,1103,976,1011,1008,1062,1085,1206,1195,1284,1292,1402,1428,1546,1486,1606,1410,1526,825,913,912,1000,1085,1223,920,1155,997,1175,946,1137,782,1026,717,895,790,935,759,1006,767,1070,716,1000,693,898,676,931,594,910,568,867,516,804,433,765,417,712,391,660,370,709,317,637,294,568,219,557,215,509,164,417,171,357,131,305,95,288,85,229,78,203,63,177,44,146,36,129,87,281,8,58
200708,979,879,885,834,766,744,765,699,738,673,715,660,669,653,700,598,653,624,577,614,585,589,573,527,610,575,578,590,534,500,505,528,512,549,513,510,607,635,662,666,781,749,789,864,914,1048,1098,1189,1192,1342,1360,1485,1379,1628,1558,1788,1671,1831,1835,2049,1806,1990,1937,2181,1980,2216,2102,2361,2098,2430,2009,2362,1945,2353,1944,2164,2093,2082,1963,2012,1805,2020,1682,1703,1812,1848,1673,1613,1481,1534,1363,1490,1301,1360,1248,1353,1257,1241,1163,1186,1073,1088,1049,1085,1046,1088,974,1038,996,1064,1085,1185,1181,1264,1290,1408,1407,1561,1482,1554,1435,1566,856,934,919,1003,1066,1207,931,1160,994,1177,962,1139,786,1043,688,882,779,948,779,997,773,1069,728,1003,681,905,680,918,603,929,558,854,514,818,447,752,414,720,392,670,370,690,313,660,303,553,219,559,211,513,167,419,170,357,130,301,99,295,83,236,76,197,67,174,40,150,38,127,85,285,8,59
200709,1021,892,891,852,771,735,779,692,731,675,727,653,666,662,700,598,654,640,588,621,583,583,573,544,611,549,584,604,532,499,506,523,525,547,506,509,593,625,664,667,769,748,784,847,902,1047,1096,1177,1174,1358,1399,1462,1351,1645,1565,1856,1708,1832,1814,2053,1825,1994,1940,2173,1978,2229,2112,2373,2121,2444,2032,2358,1979,2389,1940,2157,2066,2074,1969,2042,1854,2038,1626,1674,1828,1841,1701,1637,1505,1545,1370,1496,1309,1363,1240,1366,1269,1247,1156,1196,1075,1082,1077,1064,1025,1098,982,1034,1015,1057,1067,1190,1166,1260,1286,1402,1391,1541,1478,1522,1439,1580,877,984,930,1005,1046,1201,955,1157,981,1186,978,1140,799,1048,699,887,771,950,771,978,778,1070,705,1002,688,889,687,931,596,925,561,855,524,823,448,746,405,728,400,664,372,688,316,662,307,549,219,551,207,526,172,423,169,368,135,293,92,300,83,238,74,203,65,171,34,155,44,120,83,287,8,58
200710,999,865,911,876,759,729,782,699,734,673,726,653,686,658,697,606,651,640,598,614,584,603,570,550,610,535,593,614,526,496,509,515,532,549,496,519,584,597,668,682,733,730,807,817,896,1049,1085,1179,1162,1351,1395,1433,1359,1644,1595,1858,1688,1861,1809,2039,1810,1988,1949,2149,1952,2227,2133,2357,2125,2463,1994,2387,2022,2371,1942,2157,2052,2080,1960,2038,1881,2073,1590,1645,1843,1883,1715,1642,1514,1548,1389,1511,1294,1373,1260,1354,1266,1271,1152,1203,1081,1074,1088,1072,1012,1087,998,1049,1002,1040,1062,1177,1151,1247,1270,1394,1384,1547,1473,1514,1465,1595,913,1010,910,991,1027,1197,976,1160,974,1196,989,1102,805,1090,677,903,791,937,757,967,794,1049,713,1028,676,898,688,927,605,907,547,861,529,817,456,765,401,728,419,674,368,674,312,666,307,543,229,560,208,533,172,426,171,386,135,285,94,300,80,243,78,212,69,167,34,155,42,116,82,296,8,55
