"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","全体",,"658","70","265","111","66","133","13"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性（計）","248","33","85","42","27","56","5"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 18～29歳","23","2","8","4","4","5","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 30～39歳","35","6","13","5","3","8","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 40～49歳","41","12","12","8","4","5","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 50～59歳","49","5","16","12","4","12","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 60～69歳","39","2","13","4","7","12","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 70歳以上","60","6","22","9","5","14","4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性（計）","400","37","174","68","39","75","7"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 18～29歳","28","3","13","4","2","6","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 30～39歳","65","5","34","11","8","7","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 40～49歳","95","13","44","9","11","18","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 50～59歳","82","10","33","16","5","17","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 60～69歳","55","2","22","11","9","8","3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 70歳以上","75","4","28","17","4","19","3"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","性・年代別","無回答","10","0","6","1","0","2","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","職業別","自営業主・家族従業","92","10","35","15","8","20","4"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策２）環境にやさしい都心をみなで考えつくる","政策(8)緑や水辺を保全・創造し、人や生物にやさしい都心環境をつくる","職業別","会社員・団体職員・公務員","280","36","104","46","37","56","1"
