設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,西麻布いきいきプラザ,106-0031,港区西麻布２－１３－３,139.72279,35.66091,JGD2011,03-3486-9166,-
区市町村,南麻布いきいきプラザ,106-0047,港区南麻布１－５－２６,139.73515,35.65179,JGD2011,03-5232-9671,-
区市町村,青南いきいきプラザ,107-0062,港区南青山４‐１０‐１,139.71742,35.66625,JGD2011,03-3423-4920,-
区市町村,豊岡いきいきプラザ,108-0073,港区三田５－７－７,139.73921,35.64634,JGD2011,03-3453-1591,-
区市町村,文京福祉センター江戸川橋,112-0006,文京区小日向２－１６－１５,139.73488,35.71065,JGD2011,03-5940-2901,-
区市町村,台東区立老人福祉センター,110-0015,台東区東上野２－２５－１４,139.78123,35.70953,JGD2011,03-3833-6541,-
区市町村,すみだ福祉保健センター,131-0033,墨田区向島３－３６－７,139.81073,35.71324,JGD2011,03-5608-3711,-
区市町村,深川老人福祉センター,135-0023,江東区平野１－２－３,139.79893,35.67817,JGD2011,03-3643-1902,-
区市町村,城東老人福祉センター,136-0073,江東区北砂４－２０－１２,139.83173,35.67714,JGD2011,03-3640-8651,-
区市町村,東品川ゆうゆうプラザ 東品川高齢者多世代交流支援施設　,140-0002,品川区東品川３－３２－１０,139.75073,35.61488,JGD2011,03-3472-2944,-
区市町村,目黒区高齢者センター,153-0063,目黒区目黒１－２５－２６,139.70851,35.63654,JGD2011,03-5721-2291,-
区市町村,世田谷区立ひだまり友遊会館,154-0023,世田谷区若林４－３７－８,139.65681,35.6477,JGD2011,03-3419-2341,-
区市町村,杉並区立高齢者活動支援センター,168-0072,杉並区高井戸東３－７－５,139.61595,35.68345,JGD2011,03-3331-7841,-
区市町村,区民ひろば南池袋,171-0022,豊島区南池袋３－５－１２,139.71379,35.72336,JGD2011,03-3984-5896,-
区市町村,名主の滝老人いこいの家,114-0021,北区岸町１－１５－２５,139.7325,35.75749,JGD2011,03-3909-3083,-
区市町村,滝野川老人いこいの家,114-0023,北区滝野川１－４６－７,139.73413,35.74681,JGD2011,03-3915-5545,-
区市町村,荒川老人福祉センター,116-0002,荒川区荒川１－３４－６,139.78777,35.73409,JGD2011,03-3802-1666,-
区市町村,仲町ふれあい館,173-0022,板橋区仲町２０－５,139.69638,35.75118,JGD2011,03-3958-0163,-
区市町村,志村ふれあい館,174-0056,板橋区志村３－３２－６,139.69026,35.7793,JGD2011,03-3960-5885,-
区市町村,中台ふれあい館,174-0064,板橋区中台２－１４－１,139.68028,35.76981,JGD2011,03-3934-2940,-
区市町村,高島平ふれあい館,175-0082,板橋区高島平８－２９－１,139.66431,35.79193,JGD2011,03-3935-1775,-
区市町村,徳丸ふれあい館,175-0083,板橋区徳丸２－１２－１２,139.66028,35.77187,JGD2011,03-3934-8627,-
区市町村,はつらつセンター豊玉,176-0013,練馬区豊玉中３－３－１２,139.65588,35.73205,JGD2011,03-5912-6401,-
区市町村,はつらつセンター関,177-0051,練馬区関町北１－７－２関区民センター内,139.57748,35.72493,JGD2011,03-3928-1987,-
区市町村,はつらつセンター大泉,178-0061,練馬区大泉学園町１－３４－２０,139.59079,35.763,JGD2011,03-3867-3180,-
区市町村,はつらつセンター光が丘,179-0072,練馬区光が丘２－９－６光が丘区民センター内,139.63036,35.75914,JGD2011,03-5997-7717,-
区市町村,足立区悠々会館,121-0812,足立区西保木間４－９－１,139.79671,35.80355,JGD2011,03-3859-9732,-
区市町村,葛飾区シニア活動支援センター,124-0012,葛飾区立石６－３８－１１,139.85437,35.74379,JGD2011,03-5698-6201,-
区市町村,八王子市南大沢保健福祉センター,192-0364,八王子市南大沢２－２７フレスコ南大沢公共棟１階,139.37947,35.61188,JGD2011,042-679-2205,-
区市町村,八王子市東浅川保健福祉センター,193-0834,八王子市東浅川町５５１－１,139.29314,35.64509,JGD2011,042-667-1331,-
区市町村,立川市幸福祉会館,190-0002,立川市幸町５－５７－１４,139.42366,35.72753,JGD2011,042-535-2197,-
区市町村,立川市曙福祉会館,190-0012,立川市曙町３－４４－１７,139.42476,35.70647,JGD2011,042-529-8567,-
区市町村,立川市総合福祉センター,190-0013,立川市富士見町２－３６－４７,139.40184,35.70138,JGD2011,042-529-8300,-
区市町村,立川市柴崎福祉会館,190-0023,立川市柴崎町５－１１－２６,139.40071,35.68851,JGD2011,042-523-4012,-
区市町村,立川市一番福祉会館,190-0033,立川市一番町６－１７－８７,139.37273,35.73463,JGD2011,042-531-2945,-
区市町村,調布市総合福祉センター,182-0026,調布市小島町２－４７－１,139.54263,35.65127,JGD2011,042-481-7613,-
区市町村,小平市福祉会館,187-0043,小平市学園東町１－１９－１３,139.47797,35.72678,JGD2011,042-344-1211,-
区市町村,くにたち福祉会館,186-8555,国立市富士見台２－３８－５,139.44484,35.68736,JGD2011,042-575-3221,-
区市町村,福生市老人福祉センター,197-0004,福生市南田園２－１３－１,139.33234,35.72799,JGD2011,042-552-2121,-
区市町村,東大和市立老人福祉センター,207-0031,東大和市奈良橋４－６００,139.42589,35.75148,JGD2011,042-562-3600,-
区市町村,滝山地区センター,203-0033,東久留米市滝山４－１－１０,139.50525,35.74485,JGD2011,042-471-7212,-
区市町村,武蔵村山市福祉会館,208-0003,武蔵村山市中央２－１１７－１,139.39337,35.7508,JGD2011,042-563-3825,-
区市町村,多摩市老人福祉センター,206-0032,多摩市南野３－１５－１,139.41402,35.61226,JGD2011,042-356-0303,-
区市町村,羽村市老人福祉センターじゅらく苑,205-0003,羽村市緑ケ丘５－２－６,139.31093,35.76751,JGD2011,042-554-8584,-
区市町村,羽村市高齢者在宅サービスセンターいこいの里,205-0016,羽村市羽加美４－１８－６,139.29913,35.76035,JGD2011,042-578-0678,-
区市町村,老人福祉センター,188-0011,西東京市田無町５－５－１２,139.53619,35.73098,JGD2011,042-466-1680,-
区市町村,ひばりが丘福祉会館,202-0001,西東京市ひばりが丘２－８－２７,139.53687,35.74787,JGD2011,042-424-0262,-
区市町村,下保谷福祉会館,202-0004,西東京市下保谷４－３－２０,139.56511,35.75048,JGD2011,042-422-8338,-
区市町村,住吉老人福祉センター,202-0005,西東京市住吉町６‐１５‐６,139.55215,35.74402,JGD2011,042-421-1122,-
区市町村,富士町福祉会館,202-0014,西東京市富士町６－６－１３,139.55687,35.73001,JGD2011,042-465-9350,-
区市町村,新町福祉会館,202-0023,西東京市新町５－２－７,139.53653,35.71376,JGD2011,0422-55-1781,-
区市町村,瑞穂町高齢者福祉センター寿楽,190-1212,西多摩郡瑞穂町大字殿ケ谷１１０６,139.36301,35.77176,JGD2011,042-556-1120,-
