設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,文京区福祉センター湯島,113-0033,文京区本郷３－１０－１８,139.76379,35.70407,JGD2011,03-3814-9245,-
区市町村,橋場老人福祉館,111-0023,台東区橋場１－３６－２,139.80815,35.72483,JGD2011,03-3876-2365,-
区市町村,三筋老人福祉館,111-0055,台東区三筋２－１６－４,139.78697,35.70598,JGD2011,03-3866-2417,-
区市町村,深川老人福祉センター森下分館,135-0004,江東区森下５－１１－１,139.80899,35.68502,JGD2011,03-5624-6030,-
区市町村,亀戸老人福祉センター,136-0071,江東区亀戸９－３３－２－１０１,139.84148,35.70026,JGD2011,03-5609-8822,-
区市町村,北品川シルバーセンター,140-0001,品川区北品川１－２９－１２,139.74176,35.62078,JGD2011,03-3471-6507,-
区市町村,関ケ原シルバーセンター,140-0011,品川区東大井６－１１－１１,139.7363,35.60221,JGD2011,03-3765-7022,-
区市町村,南大井シルバーセンター,140-0013,品川区南大井３－７－１３,139.7343,35.59172,JGD2011,03-3761-6540,-
社福法人,西大井いきいきセンター,140-0015,品川区西大井２－５－２１,139.72263,35.59925,JGD2011,03-5718-1330,-
区市町村,上大崎シルバーセンター,141-0021,品川区上大崎１－３－１２,139.72195,35.63499,JGD2011,03-3449-1750,-
区市町村,ゆたかシルバーセンター,142-0042,品川区豊町３－２－１５,139.7197,35.60833,JGD2011,03-3781-5424,-
区市町村,後地シルバーセンター,142-0062,品川区小山２－９－１９,139.7093,35.62122,JGD2011,03-3781-6506,-
区市町村,小山シルバーセンター,142-0062,品川区小山５－１７－１８,139.70137,35.61508,JGD2011,03-3785-6420,-
区市町村,旗の台シルバーセンター,142-0064,品川区旗の台４－１３－１,139.70419,35.60155,JGD2011,03-3783-7479,-
区市町村,城山ふれあいの家,164-0001,中野区中野１－２０－４,139.677,35.70409,JGD2011,03-3363-0388,-
区市町村,上高田高齢者会館,164-0002,中野区上高田２－８－１１,139.67284,35.71064,JGD2011,03-3385-3307,-
区市町村,上高田東高齢者会館,164-0002,中野区上高田４－１７－３,139.67795,35.71348,JGD2011,03-3228-7220,-
区市町村,昭和高齢者会館,164-0003,中野区東中野３－１９－１８,139.6804,35.70847,JGD2011,03-3367-0813,-
区市町村,東中野いこいの家,164-0003,中野区東中野４－９－２２－２０１,139.68539,35.70751,JGD2011,03-3364-5938,-
区市町村,宮園高齢者会館,164-0011,中野区中央２－１８－２１,139.68262,35.70024,JGD2011,03-3365-0318,-
区市町村,本一高齢者会館,164-0012,中野区本町１－７－６,139.68282,35.69363,JGD2011,03-3373-2958,-
区市町村,南部高齢者会館,164-0014,中野区南台５－２７－２４,139.66087,35.68259,JGD2011,03-3381-4261,-
区市町村,しんやまの家,164-0014,中野区南台４－２５－１,139.66727,35.68082,JGD2011,03-3229-8175,-
区市町村,みずの塔ふれあいの家,165-0022,中野区江古田１－９－２４,139.67323,35.72551,JGD2011,03-3954-6755,-
区市町村,沼袋高齢者会館,165-0025,中野区沼袋１－３４－１４,139.66472,35.71964,JGD2011,03-3387-7381,-
区市町村,野方高齢者会館,165-0027,中野区野方２－２９－１２,139.65628,35.71463,JGD2011,03-3388-9586,-
区市町村,東山高齢者会館,165-0027,中野区野方４－４１－７,139.65683,35.72206,JGD2011,03-3228-5280,-
区市町村,鷺六高齢者会館,165-0032,中野区鷺宮６－２５－８,139.63031,35.72552,JGD2011,03-3926-3656,-
区市町村,若宮いこいの家,165-0033,中野区若宮１－４９－１,139.64806,35.72013,JGD2011,03-3310-9819,-
区市町村,鷺宮高齢者会館,165-0033,中野区若宮３－５８－１０,139.63969,35.7222,JGD2011,03-3310-1171,-
区市町村,若宮高齢者会館,165-0034,中野区大和町４－５１－１１,139.64346,35.71526,JGD2011,03-3338-2222,-
区市町村,白鷺高齢者会館,165-0035,中野区白鷲２－８－５,139.63199,35.7218,JGD2011,03-3223-8938,-
区市町村,区民ひろば西巣鴨第一,170-0001,豊島区西巣鴨２－３５－３,139.72804,35.74051,JGD2011,03-3918-4197,-
区市町村,区民ひろば清和第一,170-0002,豊島区巣鴨３－１５－２０,139.73367,35.73552,JGD2011,03-5974-5464,-
区市町村,区民ひろば駒込,170-0003,豊島区駒込２－２－４,139.74675,35.73686,JGD2011,03-3917-9873,-
区市町村,区民ひろば南大塚,170-0005,豊島区南大塚２－３６－１,139.72986,35.72909,JGD2011,03-5976-4399,-
区市町村,区民ひろば池袋本町,170-0011,豊島区池袋本町３－９－４,139.71271,35.7436,JGD2011,03-3986-0041,-
区市町村,区民ひろば上池袋,170-0012,豊島区上池袋３－１３－５,139.71698,35.73996,JGD2011,03-3576-6916,-
区市町村,区民ひろば朋有,170-0013,豊島区東池袋２－３８－１０,139.72156,35.73165,JGD2011,03-3971-0781,-
区市町村,区民ひろば池袋,171-0014,豊島区池袋４－２１－１０,139.7088,35.73828,JGD2011,03-3982-9658,-
区市町村,区民ひろば西池袋,171-0021,豊島区西池袋２－３７－４としま産業振興プラザ２階,139.70682,35.72791,JGD2011,03-3980-0088,-
区市町村,区民ひろば高南第一,171-0033,豊島区高田２－１１－２,139.71443,35.71572,JGD2011,03-3988-8601,-
区市町村,区民ひろば高松,171-0042,豊島区高松２－２５－９,139.69783,35.73862,JGD2011,03-3973-0032,-
区市町村,区民ひろば千早,171-0043,豊島区要町３－７－１０,139.68773,35.73709,JGD2011,03-3959-2281,-
区市町村,区民ひろば長崎,171-0051,豊島区長崎２－２７－１８,139.69295,35.72959,JGD2011,03-3554-4411,-
区市町村,区民ひろば富士見台,171-0052,豊島区南長崎１－６－１,139.69156,35.72409,JGD2011,03-3950-6871,-
区市町村,区民ひろばさくら第一,171-0052,豊島区南長崎６－２０－１５,139.68062,35.73013,JGD2011,03-3950-8676,-
区市町村,大谷田悠々館,120-0001,足立区大谷田１－１－２－１０１,139.84354,35.77962,JGD2011,03-3629-5460,-
区市町村,大谷田谷中悠々館,120-0001,足立区大谷田４－１６－６,139.838,35.78084,JGD2011,03-5697-3390,-
区市町村,長門悠々館,120-0002,足立区中川２－２４－２－１０１,139.85715,35.76858,JGD2011,03-3629-8231,-
区市町村,東和悠々館,120-0003,足立区東和３－１２－９,139.8398,35.77142,JGD2011,03-3628-6206,-
区市町村,東綾瀬悠々館,120-0004,足立区東綾瀬１－２８－７,139.83272,35.76618,JGD2011,03-5697-3370,-
区市町村,綾瀬悠々館,120-0005,足立区綾瀬３－１７－９,139.82451,35.76456,JGD2011,03-3628-9908,-
区市町村,弘道悠々館,120-0013,足立区弘道２－１６－１－１０１,139.81686,35.76812,JGD2011,03-3840-9354,-
区市町村,五反野悠々館,120-0014,足立区西綾瀬２－１－１３,139.81447,35.76138,JGD2011,03-3886-2643,-
区市町村,千住あずま悠々館,120-0025,足立区千住東２－２１－１８,139.81012,35.74502,JGD2011,03-3882-1218,-
区市町村,千住柳町悠々館,120-0032,足立区千住柳町１２－５,139.79619,35.75374,JGD2011,03-3870-3490,-
区市町村,千住本町悠々館,120-0034,足立区千住５－６－２,139.80402,35.75464,JGD2011,03-3870-6221,-
区市町村,千住河原町悠々館,120-0037,足立区千住河原町６‐４,139.79579,35.74475,JGD2011,03-3870-7228,-
区市町村,江南悠々館,120-0046,足立区小台２－４－１８,139.75787,35.75578,JGD2011,03-3914-3427,-
区市町村,中央本町悠々館,121-0011,足立区中央本町３－１５－１,139.80959,35.77248,JGD2011,03-3852-1434,-
区市町村,栗島悠々館,121-0011,足立区中央本町４－５－２,139.80579,35.77675,JGD2011,03-3848-3471,-
区市町村,青井悠々館,121-0012,足立区青井５－１１－４０－１０１,139.81979,35.77718,JGD2011,03-3852-3750,-
区市町村,六木悠々館,121-0052,足立区六木３－３９－５－１０１,139.8398,35.79933,JGD2011,03-3629-1716,-
区市町村,佐野悠々館,121-0053,足立区佐野２－４３－５,139.84047,35.78812,JGD2011,03-3628-3277,-
区市町村,加平悠々館,121-0055,足立区加平１－１０－６,139.82825,35.77495,JGD2011,03-3605-8842,-
区市町村,神明悠々館,121-0057,足立区神明南２－６－１９,139.83304,35.78719,JGD2011,03-5682-5089,-
区市町村,花畑悠々館,121-0061,足立区花畑４－１６－８,139.80721,35.80273,JGD2011,03-3850-2602,-
区市町村,桜花悠々館,121-0061,足立区花畑６－４－１６,139.81641,35.80512,JGD2011,03-3850-7190,-
区市町村,南花畑悠々館,121-0062,足立区南花畑３－１４－７,139.82492,35.7898,JGD2011,03-3859-9868,-
区市町村,花保悠々館,121-0063,足立区東保木間１－２５－４－１０１,139.81482,35.79074,JGD2011,03-3884-1229,-
区市町村,保塚悠々館,121-0072,足立区保塚町７－１６,139.81598,35.78644,JGD2011,03-3858-1876,-
区市町村,平野悠々館,121-0076,足立区平野２－２－１４,139.80376,35.78162,JGD2011,03-3884-7765,-
区市町村,東伊興悠々館,121-0801,足立区東伊興１－５－２２,139.78531,35.80313,JGD2011,03-3899-8531,-
区市町村,渕江悠々館,121-0812,足立区西保木間１－２－１－１０１,139.80132,35.79502,JGD2011,03-3850-3467,-
区市町村,竹の塚六月悠々館,121-0814,足立区六月２－２６－３－１０１,139.79655,35.78807,JGD2011,03-3850-3494,-
区市町村,島根悠々館,121-0815,足立区島根４－１９－１－１０１,139.79601,35.78302,JGD2011,03-3850-9966,-
区市町村,梅島悠々館,121-0816,足立区梅島２－１４－５,139.7999,35.77539,JGD2011,03-3849-6374,-
区市町村,伊興悠々館,121-0823,足立区伊興５－２２－１３,139.77988,35.79794,JGD2011,03-3855-2707,-
区市町村,西伊興悠々館,121-0824,足立区西伊興１－１２－１２,139.77361,35.79089,JGD2011,03-3896-7362,-
区市町村,舎人悠々館,121-0831,足立区舎人１－３－２６,139.77293,35.80633,JGD2011,03-3857-0881,-
区市町村,入谷悠々館,121-0831,足立区舎人６－１２－４－１０１,139.76215,35.81189,JGD2011,03-3855-1050,-
区市町村,西新井悠々館,123-0841,足立区西新井７－１９－６,139.7724,35.78204,JGD2011,03-3854-1527,-
区市町村,栗原北悠々館,123-0842,足立区栗原４－１９－１５,139.78523,35.78666,JGD2011,03-3899-8761,-
区市町村,西新井栄町悠々館,123-0843,足立区西新井栄町３－１－６－１０１,139.7841,35.77481,JGD2011,03-3880-7705,-
区市町村,西新井本町悠々館,123-0845,足立区西新井本町２－３０－３７,139.77092,35.77583,JGD2011,03-3890-5555,-
区市町村,梅田悠々館,123-0851,足立区梅田６－２６－１,139.79736,35.76786,JGD2011,03-3848-3421,-
区市町村,本木関原悠々館,123-0852,足立区関原１－２１－１１,139.78766,35.76453,JGD2011,03-3849-9735,-
区市町村,興本悠々館,123-0854,足立区本木東町１７－１０,139.78117,35.76722,JGD2011,03-3889-0388,-
区市町村,加賀悠々館,123-0861,足立区加賀２－３１－６－１０１,139.75987,35.79386,JGD2011,03-3857-4639,-
区市町村,鹿浜いきいき館悠々館,123-0864,足立区鹿浜２－２４－２,139.74966,35.78047,JGD2011,03-3853-5071,-
区市町村,押皿谷悠々館,123-0864,足立区鹿浜８－２７－１５,139.76459,35.78996,JGD2011,03-3857-4231,-
区市町村,鹿浜悠々館,123-0864,足立区鹿浜６－８－１,139.75874,35.78397,JGD2011,03-3857-6550,-
区市町村,新田悠々館,123-0865,足立区新田２－２－２,139.73824,35.77178,JGD2011,03-3912-3421,-
区市町村,江北悠々館,123-0872,足立区江北２－８－２,139.76256,35.76761,JGD2011,03-3890-6224,-
区市町村,扇悠々館,123-0873,足立区扇１－４７－３８,139.77512,35.76526,JGD2011,03-3896-0688,-
区市町村,武蔵野市立高齢者総合センター,180-0012,武蔵野市緑町２－４－１,139.56143,35.71598,JGD2011,0422-51-1975,-
区市町村,三鷹市高齢者福祉センター,181-0004,三鷹市新川６－３７－１,139.56218,35.68187,JGD2011,0422-46-1108,-
区市町村,松原町高齢者福祉センター,196-0003,昭島市松原町１－１３－３,139.35429,35.71475,JGD2011,042-541-3107,-
区市町村,朝日町高齢者福祉センター,196-0025,昭島市朝日町４－５－９,139.37018,35.70597,JGD2011,042-546-5167,-
区市町村,ふれあいもっこく館,194-0013,町田市原町田５－８－２１健康福祉会館内,139.45018,35.54611,JGD2011,042-724-5076,-
区市町村,ふれあいもみじ館,194-0015,町田市金森東３－１７－１４,139.46512,35.53032,JGD2011,042-796-1020,-
区市町村,ふれあい桜館,194-0202,町田市下小山田町３５８０,139.40848,35.58714,JGD2011,042-797-2971,-
区市町村,ふれあいけやき館,194-0211,町田市相原町７９５－１堺市民センター内,139.33403,35.60433,JGD2011,042-770-6234,-
区市町村,ふれあいいちょう館,195-0062,町田市大蔵町１９８４－１,139.46828,35.58887,JGD2011,042-735-5020,-
区市町村,ふれあいくぬぎ館,195-0074,町田市山崎町２１６０－４木曽山崎センター２Ｆ,139.43481,35.56985,JGD2011,042-793-6331,-
区市町村,中央福祉センター,191-0011,日野市日野本町７－５－２３,139.39977,35.67959,JGD2011,042-582-2329,-
区市町村,高幡福祉センター,191-0031,日野市高幡８６４－４,139.40913,35.66392,JGD2011,042-591-4510,-
区市町村,湯沢福祉センター,191-0042,日野市程久保８７３,139.41302,35.64948,JGD2011,042-592-4125,-
区市町村,北福祉館,186-0001,国立市北２－１９－１,139.43753,35.70065,JGD2011,042-573-9928,-
区市町村,東福祉館,186-0002,国立市東３－１８－３２,139.45407,35.69121,JGD2011,042-573-9927,-
区市町村,狛江市老人福祉センター,201-0013,狛江市元和泉２－３５－１,139.56741,35.6334,JGD2011,03-3488-0294,-
区市町村,中里地域市民センター,204-0003,清瀬市中里４－１３０１,139.51431,35.78615,JGD2011,042-494-7511,-
区市町村,野塩地域市民センター,204-0004,清瀬市野塩１－３２２－２,139.49931,35.77913,JGD2011,042-493-4014,-
