設置,施設名,郵便番号,所在地,経度,緯度,座標系,電話番号,定員
区市町村,神田児童館,101-0021,千代田区外神田３－４－７,139.76988,35.70119,JGD2011,03-3253-6021,-
区市町村,西神田児童センター,101-0065,千代田区西神田２－６－２,139.75476,35.69904,JGD2011,03-5215-9062,-
区市町村,四番町児童館,102-0081,千代田区四番町５－８,139.73807,35.68855,JGD2011,03-3234-3084,-
区市町村,一番町児童館,102-0082,千代田区一番町１０－２２,139.7394,35.68676,JGD2011,03-3230-0866,-
区市町村,浜町児童館,103-0007,中央区日本橋浜町３－３７－１,139.79137,35.68542,JGD2011,03-3669-3386,-
区市町村,堀留町児童館,103-0012,中央区日本橋堀留町１－１－１,139.77928,35.68706,JGD2011,03-3661-8937,-
区市町村,新川児童館,104-0033,中央区新川２－１３－４,139.78195,35.67582,JGD2011,03-3553-2084,-
区市町村,築地児童館,104-0045,中央区築地７－９－１７,139.77567,35.66639,JGD2011,03-3544-0127,-
区市町村,佃児童館,104-0051,中央区佃１－１１－１,139.7834,35.66927,JGD2011,03-3531-7811,-
区市町村,月島児童館,104-0052,中央区月島４－１－１,139.78218,35.66207,JGD2011,03-3533-0885,-
区市町村,晴海児童館,104-0053,中央区晴海２－４－３１,139.784,35.65434,JGD2011,03-3534-3021,-
区市町村,勝どき児童館,104-0054,中央区勝どき１－８－１,139.77692,35.65958,JGD2011,03-3531-3250,-
区市町村,神明子ども中高生プラザ,105-0013,港区浜松町１－６－７,139.75752,35.65886,JGD2011,03-5733-5199,-
区市町村,港区立麻布子ども中高生プラザ,106-0047,港区南麻布４－６－７,139.72707,35.65039,JGD2011,03-5447-0611,-
区市町村,赤坂子ども中高生プラザ,107-0052,港区赤坂６－６－１４,139.73732,35.66994,JGD2011,03-5561-7830,-
区市町村,港区立赤坂子ども中高生プラザ青山館,107-0061,港区北青山３－４－１－２０１号,139.7123,35.66728,JGD2011,03-5876-6567,-
区市町村,芝浦アイランド児童高齢者交流プラザ,108-0023,港区芝浦４－２０－１,139.7514,35.63946,JGD2011,03-5443-7338,-
区市町村,白金台児童館,108-0071,港区白金台４－８－５,139.72476,35.63756,JGD2011,03-3444-1899,-
区市町村,豊岡児童館,108-0073,港区三田５－７－７,139.73921,35.64634,JGD2011,03-3453-1592,-
区市町村,高輪児童館,108-0074,港区高輪３－１８－１５,139.7354,35.63314,JGD2011,03-3449-1642,-
区市町村,高輪子ども中高生プラザ,108-0074,港区高輪１－４－３５,139.73511,35.64287,JGD2011,03-3443-1555,-
区市町村,港南子ども中高生プラザ,108-0075,港区港南４－３－７,139.74971,35.62935,JGD2011,03-3450-9576,-
区市町村,台場児童館,135-0091,港区台場１－５－１,139.77794,35.63018,JGD2011,03-5500-2363,-
区市町村,本塩町児童館,160-0003,新宿区四谷本塩町４番９号,139.72974,35.68872,JGD2011,03-3350-1456,-
区市町村,信濃町子ども家庭支援センター,160-0016,新宿区信濃町２０,139.72029,35.68308,JGD2011,03-3357-6851,-
区市町村,新宿区立子ども総合センター,160-0022,新宿区新宿７－３－２９,139.7132,35.70022,JGD2011,03-3232-0695,-
区市町村,西新宿児童館,160-0023,新宿区西新宿４－３５－２８,139.68748,35.68602,JGD2011,03-3377-9352,-
区市町村,西落合児童館,161-0031,新宿区西落合１－３１－２４,139.67934,35.71988,JGD2011,03-3954-1042,-
区市町村,中落合子ども家庭支援センター,161-0032,新宿区中落合２－７－２４,139.69426,35.71777,JGD2011,03-3952-7751,-
区市町村,上落合児童館,161-0034,新宿区上落合２－２８－８,139.68573,35.71146,JGD2011,03-3360-1413,-
区市町村,中井児童館,161-0035,新宿区中井１－８－１２,139.6843,35.71479,JGD2011,03-3361-0075,-
区市町村,早稲田南町児童館,162-0043,新宿区早稲田南町５０,139.72243,35.70497,JGD2011,03-5287-4321,-
区市町村,薬王寺児童館,162-0063,新宿区市谷薬王寺町５１,139.72418,35.69611,JGD2011,03-3353-6625,-
区市町村,富久町児童館,162-0067,新宿区富久町２２－２１,139.71545,35.69352,JGD2011,03-3357-7638,-
区市町村,榎町子ども家庭支援センター,162-0806,新宿区榎町３６,139.72757,35.70462,JGD2011,03-3269-7304,-
区市町村,東五軒町児童館,162-0813,新宿区東五軒町５－２４,139.73976,35.7067,JGD2011,03-3269-6895,-
区市町村,中町児童館,162-0835,新宿区中町２５,139.7355,35.69928,JGD2011,03-3267-3321,-
区市町村,北山伏児童館,162-0853,新宿区北山伏町２－１７,139.72971,35.6998,JGD2011,03-3269-7196,-
区市町村,百人町児童館,169-0073,新宿区百人町２－１８－２１,139.69818,35.70377,JGD2011,03-3368-8156,-
区市町村,北新宿第一児童館,169-0074,新宿区北新宿２－３－７,139.69046,35.69859,JGD2011,03-3369-5856,-
区市町村,北新宿子ども家庭支援センター,169-0074,新宿区北新宿３－２０－２,139.68921,35.70238,JGD2011,03-3365-1121,-
区市町村,高田馬場第一児童館,169-0075,新宿区高田馬場３－１８－２１,139.69785,35.71444,JGD2011,03-3368-8167,-
区市町村,高田馬場第二児童館,169-0075,新宿区高田馬場１－４－１７,139.70874,35.71053,JGD2011,03-3200-5038,-
