01会計,02款,03項,04目,05事項,06節,07細々節,08予算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186240
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,80084
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,76132
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,286
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,3574
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,196
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,54264
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42998
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,1085
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19546
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,107
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,110
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,665
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,450
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,4840
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,14
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,3982
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,139
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,49
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,52
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,750
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,551
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,33
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,69
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,09旅費,01公聴会参考人等費用弁償費,8
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,621
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,421
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,678
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,162
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,45
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,433
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01暖房用燃料費,13
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,90
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,50
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01洗濯代,5
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,13
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2331
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2269
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03テープ反訳委託料,3456
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04総合管理業務委託料,344
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01事務機器使用料,59
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02電子複写機使用料,295
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03有料道路通行料等,90
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04データベース使用料,198
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05自動車借上料,30
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,01議長会関係負担金,813
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,02諸負担金,90
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12役務費,01回線使用料,343
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,01会議録検索システム管理委託料,1253
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,02市議会ホームページ管理委託料,2354
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,03市議会インターネット配信委託料,1944
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,04市議会ネットワーク運営委託料,4011
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11需用費,01自動車用燃料費,194
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01自動車電話料,39
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01洗濯代,4
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13委託料,01自動車運行管理業務等委託料,6306
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,14使用料及び賃借料,01自動車借上料,636
01一般会計,01議会費,01議会費,01議会費,09政務活動費,19負担金補助及び交付金,01政務活動費交付金,9072
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,33240
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１３９人,582698
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1012235
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,6085
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,211555
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1111
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,6494
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員普通旅費,2210
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員管外旅費,1213
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,19負担金補助及び交付金,01会議負担金,95
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01市政嘱託員報酬　９人,11628
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01市政嘱託員共済費,1861
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,08報償費,01要約筆記者等謝礼,36
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸消耗品費,995
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,02法規追録代,403
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,03新聞雑誌購読料,122
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸印刷費,49
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01郵便料,99
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01広告料,628
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01診断書作成料,60
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01筆耕料,39
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,01採用試験関係委託料,3284
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,02昇任選考委託料,1029
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,14使用料及び賃借料,01会場使用料,1300
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,01講師謝礼,4475
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,02個別相談カウンセラー謝礼,433
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,09旅費,01職員研修旅費,543
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸消耗品費,162
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸印刷費,282
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸賄費,10
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13委託料,01職員研修委託料,900
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,14使用料及び賃借料,01会場使用料,70
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01講習会等負担金,5195
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01自主グループ等助成金,1600
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,04共済費,01臨時職員共済費,2411
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,07賃金,01臨時職員賃金,25691
01一般会計,02総務費,01総務管理費,01一般管理費,04臨時職員関係費,11需用費,01諸消耗品費,92
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,01報酬,01医師報酬　２人,5395
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01新聞雑誌購読料,58
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,02諸消耗品費,53
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,03法規追録代,92
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01医薬品購入費,55
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,11需用費,01諸賄費,5
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01郵便料,10
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01洗濯代,18
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,02免許申請等手数料,9
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,12役務費,01保険料,67
01一般会計,02総務費,01総務管理費,01一般管理費,05労働安全衛生管理関係費,19負担金補助及び交付金,01中央労働災害防止協会負担金,50
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,12役務費,01健康診断書作成料,18
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,01健康診断委託料,7382
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,02特殊健康診断委託料,16
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,03胃検診委託料,694
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,13委託料,04ストレスチェック委託料,713
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,14使用料及び賃借料,01会場使用料,267
01一般会計,02総務費,01総務管理費,01一般管理費,06職員健康診断関係費,18備品購入費,01諸備品購入費,62
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,08報償費,01相談員謝礼,2410
01一般会計,02総務費,01総務管理費,01一般管理費,07職員健康相談関係費,12役務費,01電話料,35
