01会計,02款,03項,04目,05事項,06節,07細々節,08予算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２７人,179640
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,80838
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,68437
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員普通旅費,323
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,09旅費,01議員管外旅費,3348
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,13委託料,01健康診断委託料,243
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,53699
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,43940
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,1085
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19609
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,103
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員普通旅費,110
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,09旅費,01職員管外旅費,606
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,08報償費,01講師謝礼,450
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11需用費,01諸印刷費,5116
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12役務費,01郵便料,14
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,01配布委託料,4216
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,02声の議会だより作成委託料,139
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,03ＰＤＦファイル作成委託料,49
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,13委託料,04読み上げ用テキスト作成委託料,52
01一般会計,01議会費,01議会費,01議会費,05交際費,10交際費,01議長交際費,700
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07賃金,01臨時職員賃金,499
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,01記念品購入費,36
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,08報償費,02手話通訳者謝礼,69
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,09旅費,01公聴会参考人等費用弁償費,7
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01新聞雑誌購読料,626
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02事務機器用消耗品費,356
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,03諸消耗品費,565
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,04法規追録代,859
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01概要印刷費,211
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,02会議録等原本製本代,40
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸修繕料,1491
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01暖房用燃料費,13
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11需用費,01諸賄費,40
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01郵便料,48
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,01洗濯代,5
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12役務費,02口座振替手数料,13
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,01速記反訳委託料,2331
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,02機器保守委託料,2238
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,03テープ反訳委託料,3180
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13委託料,04整理業務委託料,344
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,01電子複写機使用料,295
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,02有料道路通行料等,75
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,03データベース使用料,179
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,04自動車借上料,20
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,14使用料及び賃借料,05システム使用料,227
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,01議長会関係負担金,779
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,19負担金補助及び交付金,02諸負担金,92
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12役務費,01回線使用料,343
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,01会議録検索システム管理委託料,1258
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,02市議会ホームページ管理委託料,1846
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13委託料,03市議会インターネット配信委託料,1944
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,14使用料及び賃借料,01情報機器等使用料,3767
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11需用費,01自動車用燃料費,141
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01自動車電話料,39
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12役務費,01洗濯代,12
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13委託料,01議長車運行管理業務委託料,6627
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,14使用料及び賃借料,01自動車借上料,1091
01一般会計,01議会費,01議会費,01議会費,09政務活動費,19負担金補助及び交付金,01政務活動費交付金,8748
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　３人,33240
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１６０人,620581
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1152734
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,6200
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,243204
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1871
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,4295
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員普通旅費,2210
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,09旅費,01職員管外旅費,1293
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,19負担金補助及び交付金,01会議負担金,115
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01市政嘱託員報酬　１１人,25859
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01市政嘱託員共済費,4236
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸消耗品費,1152
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,02法規追録代,438
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,03新聞雑誌購読料,58
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11需用費,01諸印刷費,44
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01郵便料,100
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01広告料,601
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12役務費,01筆耕料,39
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,01採用試験関係委託料,3095
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13委託料,02昇任選考委託料,1068
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,14使用料及び賃借料,01会場使用料,1050
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,01講師謝礼,4670
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,08報償費,02個別相談カウンセラー謝礼,433
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,09旅費,01職員研修旅費,556
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸消耗品費,75
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,11需用費,01諸賄費,10
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13委託料,01職員研修委託料,900
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,14使用料及び賃借料,01会場使用料,29
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,19負担金補助及び交付金,01講習会等負担金,4961
