01会計,02款,03項,04目,05事項,06節,07細々節,08予算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186240
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,85671
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,65784
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員普通旅費,339
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員管外旅費,3505
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,12委託料,01健康診断委託料,272
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,49887
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42088
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,1085
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,18989
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,109
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員普通旅費,112
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員管外旅費,627
01一般会計,01議会費,01議会費,01議会費,03議員研修関係費,07報償費,01講師謝礼,450
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,10需用費,01諸印刷費,4638
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11役務費,01郵便料,51
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,01配布委託料,4294
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,02声の議会だより作成委託料,141
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,03ＰＤＦファイル作成委託料,39
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,04読み上げ用テキスト作成委託料,53
01一般会計,01議会費,01議会費,01議会費,05交際費,09交際費,01議長交際費,700
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,01報酬,01時間額職員報酬,528
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,01記念品購入費,38
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,02手話通訳者謝礼,55
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01新聞雑誌購読料,641
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02事務機器用消耗品費,306
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,03諸消耗品費,635
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,04法規追録代,916
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01概要印刷費,182
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02会議録等原本製本代,41
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸修繕料,1892
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01暖房用燃料費,19
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸賄費,78
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01郵便料,49
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01洗濯代,6
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,02口座振替手数料,14
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,01速記反訳委託料,2323
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,02機器保守委託料,2280
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,03録音反訳委託料,3344
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,04整理業務委託料,351
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,01電子複写機使用料,300
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,02有料道路通行料等,75
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,03データベース使用料,172
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,04自動車借上料,20
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,05システム使用料,227
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,06情報機器等使用料,198
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,01議長会関係負担金,774
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,02諸負担金,101
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,11役務費,01回線使用料,351
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,01会議録検索システム管理委託料,1306
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,02市議会ホームページ管理委託料,1940
