01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,01市税,01市民税,01個人,01現年課税分,01現年課税分,0,17272499
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,158882
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,1119482
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3387
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13890410
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,63330
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,282562
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,41819
01一般会計,01市税,03軽自動車税,01環境性能割,01現年課税分,01環境性能割,0,5460
01一般会計,01市税,03軽自動車税,02種別割,01現年課税分,01種別割,0,103012
01一般会計,01市税,03軽自動車税,02種別割,02滞納繰越分,01滞納繰越分,0,1400
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,801576
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,417065
01一般会計,01市税,06事業所税,01事業所税,02滞納繰越分,01滞納繰越分,0,323
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2682410
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,13063
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,57984
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,180574
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,15310
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,59
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,53761
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,274254
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,460329
01一般会計,06法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,0,551297
01一般会計,07地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,4121304
01一般会計,08自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,1
01一般会計,08自動車取得税交付金,01自動車取得税交付金,02旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,1
01一般会計,09環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,59207
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01個人市民税減収補填特例交付金,0,141754
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,02自動車税減収補填特例交付金,0,15396
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,03軽自動車税減収補填特例交付金,0,1860
01一般会計,10地方特例交付金,02新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,0,105600
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,1
01一般会計,12交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,17767
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,12000
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,129972
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,4108
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,367872
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,6211
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,354
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,02入院助産措置費負担金,0,40
01一般会計,13分担金及び負担金,01負担金,02衛生費負担金,01未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,3330
01一般会計,13分担金及び負担金,01負担金,03土木費負担金,01道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,5325
01一般会計,14使用料及び手数料,01使用料,01総務使用料,01三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,505
01一般会計,14使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,01市民センター事務室等使用料,0,825
01一般会計,14使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,02市民センター駐車場等使用料,0,8064
01一般会計,14使用料及び手数料,01使用料,01総務使用料,03地区公会堂使用料,01地区公会堂使用料,0,38
01一般会計,14使用料及び手数料,01使用料,01総務使用料,04地区公会堂用地使用料,01地区公会堂用地使用料,0,10
01一般会計,14使用料及び手数料,01使用料,01総務使用料,05コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,1859
01一般会計,14使用料及び手数料,01使用料,01総務使用料,06コミュニティ・センター用地等使用料,01コミュニティ・センター用地等使用料,0,4
01一般会計,14使用料及び手数料,01使用料,01総務使用料,07市民協働センター使用料,01市民協働センター使用料,0,1300
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,01芸術文化センター使用料,0,47350
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,02美術ギャラリー使用料,0,2000
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,03公会堂使用料,0,37500
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,04みたか井心亭使用料,0,3200
01一般会計,14使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,05山本有三記念館使用料,0,2300
01一般会計,14使用料及び手数料,01使用料,01総務使用料,09文化施設用地使用料,01山本有三記念館用地使用料,0,3
01一般会計,14使用料及び手数料,01使用料,01総務使用料,10三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,1915
01一般会計,14使用料及び手数料,01使用料,02民生使用料,01福祉センター使用料,01福祉センター使用料,0,559
01一般会計,14使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,01下連雀複合施設用地使用料,0,2
01一般会計,14使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,02下連雀複合施設施設使用料,0,1562
01一般会計,14使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,01福祉コアかみれん用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,02福祉コアかみれん施設使用料,0,1085
01一般会計,14使用料及び手数料,01使用料,02民生使用料,04心身障がい児通所訓練施設なかよし教室使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,3262
01一般会計,14使用料及び手数料,01使用料,02民生使用料,05北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1
01一般会計,14使用料及び手数料,01使用料,02民生使用料,06福祉住宅使用料,01福祉住宅使用料,0,23145
01一般会計,14使用料及び手数料,01使用料,02民生使用料,07どんぐり山居室使用料,01どんぐり山居室使用料,0,1
01一般会計,14使用料及び手数料,01使用料,02民生使用料,08保育園用地使用料,01保育園用地使用料,0,13
01一般会計,14使用料及び手数料,01使用料,02民生使用料,09ちどりこども園使用料,01基本保育料,0,52
