01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,01市税,01市民税,01個人,01現年課税分,01現年課税分,0,17933712
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,165465
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,2012740
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,3895
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13654564
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,54634
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,289095
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,40774
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,98893
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1403
01一般会計,01市税,03軽自動車税,02環境性能割,01現年課税分,01現年課税分,0,1800
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,739101
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,400320
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2651472
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,11627
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,72390
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,181699
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,7356
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,128
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,59984
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,305565
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,195536
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3102505
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,72921
01一般会計,07自動車取得税交付金,01自動車取得税交付金,02旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,1
01一般会計,08環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,25761
01一般会計,09地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01個人市民税減収補填特例交付金,0,127629
01一般会計,09地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,02自動車税減収補填特例交付金,0,4715
01一般会計,09地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,03軽自動車税補填特例交付金,0,960
01一般会計,10地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,1
01一般会計,11交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,19436
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,12000
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,370573
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,3580
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,705025
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,6987
01一般会計,12分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,22
