01会計,02款,03項,04目,05節,06細節,07細々節,08予算額
01一般会計,01市税,01市民税,01個人,01現年課税分,01現年課税分,0,17132683
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,214752
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,2333680
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,4074
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,13400542
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,66986
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,289724
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,42013
01一般会計,01市税,03軽自動車税,01軽自動車税,01現年課税分,01現年課税分,0,92381
01一般会計,01市税,03軽自動車税,01軽自動車税,02滞納繰越分,01滞納繰越分,0,1483
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,797863
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,2
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,361477
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2538285
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,14289
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,85961
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,175903
01一般会計,02地方譲与税,03航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,113
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,66238
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,247132
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,167961
01一般会計,06地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3588398
01一般会計,07自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,01自動車取得税交付金,0,115935
01一般会計,07自動車取得税交付金,01自動車取得税交付金,02旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,1
01一般会計,08地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01減収補填特例交付金,0,96305
01一般会計,09地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,1
01一般会計,10交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,20105
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,10800
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,301906
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,1558
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,01現年度分,504022
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,02私立保育所保育料負担金,02過年度分,2278
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,01母子生活支援施設入所措置費負担金,0,26
01一般会計,11分担金及び負担金,01負担金,01民生費負担金,03母子福祉費負担金,02入院助産措置費負担金,0,40
01一般会計,11分担金及び負担金,01負担金,02衛生費負担金,01未熟児養育医療給付費負担金,01未熟児養育医療給付費負担金,0,2825
01一般会計,11分担金及び負担金,01負担金,03土木費負担金,01道路掘削復旧工事監督事務費負担金,01道路掘削復旧工事監督事務費負担金,0,7328
01一般会計,12使用料及び手数料,01使用料,01総務使用料,01三鷹ネットワーク大学使用料,01三鷹ネットワーク大学使用料,0,900
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,01市民センター事務室等使用料,0,793
01一般会計,12使用料及び手数料,01使用料,01総務使用料,02市民センター使用料,02市民センター駐車場等使用料,0,6480
01一般会計,12使用料及び手数料,01使用料,01総務使用料,03地区公会堂使用料,01地区公会堂使用料,0,10
01一般会計,12使用料及び手数料,01使用料,01総務使用料,04地区公会堂用地使用料,01地区公会堂用地使用料,0,6
01一般会計,12使用料及び手数料,01使用料,01総務使用料,05コミュニティ・センタープール等使用料,01コミュニティ・センタープール等使用料,0,2496
01一般会計,12使用料及び手数料,01使用料,01総務使用料,06コミュニティ・センター用地等使用料,01コミュニティ・センター用地等使用料,0,4
01一般会計,12使用料及び手数料,01使用料,01総務使用料,07市民協働センター使用料,01市民協働センター使用料,0,2800
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,01芸術文化センター使用料,0,47000
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,02美術ギャラリー使用料,0,2700
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,03公会堂使用料,0,39048
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,04みたか井心亭使用料,0,3400
01一般会計,12使用料及び手数料,01使用料,01総務使用料,08文化施設使用料,05山本有三記念館使用料,0,212
01一般会計,12使用料及び手数料,01使用料,01総務使用料,09文化施設用地使用料,01山本有三記念館用地使用料,0,3
01一般会計,12使用料及び手数料,01使用料,01総務使用料,10三鷹市立アニメーション美術館内施設使用料,01三鷹市立アニメーション美術館内施設使用料,0,1915
01一般会計,12使用料及び手数料,01使用料,02民生使用料,01福祉センター使用料,01福祉センター使用料,0,2432
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,01下連雀複合施設用地使用料,0,2
01一般会計,12使用料及び手数料,01使用料,02民生使用料,02下連雀複合施設使用料,02下連雀複合施設施設使用料,0,1588
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,01福祉コアかみれん用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,03福祉コアかみれん使用料,02福祉コアかみれん施設使用料,0,998
01一般会計,12使用料及び手数料,01使用料,02民生使用料,04心身障がい児通所訓練施設なかよし教室使用料,01心身障がい児通所訓練施設なかよし教室施設使用料,0,3224
01一般会計,12使用料及び手数料,01使用料,02民生使用料,05北野ハピネスセンター用地使用料,01北野ハピネスセンター用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,06福祉住宅使用料,01福祉住宅使用料,0,25690
01一般会計,12使用料及び手数料,01使用料,02民生使用料,07保育園用地使用料,01保育園用地使用料,0,13
01一般会計,12使用料及び手数料,01使用料,02民生使用料,08ちどりこども園使用料,01基本保育料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,08ちどりこども園使用料,02預かり保育料,0,1
01一般会計,12使用料及び手数料,01使用料,02民生使用料,09子ども発達支援センター使用料,01子ども発達支援センター使用料,0,111
01一般会計,12使用料及び手数料,01使用料,02民生使用料,10多世代交流センター用地使用料,01多世代交流センター用地内水源用地等使用料,0,291
01一般会計,12使用料及び手数料,01使用料,02民生使用料,11学童保育所使用料,01学童保育所育成料,0,105611
01一般会計,12使用料及び手数料,01使用料,02民生使用料,11学童保育所使用料,02学童保育所延長育成料,0,5490
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,01総合保健センター使用料,01総合保健センター使用料,0,458
01一般会計,12使用料及び手数料,01使用料,03衛生使用料,02リサイクル市民工房用地使用料,01高圧線下土地使用料,0,464
01一般会計,12使用料及び手数料,01使用料,04農林使用料,01農業公園用地使用料,01農業公園用地使用料,0,10812
01一般会計,12使用料及び手数料,01使用料,05土木使用料,01道路占用料,01ガス管、電柱等道路占用料,0,226853
01一般会計,12使用料及び手数料,01使用料,05土木使用料,02法定外公共物使用料,01ガス管、電柱等公共物使用料,0,5949
01一般会計,12使用料及び手数料,01使用料,05土木使用料,03交通公園等用地使用料,01交通公園等用地使用料,0,107
01一般会計,12使用料及び手数料,01使用料,05土木使用料,04都市公園等用地使用料,01高圧線下等土地使用料,0,1726
01一般会計,12使用料及び手数料,01使用料,05土木使用料,05三鷹中央防災公園使用料,01三鷹中央防災公園使用料,0,285
01一般会計,12使用料及び手数料,01使用料,05土木使用料,06市営住宅等使用料,01市営大沢住宅等使用料,0,34568
01一般会計,12使用料及び手数料,01使用料,05土木使用料,07下連雀市民住宅使用料,01下連雀市民住宅使用料,0,20262
01一般会計,12使用料及び手数料,01使用料,06消防使用料,01防災用地使用料,01消防団詰所用地使用料,0,3
01一般会計,12使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,01教育センター用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,01教育センター用地使用料,02教育センター暫定施設用地使用料,0,4
01一般会計,12使用料及び手数料,01使用料,07教育使用料,02川上郷自然の村用地使用料,01川上郷自然の村用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,03学校用地使用料,01学校用地内水源用地等使用料,0,796
01一般会計,12使用料及び手数料,01使用料,07教育使用料,04大沢の里水車経営農家使用料,01大沢の里水車経営農家使用料,0,300
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,01地域交流室使用料,0,40
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,02体育施設使用料,0,1485
01一般会計,12使用料及び手数料,01使用料,07教育使用料,05学校施設使用料,03夜間照明設備使用料,0,1897
01一般会計,12使用料及び手数料,01使用料,07教育使用料,06生涯学習センター使用料,01生涯学習センター使用料,0,18736
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,01三鷹図書館ケーブルテレビ支柱用地使用料,0,1
01一般会計,12使用料及び手数料,01使用料,07教育使用料,07図書館用地使用料,02東部図書館ケーブルテレビ支柱用地使用料,0,1
