"年月[西暦]","調査項目","設問","選択肢","回答数[件]","構成比[%]"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","節電","20","71.4"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","節水","15","53.6"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","ごみの減量","14","50.0"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","リサイクルの推進","18","64.3"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","食品ロス（給食残渣調査など）","10","35.7"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","緑化、植物の栽培活動","15","53.6"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","地域清掃","11","39.3"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","環境学習","11","39.3"
"202003","みなと子どもエコアクション","Q1. 貴校のみなと子どもエコアクションにおいて、今年度取り組んでいるテーマは何ですか。当てはまる番号に○をつけてください。（○はいくつでも）また、貴校において、特徴的な取組がありましたら、具体的にご記入ください。","その他","1","3.6"

"港区の環境に関する学校アンケート調査結果・みなと子どもエコアクションQ1","Ver202003",,,,
