"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","全体",,"658","60","175","132","69","202","20"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性（計）","248","24","63","44","29","76","12"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 18～29歳","23","6","5","4","2","6","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 30～39歳","35","4","11","6","5","9","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 40～49歳","41","5","15","8","3","9","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 50～59歳","49","3","13","8","9","14","2"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 60～69歳","39","2","6","7","6","17","1"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 70歳以上","60","4","12","11","4","21","8"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(14)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性（計）","400","36","108","87","39","123","7"
