全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132225,,,東京都東久留米市,有限会社　市民葬祭センター,ユウゲンガイシャシミンソウサイセンター,東京都東久留米市東本町4-6,マイルストン東久留米419,,,0120-75-1299,,,,,,,
132225,,,東京都東久留米市,有限会社　小平典礼　東久留米支社,ユウゲンガイシャコダイラテンレイヒガシクルメシシャ,東京都東久留米市滝山3-11-6,,,,(042)476-5500,,,,,,,
132225,,,東京都東久留米市,株式会社　コムウェル　小平営業所,カブシキガイシャコムウェルコダイラエイギョウショ,東京都東久留米市柳窪4-7-9,,,,(042)471-7811,,,,,,,
132225,,,東京都東久留米市,株式会社　奥野式典,カブシキガイシャオクノシキテン,東京都東久留米市滝山4-1-40,,,,0120-3594-76,,,,,,,
132225,,,東京都東久留米市,有限会社　緑葬儀社　東久留米支店,ユウゲンガイシャミドリソウギシャヒガシクルメシテン,東京都東久留米市本町2-1-2,,,,0120-310-637,,,,,,,
132225,,,東京都東久留米市,すずらん（株式会社　アイコス）,スズランカブシキガイシャアイコス,東京都東久留米市下里3-5-9,,,,0120-087-879,,,,,,,
132225,,,東京都東久留米市,有限会社　藤式典　東久留米店,ユウゲンガイシャフジシキテンヒガシクルメシテン,東京都東久留米市幸町4-4-1,,,,(042)474-0014,,,,,,,
132225,,,東京都東久留米市,式典葬祭センター,シキテンソウサイセンター,東京都東久留米市滝山6-2-10-101,,,,(042)476-0678,,,,,,,
132225,,,東京都東久留米市,有限会社　ウィズセレモニー,ユウゲンガイシャウィズセレモニー,東京都東久留米市東本町12-3,,,,(042)477-7733,,,,,,,
132225,,,東京都東久留米市,田中葬祭　株式会社　東久留米支店,タナカソウサイカブシキガイシャヒガシクルメシテン,東京都東久留米市本町3-6-9,,,,(042)472-0220,,,,,,,
