"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","自分や家族の就職・転職・転勤のため[人]","商売が不振のため[人]","地代・家賃の負担が大きいため[人]","固定資産税・相続税の負担が大きいため[人]","住宅が狭いため[人]","日照・騒音などの環境が悪いため[人]","治安上安心して暮らせないため[人]","商店がないなど日常生活の便が悪いため[人]","地域のコミュニティが希薄で住みにくい[人]","子どもの教育環境が悪いため[人]","立ち退きを迫られているため[人]","結婚など家族関係の変化のため[人]","その他[人]"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","全体",,"117","21","1","28","7","15","10","0","9","2","2","3","3","16"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性（計）","47","9","1","13","1","5","4","0","3","1","2","1","0","7"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 18～29歳","3","0","0","2","0","0","0","0","0","0","0","0","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 30～39歳","16","3","0","7","0","2","2","0","0","0","1","0","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 40～49歳","15","2","0","1","0","2","1","0","3","1","1","0","0","4"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 50～59歳","5","1","0","3","0","1","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 60～69歳","5","2","1","0","0","0","0","0","0","0","0","1","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 70歳以上","3","1","0","0","1","0","1","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","男性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性（計）","67","12","0","15","5","10","5","0","6","1","0","1","3","9"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 18～29歳","8","4","0","3","1","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 30～39歳","15","2","0","5","1","4","0","0","1","0","0","0","1","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 40～49歳","12","2","0","2","0","4","2","0","1","0","0","0","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 50～59歳","17","3","0","2","1","1","2","0","1","1","0","0","2","4"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 60～69歳","15","1","0","3","2","1","1","0","3","0","0","1","0","3"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 70歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","性・年代別","無回答","3","0","0","0","1","0","1","0","0","0","0","1","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","自営業主・家族従業","15","3","1","1","1","5","0","0","0","0","0","1","0","3"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","会社員・団体職員・公務員","60","11","0","18","1","7","5","0","5","1","2","0","2","8"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","アルバイト・パートタイマー","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","家事専業","18","1","0","3","3","2","2","0","3","0","0","0","1","3"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","学生","3","3","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","無職","13","2","0","3","1","1","2","0","1","1","0","1","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","その他","4","0","0","3","0","0","0","0","0","0","0","0","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","職業別","無回答","3","0","0","0","1","0","1","0","0","0","0","1","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","芝地区","21","4","1","5","1","4","2","0","0","0","1","1","0","2"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","麻布地区","12","3","0","4","0","1","1","0","1","0","0","0","0","2"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","赤坂地区","16","4","0","1","1","4","0","0","3","0","0","1","1","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","高輪地区","38","6","0","9","3","1","6","0","3","2","0","0","1","7"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","芝浦港南地区","27","4","0","9","1","5","0","0","2","0","1","0","1","4"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","居住地区別","無回答","3","0","0","0","1","0","1","0","0","0","0","1","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","持家（一戸建）","9","0","1","1","2","0","1","0","0","0","0","2","1","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","持家（マンション）","35","6","0","4","2","6","3","0","4","1","1","0","0","8"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","借家（一戸建）","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","民間の賃貸マンション・アパート","58","13","0","19","1","7","5","0","3","1","1","0","2","6"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","都営住宅・区営住宅・区立住宅","5","0","0","2","1","2","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","社宅・公務員宿舎","4","0","0","2","0","0","0","0","2","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","寮・寄宿舎・住み込み・間借り","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","その他","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","住居形態別","無回答","3","0","0","0","1","0","1","0","0","0","0","1","0","0"
"202203","定住意向","Q2-1. （問２で「３」か「４」か「５」とお答えの方に）あなたが区外に転居したい、または転居する理由は何ですか。（複数選択可）","定住意向別","ずっと住み続けていたい","6","3","0","0","0","0","0","0","0","0","0","0","1","2"
