"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","全体",,"658","62","276","259","31","30"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性（計）","248","25","109","93","12","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 18～29歳","23","2","12","7","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 30～39歳","35","6","16","11","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 40～49歳","41","7","23","10","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 50～59歳","49","6","19","18","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 60～69歳","39","1","14","24","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 70歳以上","60","3","24","23","5","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","男性 無回答","1","0","1","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性（計）","400","36","160","166","18","20"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 18～29歳","28","4","8","13","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 30～39歳","65","9","32","21","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 40～49歳","95","12","40","36","2","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 50～59歳","82","4","31","40","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 60～69歳","55","1","25","23","3","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 70歳以上","75","6","24","33","5","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","性・年代別","無回答","10","1","7","0","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","自営業主・家族従業","92","6","33","42","4","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","会社員・団体職員・公務員","280","28","125","107","8","12"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","アルバイト・パートタイマー","58","4","26","21","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","家事専業","94","13","33","42","4","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","学生","20","4","8","7","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","無職","83","4","36","30","7","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","その他","26","3","14","8","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","職業別","無回答","5","0","1","2","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","芝地区","107","14","40","43","6","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","麻布地区","140","19","63","43","7","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","赤坂地区","88","8","30","41","5","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","高輪地区","155","7","69","63","9","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","芝浦港南地区","164","14","72","68","4","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","居住地区別","無回答","4","0","2","1","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","持家（一戸建）","95","11","46","30","4","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","持家（マンション）","302","26","113","137","15","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","借家（一戸建）","7","1","2","2","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","民間の賃貸マンション・アパート","171","17","77","63","6","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","5","10","8","1","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","0","8","8","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","社宅・公務員宿舎","20","1","12","5","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","1","4","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","その他","5","0","1","3","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","住居形態別","無回答","6","0","3","2","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(22)高齢者福祉が充実している","定住意向別","ずっと住み続けていたい","366","39","149","139","17","22"
