"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","配偶者","689","41.1","41.8"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","同居の子ども","326","19.5","19.8"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","別居の子ども","521","31.1","31.6"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","同居の兄弟姉妹・親戚・親・孫","48","2.9","2.9"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","別居の兄弟姉妹・親戚・親・孫","219","13.1","13.3"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","近隣","53","3.2","3.2"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","友人","187","11.2","11.3"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","民生委員・児童委員","5","0.3","0.3"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","町会・自治会の人","14","0.8","0.8"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","マンションの管理人","6","0.4","0.4"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","ケアマネジャーやヘルパーなどの介護事業者","116","6.9","7.0"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","高齢者相談センター（地域包括支援センター）の人","40","2.4","2.4"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","区の職員","4","0.2","0.2"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","ボランティア","3","0.2","0.2"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","その他","59","3.5","3.6"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","そのような人はいない","206","12.3","12.5"
"202003","日常生活全般について","Q21-1. あなたが病気で数日間寝込んだときに、看病や世話をしてくれる人はいますか。（あてはまるものすべてに○）","無回答","26","1.6",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ21-1","Ver202003",,,,,
