全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132063,,,東京都府中市,愛礼儀典,アイレイギテン,東京都府中市西府町5-6,,,,(042)575-3342,,,,,,,
132063,,,東京都府中市,青葉葬儀社,アオバソウギシャ,東京都府中市晴見町1-15,,,,(042)370-1622,,,,,,,
132063,,,東京都府中市,あさひセレモニー,アサヒセレモニー,東京都府中市四谷3-21,,,,(042)369-5936,,,,,,,
132063,,,東京都府中市,アーネスト,,東京都府中市住吉町1-44,,,,(042)319-0738,,,,,,,
132063,,,東京都府中市,いせや,イセヤ,東京都府中市天神町4-3,,,,(042)340-2211,,,,,,,
132063,,,東京都府中市,ＮＰＯ家族葬の会,エヌピーオーカゾクソウノカイ,東京都府中市押立町4-14,,,,(042)498-1238,,,,,,,
132063,,,東京都府中市,遠藤葬祭,エンドウソウサイ,東京都府中市寿町3-8,,,,(042)364-3072,,,,,,,
132063,,,東京都府中市,沖田ダイイチ,オキタダイイチ,東京都府中市紅葉丘1-31,,,,(042)369-1366,,,,,,,
132063,,,東京都府中市,金子式典,カネコシキテン,東京都府中市片町2-3,,,,(042)361-2155,,,,,,,
132063,,,東京都府中市,京王メモリアル,ケイオウメモリアル,東京都府中市寿町2-1-28,,,,(042)306-8170,,,,,,,
132063,,,東京都府中市,欅式典,ケヤキシキテン,東京都府中市紅葉丘1-34,,,,(042)369-4531,,,,,,,
132063,,,東京都府中市,三晃,サンコウ,東京都府中市緑町2-20,,,,(042)369-3321,,,,,,,
132063,,,東京都府中市,三和式典,サンワシキテン,東京都府中市新町1-65,,,,(042)335-8585,,,,,,,
132063,,,東京都府中市,ＪＡマインズメモリア,ジェーエーマインズメモリア,東京都府中市白糸台1-14,,,,(042)366-7000,,,,,,,
132063,,,東京都府中市,聖和,セイワ,東京都府中市住吉町3-21,,,,(042)335-9202,,,,,,,
132063,,,東京都府中市,多摩中央葬祭,タマチュウオウソウサイ,東京都府中市武蔵台2-18,,,,(042)327-0006,,,,,,,
132063,,,東京都府中市,西村葬祭,ニシムラソウサイ,東京都府中市是政5-7-1,,,,(042)360-9607,,,,,,,
132063,,,東京都府中市,日冠,ニッカン,東京都府中市栄町2-28,,,,(042)360-2241,,,,,,,
132063,,,東京都府中市,ひふみプランニング,ヒフミプランニング,東京都府中市北山町3-23,,,,(042)573-5700,,,,,,,
132063,,,東京都府中市,ひまわりコーポレーション,ヒマワリコーポレーション,東京都府中市分梅町4-1,,,,(042)335-0985,,,,,,,
132063,,,東京都府中市,富士の華,フジノハナ,東京都府中市幸町1-2,,,,(042)370-1878,,,,,,,
132063,,,東京都府中市,府中葬儀社,フチュウソウギシャ,東京都府中市宮町2-16,,,,(042)361-3374,,,,,,,
132063,,,東京都府中市,プラス,,東京都府中市四谷3-21,,,,(042)534-9113,,,,,,,
132063,,,東京都府中市,メモリード,,東京都府中市府中町2-6,,,,(042)358-0303,,,,,,,
132063,,,東京都府中市,ゆいまーる,ユイマール,東京都府中市是政4-28,,,,(042)368-0635,,,,,,,
132063,,,東京都府中市,リーフ,,東京都府中市清水が丘2-1,,,,(042)302-2233,,,,,,,
