"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","必要なときに十分な介助が受けられること","807","57.9","63.4"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","障害のある人に配慮された施設が整備されていること","515","36.9","40.5"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","介助に必要な経済面での支援が受けられること","569","40.8","44.7"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","困ったときの相談支援体制が整っていること","576","41.3","45.3"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","自分に適した学校や就職が選択できること","169","12.1","13.3"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","街の中での移動や活動が障害者にとって安全で快適なこと","437","31.3","34.4"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","安心して住めるところがあること","643","46.1","50.6"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","健康管理や治療・リハビリを受けやすいこと","531","38.1","41.7"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","旅行や遊びのための外出が気兼ねなくできるようになること","328","23.5","25.8"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","運動やスポーツを楽しめる機会と場があること","249","17.9","19.6"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","文化・芸術を楽しめる機会と場があること","292","20.9","23.0"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","周囲の人が理解してくれること","381","27.3","30.0"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","障害のない人との交流の機会が多くあること","205","14.7","16.1"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","その他","23","1.6","1.8"
"202003","将来の生活について","Q42. 障害のある人が地域の中で安心して生活していくためには、特にどのようなことが必要だと思いますか。（あてはまるものすべてに○）","無回答","122","8.8",

"港区保健福祉基礎調査（身体障害者）・単純集計表・将来の生活についてQ42","Ver202003",,,,,
