職員の区分,職務の級号給,１級給料月額（円）,２級給料月額（円）,３級給料月額（円）,４級給料月額（円）
定年前再任用短時間勤務職員以外の職員,1,167900,213800,235400,281300
定年前再任用短時間勤務職員以外の職員,2,169200,215100,237100,283400
定年前再任用短時間勤務職員以外の職員,3,170500,216500,238800,285500
定年前再任用短時間勤務職員以外の職員,4,171800,217900,240600,287600
定年前再任用短時間勤務職員以外の職員,5,173100,219400,242400,289700
定年前再任用短時間勤務職員以外の職員,6,174500,220800,244200,292000
定年前再任用短時間勤務職員以外の職員,7,175900,222200,245900,294300
定年前再任用短時間勤務職員以外の職員,8,177300,223600,247700,296500
定年前再任用短時間勤務職員以外の職員,9,178700,225100,249500,298700
定年前再任用短時間勤務職員以外の職員,10,180100,226500,251300,300900
定年前再任用短時間勤務職員以外の職員,11,181500,227900,253100,303100
定年前再任用短時間勤務職員以外の職員,12,182900,229300,254900,305400
定年前再任用短時間勤務職員以外の職員,13,184400,230800,256800,307700
定年前再任用短時間勤務職員以外の職員,14,185900,232500,258700,310000
定年前再任用短時間勤務職員以外の職員,15,187400,234100,260500,312300
定年前再任用短時間勤務職員以外の職員,16,188900,235700,262400,314600
定年前再任用短時間勤務職員以外の職員,17,190400,237400,264400,316900
定年前再任用短時間勤務職員以外の職員,18,191900,239000,266400,319300
定年前再任用短時間勤務職員以外の職員,19,193400,240600,268400,321700
定年前再任用短時間勤務職員以外の職員,20,194900,242300,270500,324000
定年前再任用短時間勤務職員以外の職員,21,196400,244000,272700,326400
定年前再任用短時間勤務職員以外の職員,22,198000,245800,274800,328900
定年前再任用短時間勤務職員以外の職員,23,199800,247500,276900,331500
定年前再任用短時間勤務職員以外の職員,24,201600,249200,279000,334000
定年前再任用短時間勤務職員以外の職員,25,203200,250900,281100,336500
定年前再任用短時間勤務職員以外の職員,26,204600,252600,283200,339200
定年前再任用短時間勤務職員以外の職員,27,206000,254400,285300,341900
定年前再任用短時間勤務職員以外の職員,28,207400,256300,287400,344600
定年前再任用短時間勤務職員以外の職員,29,208700,258200,289500,347300
定年前再任用短時間勤務職員以外の職員,30,210000,260200,291700,350000
定年前再任用短時間勤務職員以外の職員,31,211300,262200,293900,352700
定年前再任用短時間勤務職員以外の職員,32,212600,264300,296100,355500
定年前再任用短時間勤務職員以外の職員,33,213900,266500,298300,358200
定年前再任用短時間勤務職員以外の職員,34,215200,268200,300500,361200
定年前再任用短時間勤務職員以外の職員,35,216500,269900,302700,364100
定年前再任用短時間勤務職員以外の職員,36,217800,271700,304900,367000
定年前再任用短時間勤務職員以外の職員,37,219100,273500,307200,370000
定年前再任用短時間勤務職員以外の職員,38,220400,275200,309400,372800
定年前再任用短時間勤務職員以外の職員,39,221700,276900,311700,375500
定年前再任用短時間勤務職員以外の職員,40,223100,278600,314000,378200
定年前再任用短時間勤務職員以外の職員,41,224400,280200,316300,380700
定年前再任用短時間勤務職員以外の職員,42,225700,281900,318600,383200
定年前再任用短時間勤務職員以外の職員,43,227000,283500,321000,385500
定年前再任用短時間勤務職員以外の職員,44,228300,285200,323300,387900
定年前再任用短時間勤務職員以外の職員,45,229700,286900,325700,390300
定年前再任用短時間勤務職員以外の職員,46,231000,288600,328100,392600
定年前再任用短時間勤務職員以外の職員,47,232400,290300,330500,394900
定年前再任用短時間勤務職員以外の職員,48,233900,291900,333000,397200
定年前再任用短時間勤務職員以外の職員,49,235400,293600,335500,399600
定年前再任用短時間勤務職員以外の職員,50,237000,295200,338200,401900
定年前再任用短時間勤務職員以外の職員,51,238500,296900,340900,404100
定年前再任用短時間勤務職員以外の職員,52,240000,298600,343600,406300
定年前再任用短時間勤務職員以外の職員,53,241500,300300,346300,408600
定年前再任用短時間勤務職員以外の職員,54,243000,302000,348900,410900
定年前再任用短時間勤務職員以外の職員,55,244400,303700,351400,413100
定年前再任用短時間勤務職員以外の職員,56,245800,305400,353800,415300
定年前再任用短時間勤務職員以外の職員,57,247300,307000,356100,417300
定年前再任用短時間勤務職員以外の職員,58,248800,308800,358300,419200
定年前再任用短時間勤務職員以外の職員,59,250200,310300,360400,421200
定年前再任用短時間勤務職員以外の職員,60,251600,311800,362400,423100
定年前再任用短時間勤務職員以外の職員,61,253100,313300,364300,424900
定年前再任用短時間勤務職員以外の職員,62,254600,314900,366300,426700
定年前再任用短時間勤務職員以外の職員,63,256000,316500,368200,428400
定年前再任用短時間勤務職員以外の職員,64,257500,318100,370000,430200
定年前再任用短時間勤務職員以外の職員,65,258900,319600,371800,432000
定年前再任用短時間勤務職員以外の職員,66,260400,321200,373400,433500
定年前再任用短時間勤務職員以外の職員,67,261800,322700,375000,434600
定年前再任用短時間勤務職員以外の職員,68,263200,324300,376500,435500
定年前再任用短時間勤務職員以外の職員,69,264700,325800,378000,436400
定年前再任用短時間勤務職員以外の職員,70,266100,327200,379000,437200
定年前再任用短時間勤務職員以外の職員,71,267600,328600,380100,437900
定年前再任用短時間勤務職員以外の職員,72,269100,330000,381000,438600
定年前再任用短時間勤務職員以外の職員,73,270500,331400,381900,439300
定年前再任用短時間勤務職員以外の職員,74,272000,332800,382700,440000
定年前再任用短時間勤務職員以外の職員,75,273500,334200,383500,440700
定年前再任用短時間勤務職員以外の職員,76,274900,335600,384200,441400
定年前再任用短時間勤務職員以外の職員,77,276300,336800,385000,442100
定年前再任用短時間勤務職員以外の職員,78,277700,337900,385700,442800
定年前再任用短時間勤務職員以外の職員,79,279000,338900,386400,443500
定年前再任用短時間勤務職員以外の職員,80,280400,339800,387100,444100
定年前再任用短時間勤務職員以外の職員,81,281700,340600,387800,444700
定年前再任用短時間勤務職員以外の職員,82,283000,341400,388400,445400
定年前再任用短時間勤務職員以外の職員,83,284300,342200,389000,446000
