01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4780490098
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,12961242854
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,496785907
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,152390865
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,1291479500
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,5714760
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,14304067525
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,69290479
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,281114300
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,43269500
01一般会計,01市税,03軽自動車税,01環境性能割,01現年課税分,01環境性能割,0,5880800
01一般会計,01市税,03軽自動車税,02種別割,01現年課税分,01種別割,0,100355109
01一般会計,01市税,03軽自動車税,02種別割,02滞納繰越分,01滞納繰越分,0,1328506
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,776655292
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,600
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,431352000
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2687628136
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,14912765
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,64701000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,188245000
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,15314000
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,30000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,55826000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,270025000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,314526000
01一般会計,06法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,0,167108000
01一般会計,07地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,3883194000
01一般会計,08自動車取得税交付金,01自動車取得税交付金,02旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,22433
01一般会計,09環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,46593747
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01個人市民税減収補填特例交付金,0,129299000
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,02自動車税減収補填特例交付金,0,26473000
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,03軽自動車税減収補填特例交付金,0,2898000
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,27173000
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,150000
01一般会計,12交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,19673000
