01会計,02款,03項,04目,05節,06細節,07細々節,08決算額
01一般会計,01市税,01市民税,01個人,01現年課税分,02個人市民税（普通徴収分）,0,4586477500
01一般会計,01市税,01市民税,01個人,01現年課税分,03個人市民税（特別徴収分）,0,13100312397
01一般会計,01市税,01市民税,01個人,01現年課税分,04個人市民税（年金特別徴収分）,0,509742924
01一般会計,01市税,01市民税,01個人,02滞納繰越分,01滞納繰越分,0,151838008
01一般会計,01市税,01市民税,02法人,01現年課税分,01現年課税分,0,1462439500
01一般会計,01市税,01市民税,02法人,02滞納繰越分,01滞納繰越分,0,10052540
01一般会計,01市税,02固定資産税,01固定資産税,01現年課税分,01現年課税分,0,14158872486
01一般会計,01市税,02固定資産税,01固定資産税,02滞納繰越分,01滞納繰越分,0,57854642
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,01都有資産分,282562100
01一般会計,01市税,02固定資産税,02国有資産等所在市町村交付金,01現年課税分,01交付金,02国有資産分,41819600
01一般会計,01市税,03軽自動車税,01環境性能割,01現年課税分,01環境性能割,0,5312900
01一般会計,01市税,03軽自動車税,02種別割,01現年課税分,01種別割,0,103179000
01一般会計,01市税,03軽自動車税,02種別割,02滞納繰越分,01滞納繰越分,0,1155065
01一般会計,01市税,04市たばこ税,01市たばこ税,01現年課税分,01市たばこ税,0,815410599
01一般会計,01市税,05入湯税,01入湯税,01現年課税分,01入湯税,0,450
01一般会計,01市税,06事業所税,01事業所税,01現年課税分,01現年課税分,0,414657500
01一般会計,01市税,07都市計画税,01都市計画税,01現年課税分,01現年課税分,0,2684773916
01一般会計,01市税,07都市計画税,01都市計画税,02滞納繰越分,01滞納繰越分,0,12051474
01一般会計,02地方譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,01地方揮発油譲与税,0,66732000
01一般会計,02地方譲与税,02自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,01自動車重量譲与税,0,190799000
01一般会計,02地方譲与税,03森林環境譲与税,01森林環境譲与税,01森林環境譲与税,01森林環境譲与税,0,15713000
01一般会計,02地方譲与税,04航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,01航空機燃料譲与税,0,183000
01一般会計,03利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,01利子割交付金,0,51969000
01一般会計,04配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,01配当割交付金,0,373162000
01一般会計,05株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,01株式等譲渡所得割交付金,0,456036000
01一般会計,06法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,01法人事業税交付金,0,358901000
01一般会計,07地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,01地方消費税交付金,0,4287333000
01一般会計,08自動車取得税交付金,01自動車取得税交付金,02旧法による自動車取得税交付金,01旧法による自動車取得税交付金,01旧法による自動車取得税交付金,0,638
01一般会計,09環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,01環境性能割交付金,0,59934359
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,01個人市民税減収補填特例交付金,0,146064000
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,02自動車税減収補填特例交付金,0,16919000
01一般会計,10地方特例交付金,01地方特例交付金,01地方特例交付金,01地方特例交付金,03軽自動車税減収補填特例交付金,0,2282000
01一般会計,10地方特例交付金,02新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,01新型コロナウイルス感染症対策地方税減収補填特別交付金,0,93417000
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,01特別交付税,0,26826000
01一般会計,11地方交付税,01地方交付税,01地方交付税,01地方交付税,02震災復興特別交付税,0,73000
01一般会計,12交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,01交通安全対策特別交付金,0,19290000
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,01高齢者措置費負担金,01高齢者施設入所措置費負担金,0,13134897
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,01現年度分,115590084
01一般会計,13分担金及び負担金,01負担金,01民生費負担金,02保育所保育料負担金,01市立保育所保育料負担金,02過年度分,2717090
