01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186240000
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,83808000
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,65783200
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員普通旅費,4500
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,12委託料,01健康診断委託料,152570
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,52280400
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42832386
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,870000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,19240738
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,108705
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員普通旅費,14613
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,10需用費,01諸印刷費,4276343
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,11役務費,01郵便料,28282
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,01配布委託料,4154211
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,02声の議会だより作成委託料,140800
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,03ＰＤＦファイル作成委託料,38720
01一般会計,01議会費,01議会費,01議会費,04議会だより関係費,12委託料,04読み上げ用テキスト作成委託料,52800
01一般会計,01議会費,01議会費,01議会費,05交際費,09交際費,01議長交際費,24440
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,01報酬,01時間額職員報酬,442370
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,01記念品購入費,37389
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,07報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01新聞雑誌購読料,618816
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02事務機器用消耗品費,224510
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,03諸消耗品費,595927
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,04法規追録代,746138
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01概要印刷費,126720
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,02会議録等原本製本代,40040
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸修繕料,1832050
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,10需用費,01諸賄費,17888
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01郵便料,22922
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,01洗濯代,5400
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,11役務費,02口座振替手数料,9552
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,01速記反訳委託料,1346400
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,02機器保守委託料,2279200
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,03録音反訳委託料,3044800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,12委託料,04整理業務委託料,350350
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,01電子複写機使用料,211210
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,02有料道路通行料等,3480
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,03データベース使用料,114762
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,04自動車借上料,6180
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,05システム使用料,226800
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,13使用料及び賃借料,06情報機器等使用料,137051
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,01議長会関係負担金,748000
01一般会計,01議会費,01議会費,01議会費,06議会及び事務局運営管理費,18負担金補助及び交付金,02諸負担金,65000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,11役務費,01回線使用料,350240
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,01会議録検索システム管理委託料,1319835
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,02市議会ホームページ管理委託料,1709950
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,12委託料,03市議会インターネット配信委託料,1980000
01一般会計,01議会費,01議会費,01議会費,07市議会情報化関係費,13使用料及び賃借料,01情報機器等使用料,5189664
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,10需用費,01自動車用燃料費,47075
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01自動車電話料,21178
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,11役務費,01洗濯代,6000
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,12委託料,01議長車運行管理業務委託料,5247000
01一般会計,01議会費,01議会費,01議会費,08自動車管理費,13使用料及び賃借料,01自動車借上料,532940
01一般会計,01議会費,01議会費,01議会費,09政務活動費,18負担金補助及び交付金,01政務活動費交付金,1692367
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01特別職給料　２人,22800000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,02給料,01一般職給料　１５３人,622139632
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01職員手当,1005110283
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,03職員手当等,01児童手当,8385000
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01共済組合市負担金,233896319
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01地方公務員災害補償基金負担金,1183949
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,04共済費,01再任用職員共済費,4263618
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員普通旅費,590545
01一般会計,02総務費,01総務管理費,01一般管理費,01職員人件費その他,08旅費,01職員管外旅費,6600
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01月額職員報酬　１３人,23743375
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,01報酬,01時間額職員報酬,27011574
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,03職員手当等,01月額職員期末手当,3456435
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01月額職員共済費,4296026
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,04共済費,01時間額職員共済費,1662589
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸消耗品費,556342
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,02法規追録代,487264
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,03新聞雑誌購読料,51264
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,10需用費,01諸印刷費,352528
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01郵便料,30229
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01広告料,711023
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,11役務費,01筆耕料,17424
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,01採用試験関係委託料,3960220
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,12委託料,02昇任選考委託料,1006341
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,01会場使用料,403700
01一般会計,02総務費,01総務管理費,01一般管理費,02職員人事管理費,13使用料及び賃借料,02情報機器等使用料,225663
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,01講師謝礼,2304620
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,07報償費,02個別相談カウンセラー謝礼,125714
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,10需用費,01諸消耗品費,56760
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,12委託料,01職員研修委託料,300000
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,13使用料及び賃借料,01会場使用料,47200
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01講習会等負担金,3014760
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,01自主グループ等助成金,933120
01一般会計,02総務費,01総務管理費,01一般管理費,03職員研修費,18負担金補助及び交付金,02資格取得費助成金,347900
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,01報酬,01医師報酬　２人,5265000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01新聞雑誌購読料,44554
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,02諸消耗品費,56872
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,03法規追録代,107811
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01医薬品購入費,38979
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,10需用費,01諸賄費,4934
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01郵便料,10000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01洗濯代,17810
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,11役務費,01保険料,45000
01一般会計,02総務費,01総務管理費,01一般管理費,04労働安全衛生管理関係費,21補償補填及び賠償金,01和解金,10000000
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,01健康診断委託料,7302966
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,02特殊健康診断委託料,9130
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,03ストレスチェック委託料,753703
01一般会計,02総務費,01総務管理費,01一般管理費,05職員健康診断関係費,12委託料,04大腸がん検診委託料,441980
