01会計,02款,03項,04目,05事項,06節,07細々節,08決算額
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,01報酬,01議員報酬　２８人,186243866
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,03職員手当等,01議員期末手当,81945600
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,04共済費,01議員共済会負担金,62456800
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,08旅費,01議員普通旅費,5900
01一般会計,01議会費,01議会費,01議会費,01議員人件費その他,12委託料,01健康診断委託料,137533
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,02給料,01一般職給料　１３人,50136670
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01一般職手当,42184382
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,03職員手当等,01児童手当,855000
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01共済組合市負担金,18058782
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,04共済費,01地方公務員災害補償基金負担金,102902
01一般会計,01議会費,01議会費,01議会費,02職員人件費その他,08旅費,01職員普通旅費,13422
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,10需用費,01諸印刷費,3277475
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,11役務費,01郵便料,8824
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,12委託料,01配布委託料,4189848
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,12委託料,02声の議会だより作成委託料,140800
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,12委託料,03ＰＤＦファイル作成委託料,49280
01一般会計,01議会費,01議会費,01議会費,03議会だより関係費,12委託料,04読み上げ用テキスト作成委託料,61600
01一般会計,01議会費,01議会費,01議会費,04交際費,09交際費,01議長交際費,36440
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,01報酬,01時間額職員報酬,439135
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,07報償費,01記念品購入費,7040
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,07報償費,02手話通訳者謝礼,20000
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,01新聞雑誌購読料,629728
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,02事務機器用消耗品費,180633
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,03諸消耗品費,480292
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,04法規追録代,847006
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,05貸与被服購入費,81180
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,01会議録等原本製本代,40040
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,01諸修繕料,30321
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,01暖房用燃料費,8521
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,10需用費,01諸賄費,14344
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,11役務費,01郵便料,38732
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,11役務費,02口座振替手数料,9990
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,12委託料,01機器保守委託料,2279200
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,12委託料,02録音反訳委託料,4664000
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,12委託料,03整理業務委託料,763994
01一般会計,01議会費,01議会費,01議会費,05議会及び事務局運営管理費,13使用料及び賃借料,01電子複写機使用料,209944
