"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","自身で運動に取り組んでいる","485","42.5","45.8"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","介護予防を行う必要がないと思っている","166","14.5","15.7"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","参加する時間がない","233","20.4","22.0"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","日程（期間・時間・曜日等）があわない","153","13.4","14.4"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","事業を実施していることを知らなかった","247","21.6","23.3"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","実施場所に通えない・通いづらい","92","8.1","8.7"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","通える場所では希望事業を実施していない","37","3.2","3.5"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","教室や講座など大勢の中で行うことに抵抗がある","133","11.6","12.6"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","通いたい講座・教室がない","101","8.8","9.5"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","講座・教室の内容がわからない・わかりにくい","147","12.9","13.9"
"202003","自身の介護予防について","Q28-4. 【問28-2において「２．参加したことはない」と回答された方のみ】参加していない理由は何ですか。（あてはまるものすべてに○）","無回答","83","7.3",

"港区保健福祉基礎調査（高齢者）・単純集計表・自身の介護予防についてQ28-4","Ver202003",,,,,
