区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,12384,12291,93,0.8,6060,6017,43,0.7,6324,6274,50,0.8
〔就業状態〕／労働力人口,8262,8244,18,0.2,4568,4568,0,0,3694,3675,19,0.5
〔就業状態〕／労働力人口／就業者数,8049,8051,-2,0,4433,4461,-28,-0.6,3616,3591,25,0.7
〔就業状態〕／労働力人口／就業者数／自営業主数,587,608,-21,-3.5,420,420,0,0,168,188,-20,-10.6
〔就業状態〕／労働力人口／就業者数／家族従業者数,66,77,-11,-14.3,8,17,-9,-52.9,58,60,-2,-3.3
〔就業状態〕／労働力人口／就業者数／雇用者数,7354,7279,75,1,3984,3978,6,0.2,3370,3301,69,2.1
〔就業状態〕／労働力人口／就業者数／雇用者数／うち正規の職員・従業員,4382,4374,8,0.2,2804,2825,-21,-0.7,1577,1550,27,1.7
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員,2505,2449,56,2.3,827,820,7,0.9,1678,1629,49,3
〔就業状態〕／労働力人口／就業者数／雇用者数／うち非正規の職員・従業員／うちパート・アルバイト,1687,1629,58,3.6,465,452,13,2.9,1222,1177,45,3.8
〔就業状態〕／労働力人口／完全失業者数,213,193,20,10.4,135,108,27,25,78,85,-7,-8.2
〔就業状態〕／非労働力人口,4114,4023,91,2.3,1488,1437,51,3.5,2626,2586,40,1.5
〔就業者の活動状況別内訳〕／就業者数（再掲）,8049,8051,-2,0,4433,4461,-28,-0.6,3616,3591,25,0.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,7732,7766,-34,-0.4,4324,4358,-34,-0.8,3408,3407,1,0
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6554,6591,-37,-0.6,4105,4172,-67,-1.6,2450,2418,32,1.3
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,289,259,30,11.6,144,121,23,19,145,138,7,5.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,888,916,-28,-3.1,76,66,10,15.2,813,851,-38,-4.5
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,317,285,32,11.2,109,102,7,6.9,208,183,25,13.7
〔就業者の主な産業別内訳〕／建設業,415,434,-19,-4.4,325,334,-9,-2.7,90,100,-10,-10
〔就業者の主な産業別内訳〕／製造業,682,753,-71,-9.4,464,536,-72,-13.4,217,217,0,0
〔就業者の主な産業別内訳〕／情報通信業,831,829,2,0.2,570,568,2,0.4,261,262,-1,-0.4
〔就業者の主な産業別内訳〕／運輸業，郵便業,397,369,28,7.6,294,292,2,0.7,103,77,26,33.8
〔就業者の主な産業別内訳〕／卸売業，小売業,1284,1257,27,2.1,632,631,1,0.2,652,625,27,4.3
〔就業者の主な産業別内訳〕／金融業，保険業,275,256,19,7.4,133,99,34,34.3,142,157,-15,-9.6
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,299,274,25,9.1,177,166,11,6.6,122,107,15,14
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,523,516,7,1.4,323,310,13,4.2,200,207,-7,-3.4
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,499,488,11,2.3,233,237,-4,-1.7,265,251,14,5.6
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,305,276,29,10.5,117,106,11,10.4,188,170,18,10.6
